sentence,label_name
the human cost of the conflict that came to define a generation ,positive
blimp ,negative
"it 's time for an absurd finale of twisted metal , fireballs and revenge ",negative
", kung pow sets a new benchmark for lameness . ",negative
tiresomely simpleminded ,negative
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",negative
can get on television for free ,negative
achieves its emotional power and moments of revelation ,positive
see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original ,positive
most charmless ,negative
both overplayed and exaggerated ,negative
if the film fails to fulfill its own ambitious goals ,negative
"loud , ugly , irritating ",negative
"in all its director 's cut glory , ",positive
make a nice coffee table book ,positive
is so intent on hammering home his message that he forgets to make it entertaining ,negative
effective ,positive
"acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake ",positive
rude and profane ,negative
is so insanely dysfunctional ,negative
these jokers are supposed to have pulled off four similar kidnappings before ,negative
"faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance ",negative
a story which fails to rise above its disgusting source material . ,negative
"like rudy yellow lodge , eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider . ",negative
"never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",negative
uselessly ,negative
visually engrossing ,positive
noyce 's greatest mistake ,negative
its visual delights ,positive
resurrecting performers who rarely work in movies now ... ,positive
any way of gripping what its point is ,negative
comes through all too painfully in the execution ,negative
insufficiently ,negative
quite a comedy ,positive
"simply stupid , irrelevant and ",negative
spider web . ,negative
their seats ,positive
villains ,negative
caring for animals and ,positive
brought down by lousy direction ,negative
sloppy ,negative
obnoxious comedy ,negative
birthday girl '' is an actor 's movie first and foremost . ,positive
"been there , done that ... a thousand times already , and better . ",negative
the mark of a documentary that works ,positive
brilliance ,positive
suffer the same fate ,negative
the sexual politics too smug ,negative
that something hip and transgressive was being attempted here that stubbornly refused to gel ,negative
left with a sour taste in your mouth ,negative
burn the negative and the script and ,negative
reach a truly annoying pitch ,negative
the comedy is nonexistent . ,negative
avid interest ,positive
"it 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it . ",positive
luckiest stroke ,positive
forced to watch him try out so many complicated facial expressions ,negative
", it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug . ",negative
most sincere and artful movie ,positive
"an old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed ",positive
high production values ,positive
a listless sci-fi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect . ,negative
the bad reviews ,negative
"suffers from a simplistic narrative and a pat , fairy-tale conclusion ",negative
"appalling , shamelessly manipulative and contrived ",negative
"'s clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ",negative
an incredibly layered and stylistic film ,positive
a 10-course banquet ,positive
lightweight but appealing ,positive
some like it hot on the hardwood proves once again that a man in drag is not in and of himself funny . ,negative
in a big corner office in hell ,negative
whether jason x is this bad on purpose ,negative
scary and sad ,negative
", it 's still a good yarn -- which is nothing to sneeze at these days . ",positive
an earnest study in despair ,positive
an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love ,positive
a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless ,positive
is too busy hitting all of its assigned marks to take on any life of its own . ,negative
", director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . ",negative
need to adhere more closely to the laws of laughter ,negative
you might as well be watching it through a telescope ,negative
"invigorating , surreal , and resonant with a rainbow of emotion . ",positive
'd be hard put to find a movie character more unattractive or odorous ( than leon ) ,negative
who has come to new york city to replace past tragedy with the american dream ,positive
"some cute moments , funny scenes , ",positive
"one of the most plain , unimaginative romantic comedies i ",negative
"appear foolish and shallow rather than , as was more likely , ",negative
", the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned . ",positive
it 's refreshing that someone understands the need for the bad boy ; ,positive
often surprising twists ,positive
"'s as comprehensible as any dummies guide , something ",negative
have n't laughed that hard in years ,positive
unsympathetic hero ,negative
's not as single-minded as john carpenter 's original ,negative
wo n't have you swinging from the trees hooting it 's praises ,negative
might just be better suited to a night in the living room than a night at the movies ,negative
limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy ,negative
chilling and fascinating ,positive
sade achieves the near-impossible : it turns the marquis de sade into a dullard ,negative
"is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers ",negative
"an overstylized , puréed mélange of sex , psychology , drugs and philosophy ",negative
like reading a research paper ,positive
pure venality -- ,negative
"richly detailed , deftly executed and ",positive
technically proficient and without the pop-up comments ,positive
gets violently gang-raped ,negative
a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life ,positive
disturbance ,negative
a superficial way ,positive
insensitivity ,negative
to investigate ,positive
biographical melodramas ,positive
but they fascinate in their recklessness . ,positive
edgy camera work ,positive
"talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching . ",positive
sneaks up on the viewer ,positive
", there are side stories aplenty -- none of them memorable . ",negative
"ought to pick up the durable best seller smart women , foolish choices for advice ",negative
certainly wo n't be remembered as one of ( witherspoon 's ) better films . ,negative
"is , quite pointedly , ",positive
it seems impossible that an epic four-hour indian musical about a cricket game could be this good ,positive
ca n't help but get caught up in the thrill of the company 's astonishing growth . ,positive
"soderbergh 's best films , ",positive
"as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is . ",negative
"remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) ",negative
as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness ,negative
of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,negative
terrorists are more evil than ever ! ,negative
some problems ,negative
entertainingly reenacting a historic scandal ,positive
a heartening tale of small victories and enduring hope . ,positive
consistently amusing but ,positive
( lin chung 's ) voice is rather unexceptional ,negative
of the darkest variety ,negative
"fessenden continues to do interesting work , and ",positive
"hurried , badly cobbled look ",negative
aspires ,positive
puts an exclamation point on the fact that this is n't something to be taken seriously ,negative
'd much rather watch teens poking their genitals into fruit pies ,negative
is strong as always ,positive
"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling ",positive
is marveilleux . ,positive
lacks considerable brio for a film about one of cinema 's directorial giants ,negative
"a more credible script , ",positive
"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly ",negative
does n't offer much in terms of plot or acting ,negative
highly entertaining ,positive
"imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ",positive
"its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet ",positive
"looking for a smart , nuanced look at de sade and what might have happened at picpus ",positive
"gasp , shudder ",negative
"in telling the story , which is paper-thin and decidedly unoriginal ",negative
anyone in his right mind would want to see the it ,positive
wildly popular vin diesel ,positive
"tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense . ",negative
stereotypes that gives the ( teen comedy ) ,negative
", it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at . ",negative
getting there is not even half the interest . ,negative
with passion and energy ,positive
gorgeous color palette ,positive
hardhearted scrooge ,negative
style-free ,negative
if the suspense never rises to a higher level ,negative
to be a breath of fresh air ,positive
to see three splendid actors ,positive
some of the back-story is a little tired ,negative
devoid of wit and humor ,negative
attal 's hang-ups surrounding infidelity are so old-fashioned and ,negative
deal with the subject of love head-on ,positive
", some of it is honestly affecting ",positive
which is more than he has ever revealed before about the source of his spiritual survival ,positive
"are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns ",positive
subtle and ,positive
smarter than any 50 other filmmakers still ,positive
a travesty ,negative
to the annoying score ,negative
jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself . ,positive
will ever be anything more than losers ,negative
"well-acted , ",positive
unemployment ,negative
much dramatic impact ,positive
the campy results make mel brooks ' borscht belt schtick look sophisticated . ,positive
"else who may , for whatever reason , be thinking about going to see this movie ",negative
to guilt-trip parents ,negative
"a bit exploitative but also nicely done , ",positive
"a disaster of a story , ",negative
is their resemblance to everyday children . ,positive
offers a guilt-free trip ,positive
herzog simply runs out of ideas and ,negative
"a solid , anguished performance ",positive
spiteful ,negative
"a chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department . ",positive
of candid camera ,positive
"soulful , incisive meditation ",positive
", circuit is the awkwardly paced soap opera-ish story . ",negative
enlightening ,positive
owed to benigni ,negative
is just the ticket you need . ,positive
dishonesty ,negative
the tuxedo was n't just bad ; ,negative
the biggest disappointments ,negative
"in this film , which may be why it works as well as it does ",positive
finely written ,positive
acclaimed ,positive
to blow it ,negative
burns gets caught up in the rush of slapstick thoroughfare . ,negative
a seriously bad film with seriously ,negative
torments and angst ,negative
the problem with the film ,negative
handed down from the movie gods ,positive
radiant ,positive
"the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title ",negative
horrible '' and `` terrible ,negative
"acting , poorly dubbed dialogue and murky cinematography ",negative
"the humor , characterization , poignancy , and intelligence of a bad sitcom ",negative
"'s a movie that ends with truckzilla , for cryin ' out loud ",negative
charm and heart ,positive
none of this is very original ,negative
"memorable for a peculiar malaise that renders its tension flaccid and , ",negative
intellectual and emotional ,positive
"of the best , most ",positive
a fullness that does not negate the subject ,positive
suspenseful horror movie ,positive
could n't care less ,negative
"mysterious , sensual , ",positive
a director who understands how to create and sustain a mood ,positive
", lacks fellowship 's heart ",negative
"we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again . ",positive
"be labeled ` hip ' , ` innovative ' and ` realistic ' ",positive
exudes the urbane sweetness that woody allen seems to have bitterly forsaken . ,positive
unfilmable '' novels ,negative
a delightful little film that revels in its own simplicity ,positive
yet permits laughter ,positive
at times a bit melodramatic and even a little dated ( depending upon where you live ) ,negative
feel good about ,positive
into a sane and breathtakingly creative film ,positive
connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus . ,positive
pretends to be a serious exploration of nuclear terrorism ,negative
timeless and universal tale ,positive
delivers a perfect performance that captures the innocence and budding demons within a wallflower ,positive
"a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' ",positive
", narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . ",positive
cut their losses ,negative
meaningful historical context ,positive
nolan 's penetrating undercurrent ,positive
violent and mindless ,negative
the plot is nothing but boilerplate clichés from start to finish ,negative
", double-pistoled , ballistic-pyrotechnic hong kong action ",positive
your least favorite ,negative
", you will have completely forgotten the movie by the time you get back to your car in the parking lot . ",negative
"a lumbering , wheezy drag ",negative
"that tries to grab us , only to keep letting go at all the wrong moments ",negative
"especially williams , an american actress who becomes fully english ",positive
a tawdry b-movie scum ,negative
certainly does n't feel like a film that strays past the two and a half mark ,negative
"savvy , compelling ",positive
"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes ",positive
"honest , sensitive story ",positive
good for this sucker ,positive
brutally honest and ,positive
limps along ,negative
a documentary to make the stones weep -- as shameful as it is scary . ,negative
"as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired . ",negative
cute animals ,positive
feces ,negative
this movie 's got it ,positive
ditched the saccharine sentimentality of bicentennial man in favor of an altogether darker side ,positive
bear the laughter ,positive
"drags , underscoring the obvious ",negative
"great to see this turd squashed under a truck , preferably a semi ",negative
"may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping . ",positive
tells a story whose restatement is validated by the changing composition of the nation . ,positive
"imagine any recent film , independent or otherwise , that makes as much of a mess as this one ",negative
"in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row ",negative
"a lovely , sad dance ",positive
"complex , unpredictable character ",positive
the attempt to complicate the story only defies credibility ,negative
to feel funny and light ,positive
if you 're up for that sort of thing ,positive
a dazzling dream ,positive
suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ,negative
"any of the character dramas , which never reach satisfying conclusions ",negative
fanciful direction ,positive
glorified ,positive
been hyped to be because it plays everything too safe ,negative
of the long list of renegade-cop tales ,negative
never rises above mediocrity ,negative
serenity and poise ,positive
while not for every taste ,negative
"destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal ",positive
it 's the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,positive
to be that rarity among sequels ,positive
great character ,positive
charismatic charmer ,positive
he 's just a sad aristocrat in tattered finery ,negative
stereotypical caretakers ,negative
saccharine genre ,negative
fiji diver rusi vulakoro and the married couple howard and michelle hall ) ,positive
descends into such message-mongering moralism ,negative
"an intensely lived time , ",positive
the film falters ,negative
just does n't work ,negative
"is uncompromising , difficult and unbearably beautiful ",positive
would be a total washout ,negative
wonderfully funny ,positive
even witty ,positive
"relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius . ",positive
", sometimes creepy intimacy ",negative
strong script ,positive
a generic bloodbath that often becomes laughably unbearable when it is n't merely offensive . ,negative
awful movie ,negative
"it 's kind of insulting , both to men and women . ",negative
"laughably , irredeemably awful . ",negative
could not stand them ,negative
has a lot of charm ,positive
", the diva shrewdly surrounds herself with a company of strictly a-list players . ",positive
"is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending . ",negative
"is derived from a lobotomy , having had all its vital essence scooped out and discarded ",negative
spielberg 's realization of a near-future america is masterful . ,positive
"too much of nemesis has a tired , talky feel . ",negative
a tricky tightrope between being wickedly funny and just plain wicked ,positive
"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works . ",negative
"is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings ",positive
this low-rent -- and even lower-wit -- rip-off ,negative
emotionally grand ,positive
tumbleweeds ,negative
"a solid , well-formed satire . ",positive
's also not very good . ,negative
excellent latin actors of all ages ,positive
kicking undead *** ,negative
is no doubt that krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone ,positive
in genre cliches ,negative
"jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad ",positive
while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere ,negative
turn on many people ,positive
"come by once in a while with flawless amounts of acting , direction , story and pace ",positive
good human ,positive
"an achingly enthralling premise , the film ",positive
"will take you places you have n't been , and also places you have ",positive
"sustain its initial promise with a jarring , new-agey tone creeping into the second half ",positive
of the world 's greatest teacher ,positive
the film is way too full of itself ; ,negative
a credible account of a puzzling real-life happening ,positive
"stephen earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type . ",negative
as the lousy tarantino imitations have subsided ,negative
considerable talents ,positive
derailed ,negative
comes up shorter than britney 's cutoffs . ,negative
"is a mormon family movie , and a sappy , preachy one at that ",negative
weave a protective cocoon around his own ego ,negative
as the novel on which it 's based ,positive
dullest tangents ,negative
masterpieces ,positive
relentlessly depressing ,negative
quickly forgettable ,negative
ultimate scorsese film ,positive
enough substance ,positive
plan to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' ,positive
favors to sober us up with the transparent attempts at moralizing ,negative
"it 's mildly entertaining , especially if you find comfort in familiarity . ",positive
", delicate treatment ",positive
it must be the end of the world : ,negative
one of the worst movies of the year . ,negative
"its exquisite acting , inventive screenplay , mesmerizing music , and ",positive
"is one big , dumb action movie ",negative
"its cast , its cuisine and its quirky tunes ",positive
childlike dimness ,negative
slob ,negative
"for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . ' ",negative
"there are flaws , but also stretches of impact and moments of awe ",positive
unfulfilling ,negative
"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates . ",positive
its story is only surface deep ,negative
gold ,positive
stiletto-stomps the life out ,negative
fails to portray its literarily talented and notorious subject as anything much more than a dirty old man . ,negative
"queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame ",negative
with style ,positive
grinning ,positive
is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . ,positive
sitting open too long ,negative
"give shapiro , goldman , and bolado credit for good intentions ",positive
is n't breaking new ground ,negative
"unique , well-crafted psychological study ",positive
"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness ",negative
is cool . ,positive
's the very definition of epic adventure . ,positive
belly laughs ,positive
"better effects , better acting and a hilarious kenneth branagh . ",positive
as boring and ,negative
slightly humorous and tender story ,positive
an unsuccessful attempt at a movie of ideas ,negative
wasting ,negative
soap opera-ish dialogue ,negative
"the film , while it 's not completely wreaked , ",negative
"life affirming and heartbreaking , sweet without the decay factor , ",positive
"the real star of this movie is the score , as in the songs translate well to film ",positive
work because there is no foundation for it ,negative
"'s all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness . ",positive
"skillfully assembled , highly polished and ",positive
"recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ",negative
dumb drug jokes and predictable slapstick ,negative
swallow thanks to remarkable performances ,positive
a snore ,negative
is only so much baked cardboard i need to chew ,negative
inside the wave ,positive
to produce another smash ,positive
it 's a sit down and ponder affair ,positive
their lamentations are pretty much self-centered ) ,negative
"exposé , the film ( at 80 minutes ) is actually quite entertaining . ",positive
vampire fun ,positive
's a fun one . ,positive
grossest movie ,negative
neither light nor magical enough to bring off this kind of whimsy ,negative
"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . ",positive
for it other than its exploitive array of obligatory cheap ,negative
resonant chord ,positive
pristine ,positive
recite some of this laughable dialogue with a straight face ,positive
a triumph of pure craft and passionate heart . ,positive
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping ",negative
salient points ,positive
the credits roll across the pat ending ,negative
armed with a game supporting cast ,positive
works so well for the first 89 minutes ,positive
"low-brow humor , gratuitous violence ",negative
"realize , much to our dismay ",negative
padded . ,negative
", pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime . ",positive
a ragbag of cliches ,negative
it lacks the utter authority of a genre gem ,negative
chelsea walls is a case of too many chefs fussing over too weak a recipe . ,negative
of an ordeal than an amusement ,negative
"that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ",positive
remembered in the endlessly challenging maze of moviegoing ,positive
dissing the film that they did n't mind the ticket cost ,negative
make you wish you were at home watching that movie instead of in the theater watching this one ,negative
"it may not be particularly innovative , ",negative
soon-to-be-forgettable ,negative
"if you are curious to see the darker side of what 's going on with young tv actors ( dawson leery did what ?!? ) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie ",negative
're struggling to create . ,negative
that someone other than the director got into the editing room and tried to improve things by making the movie go faster ,negative
irresistibly ,positive
a glorious dose of humankind 's liberating ability ,positive
an unprecedented tragedy ,negative
that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ,positive
best and most unpredictable comedy ,positive
the war movie compendium ,positive
bully ,negative
ick ' ,negative
than malle 's dud ,positive
"mounted , exasperatingly well-behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant ",positive
jackson 's ,positive
"a work of extraordinary journalism , but it is also a work of deft and subtle poetry ",positive
"the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport ",positive
virtually joyless ,negative
hiding behind cutesy film references ,negative
a nagging sense ,negative
", noisy and pretentious ",negative
is not only a love song to the movies ,positive
", the film makes up for it with a pleasing verisimilitude . ",positive
"injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again ",positive
put together with the preteen boy in mind ,negative
of the two bewitched adolescents ,negative
a good three days ,positive
in addition to scoring high for originality of plot ,positive
know how to please the eye ,positive
"is not only a pianist , but a good human being ",positive
even the corniest ,negative
hunky has-been ,negative
random glass-shattering ,negative
creep ,negative
"of sanctimony , self-awareness , self-hatred and self-determination ",positive
the depths ,positive
bitter and less mature ,negative
the nonstop artifice ,positive
"perception , conviction ",positive
to get excited about on this dvd ,positive
a fascinating literary mystery story with multiple ,positive
hooked ,positive
of the great crimes ,negative
been more geeked when i heard that apollo 13 was going to be released in imax format ,positive
"a summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution . ",negative
sarah 's dedication to finding her husband seems more psychotic than romantic ,negative
this misty-eyed southern nostalgia piece ,positive
fluffy and disposible ,negative
"is clever and funny , is amused by its special effects , ",positive
a major director is emerging in world cinema ,positive
a stunningly unoriginal premise ,negative
putting together any movies of particular value or merit ,positive
its exquisite acting ,positive
half past dead is like the rock on a wal-mart budget ,negative
is one of the biggest disappointments of the year . ,negative
assuredly ,positive
is where ararat went astray . ,negative
slightly humorous and tender ,positive
is a failure ,negative
but overall the halloween series has lost its edge ,negative
's not funny ,negative
an impenetrable and insufferable ball of pseudo-philosophic twaddle ,negative
"it 's a hellish , numbing experience to watch , and ",negative
it begins to fade from memory ,negative
's a rare window on an artistic collaboration . ,positive
hollywood program ,positive
hope and magic ,positive
their bodies ,positive
"in his chilling , unnerving film ",positive
virtuosic set pieces ,positive
authenticate her british persona ,positive
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed ",negative
it is n't that funny ,negative
"weighted down with slow , uninvolving storytelling and ",negative
tedious as the chatter of parrots raised on oprah ,negative
"is suspenseful and ultimately unpredictable , ",positive
mildly amusing ,positive
strip-mined the monty formula mercilessly since 1997 ,negative
"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates ",negative
"keeps this pretty watchable , and ",positive
the most multilayered and sympathetic female characters of the year ,positive
a remake by the numbers ,negative
( madonna 's ) denied her own athleticism by lighting that emphasizes every line and sag . ,negative
is dreary and sluggish . ,negative
of the other ,positive
"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : ",negative
fragmentary ,negative
... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows ,positive
"interesting cinematic devices ( cool visual backmasking ) , ",positive
hokey ,negative
that loses sight of its own story ,negative
ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ,positive
"has some of the funniest jokes of any movie this year , including those intended for adults ",positive
smart and taut . ,positive
zeal ,positive
"pointless , meandering ",negative
"the whole affair , true story or not , feels incredibly hokey ",negative
that omnibus tradition called marriage ,negative
"a much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian english title would have you believe . ",positive
of a movie saddled with an amateurish screenplay ,negative
adorably ditsy but heartfelt ,positive
appear foolish and shallow ,negative
sparkles with the the wisdom and humor of its subjects . ,positive
lukewarm and quick to pass ,negative
", the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . ",negative
"still comes off as a touching , transcendent love story . ",positive
from `` promising '' ,positive
large-format ,positive
"( the film ) tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end ",positive
"proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast . ",negative
it 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . ,negative
so many flaws ,negative
the film 's thoroughly recycled plot and tiresome jokes ... drag the movie down . ,negative
trying to pass off as acceptable teen entertainment for some time now ,negative
"tunney , brimming with coltish , neurotic energy , holds the screen like a true star . ",positive
"mr. goyer 's loose , unaccountable direction ",negative
his future wife ,positive
make a film in which someone has to be hired to portray richard dawson ,negative
"like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story ",negative
works better in the conception than it does in the execution ... winds up seeming just a little too clever . ,negative
we value in our daily lives ,positive
the film is visually dazzling ,positive
the script 's bad ideas and awkwardness ,negative
be the biggest husband-and-wife disaster since john ,negative
witch project real-time roots ,positive
skill and determination ,positive
french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition ,positive
of impossible disappearing/reappearing acts ,negative
its lackadaisical plotting and mindless action ,negative
"it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults ",positive
mediocre one ,negative
"is far-flung , illogical , and plain stupid ",negative
takes every potential laugh and stiletto-stomps the life out of it . ,negative
into clichés ,negative
and pasta-fagioli comedy ,positive
frustration ,negative
"stylish but steady , and ultimately very satisfying ",positive
"a sour taste in one 's mouth , and little else ",negative
"of an energetic , extreme-sports adventure ",positive
"ugly , pointless , stupid movie ",negative
"is clear : not easily and , in the end , not well enough ",negative
won -- and wins still ,positive
some serious issues ,negative
"enough intelligence , wit or innovation on the screen to attract and sustain an older crowd ",positive
to laugh at how bad ,negative
"arrives from the margin that gives viewers a chance to learn , to grow , to travel ",positive
nothing more than an hour-and-a-half-long commercial for britney 's latest album ,negative
is pushed into the margins by predictable plotting and tiresome histrionics ,negative
are great rewards here ,positive
proficiency ,positive
is n't going to jell ,negative
a retread of material already thoroughly plumbed by martin scorsese . ,negative
dismiss -- ,negative
a natural sense for what works ,positive
a vision both painterly and literary ,positive
of softheaded metaphysical claptrap ,positive
without a conclusion or pay off ,negative
the wild wild west ,positive
"captures the way young japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse ",positive
"will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ",positive
of entertainment that parents love to have their kids ,positive
brutal 90-minute battle sequence ,negative
one sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot . ,negative
supremely unfunny and unentertaining ,negative
the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . ,positive
of ` should have been a sketch on saturday night live ,negative
"with acting , tone and pace very obviously mark him as a video helmer making his feature debut ",positive
bourgeois french society ,positive
of lives lived in a state of quiet desperation ,positive
"is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching sarandon . ",positive
dips key moments from the film ,negative
once subtle and visceral ,positive
"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done ",positive
had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration ,negative
rather than real figures ,negative
"if you love him , you 'll like it . ",positive
"resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates . ",negative
unblinkingly pure as the hours ,positive
doubt it ,negative
cho continues her exploration of the outer limits of raunch with considerable brio . ,positive
we have no idea what in creation is going on ,negative
having a nightmare about bad cinema ,negative
"one thing 's for sure -- if george romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head . ",negative
a 1986 harlem that does n't look much like anywhere in new york ,negative
"a fairly slow paced , ",negative
"the work of an exhausted , desiccated talent who ca n't get out of his own way ",negative
banged their brains into the ground so frequently ,negative
its surprises ,positive
a fresh infusion ,positive
", notorious c.h.o. hits all the verbal marks it should . ",positive
"there , done that ... a thousand times already , and better ",negative
"i think it was plato who said , ' i think , therefore i know better than to rush to the theater for this one . ",negative
is that there is never any question of how things will turn out ,negative
overlong infomercial ,negative
punch and depth ,positive
the movie tries to make sense of its title character ,negative
"a movie that both thrills the eye and , in its over-the-top way , touches the heart . ",positive
does n't take itself so deadly seriously ,positive
