sentence,label_name
you 've spent the past 20 minutes looking at your watch ,negative
"the film does n't end up having much that is fresh to say about growing up catholic or , really , anything . ",negative
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy . ",positive
"an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen . ",positive
a perfect wildean actor ,positive
this story still seems timely and important . ,positive
is cool . ,positive
of joyful solo performance ,positive
"shines on all the characters , as the direction is intelligently accomplished . ",positive
dim-witted pairing ,negative
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks . ,negative
writer and director otar iosseliani 's pleasant tale ,positive
childlike dimness ,negative
firing on all cylinders ,positive
elephant feces ,negative
try hard but come off too amateurish and awkward . ,negative
with fondness and respect ,positive
"hypnotically dull , ",negative
is not even half the interest ,negative
to cheesier to cheesiest ,negative
are in tatters ,negative
thoughtful ,positive
"it might not be 1970s animation , ",negative
"as good , ",positive
a vanity project ,negative
worth catching for griffiths ' warm and winning central performance ,positive
"but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them . ",positive
", this gender-bending comedy is generally quite funny . ",positive
it seems impossible that an epic four-hour indian musical about a cricket game could be this good ,positive
"tension , eloquence , spiritual challenge ",positive
well-shaped dramas ,positive
"there , done that ... a thousand times already , and better ",negative
", so , hopefully , this film will attach a human face to all those little steaming cartons . ",positive
an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love ,positive
"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story ",positive
", more frantic than involving , more chaotic than entertaining . ",negative
marvelously entertaining and deliriously ,positive
good performances and ,positive
and damaged dreams ,negative
authenticate her british persona ,positive
energy and wit to entertain all ages ,positive
the plot is nothing but boilerplate clichés from start to finish ,negative
ca n't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops ,negative
horrible '' and `` terrible ,negative
"of kiddie entertainment , sophisticated wit and symbolic graphic design ",positive
suffers from over-familiarity since hit-hungry british filmmakers ,negative
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",negative
with nothing but a savage garden music video on his resume ,negative
been more geeked when i heard that apollo 13 was going to be released in imax format ,positive
some quietly moving moments and an intelligent subtlety ,positive
"so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight ",positive
"it takes a really long , slow and dreary time to dope out what tuck everlasting is about . ",negative
leave feeling like you 've endured a long workout without your pulse ever racing ,positive
film that will enthrall the whole family ,positive
utterly painful to watch ,negative
than malle 's dud ,positive
should see it as soon as possible ,positive
"its rough-around-the-edges , low-budget constraints ",negative
spotty ,negative
the gentle and humane side ,positive
"gasp , shudder ",negative
"( washington 's ) strong hand , keen eye , sweet spirit and good taste ",positive
"it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids ",positive
soulless techno-tripe . ,negative
're struggling to create . ,negative
small ... with considerable aplomb ,positive
sloppily written ,negative
vulgarities ,negative
high-concept scenario ,positive
wholesome fantasy ,positive
has no place to go since simone is not real ,negative
generally insulting ,negative
"contains no wit , only labored gags . ",negative
sloppy ,negative
hooked ,positive
to investigate ,positive
off-beat and fanciful ,positive
watch on video at home ,negative
", unforced ",positive
it is about a domestic unit finding their way to joy ,positive
a poor fit with kieslowski 's lyrical pessimism ,negative
"the film 's sense of imagery gives it a terrible strength , but ",positive
a depressing story ,negative
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten . ",negative
bollywood/hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals ,positive
engaging film ,positive
"which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director ",negative
) debut can be accused of being a bit undisciplined ,negative
"its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . ' ",negative
a delightful little film that revels in its own simplicity ,positive
the act is still charming here . ,positive
the thrills ,positive
"of an energetic , extreme-sports adventure ",positive
it chiefly inspires you to drive a little faster ,positive
"a disaster of a story , ",negative
a florid but ultimately vapid crime melodrama ,negative
know how to please the eye ,positive
this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker ,positive
unemployment ,negative
"pale xerox of other , better crime movies . ",negative
seem to be introverted young men with fantasy fetishes ,positive
loosely connected ,negative
4ever is neither a promise nor a threat so much as wishful thinking . ,negative
of entertainment that parents love to have their kids ,positive
sneaks up on the viewer ,positive
"this is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men ",positive
plodding action sequences ,negative
brought down by lousy direction ,negative
a pretentious mess ... ,negative
putting together any movies of particular value or merit ,positive
topics that could make a sailor blush - but lots of laughs . ,positive
"terry is a sort of geriatric dirty harry , which will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man . ",positive
wasted potential ,negative
this low-rent -- and even lower-wit -- rip-off ,negative
implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses ,positive
patriot ,positive
paul bettany is cool . ,positive
repulse ,negative
"invigorating , surreal , and resonant with a rainbow of emotion . ",positive
"is suspenseful and ultimately unpredictable , ",positive
"balance pointed , often incisive satire and unabashed sweetness ",positive
tedious as the chatter of parrots raised on oprah ,negative
"muddled , simplistic and more than a little pretentious ",negative
stuttering editing and pompous references to wittgenstein and kirkegaard ,negative
"we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again . ",positive
"like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story ",negative
toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away . ,positive
"fessenden continues to do interesting work , and ",positive
worn-out ,negative
is also a work of deft and subtle poetry ,positive
"assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , ",positive
"is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings ",positive
"a question for philosophers , not filmmakers ",negative
somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks . ,positive
to scoring high for originality of plot ,positive
"heartwarming here relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius . ",positive
smokers only ,negative
it feels more like the pilot episode of a tv series than a feature film ,negative
"one thing 's for sure -- if george romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head . ",negative
works so well for the first 89 minutes ,positive
a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless ,positive
surprisingly shoddy ,negative
strongly reminiscent ,negative
this slender plot feels especially thin stretched over the nearly 80-minute running time . ,negative
it 's not a motion picture ; it 's an utterly static picture ,negative
"the real star of this movie is the score , as in the songs translate well to film ",positive
ignore ,negative
dry the undead action flick formula ,negative
impudent ,negative
"are the whole show here , with their memorable and resourceful performances ",positive
"barely shocking , barely interesting and most of all , ",negative
"it more than makes up for in drama , suspense , revenge , and romance . ",positive
that 'll be much funnier than anything in the film ... ,negative
much of what we see is horrible but it 's also undeniably exceedingly clever ,positive
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling . ",positive
", funny ",positive
the martial arts master to top form ,positive
"there are plenty of scenes in frida that do work , but rarely do they involve the title character herself . ",positive
"the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers . ",positive
drunken ,negative
frequently misses the mark ,negative
"does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country ",negative
into sugary sentiment and withholds delivery on the pell-mell ,negative
entertains not ,negative
a fascinating literary mystery story with multiple ,positive
to the empty stud knockabout of equilibrium ,negative
smart and ,positive
your least favorite ,negative
musicals back 40 years ,positive
fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing ,positive
"in this film , which may be why it works as well as it does ",positive
"its lack of logic and misuse of two fine actors , morgan freeman and ashley judd ",negative
"resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates . ",negative
slather clearasil over the blemishes of youth ,negative
there surrender $ 9 and 93 minutes of unrecoverable life ,negative
"eludes madonna and , playing a charmless witch ",positive
sag in certain places ,negative
to guilt-trip parents ,negative
dragons ,negative
", circuit is the awkwardly paced soap opera-ish story . ",negative
director david fincher and writer david koepp ca n't sustain it . ,negative
shrill and ,negative
the worst -- and only -- killer website movie ,negative
in genre cliches ,negative
of being overrun by corrupt and hedonistic weasels ,negative
of candid camera ,positive
wildly popular vin diesel ,positive
almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ... `` my big fat greek wedding '' comes from the heart ... ,positive
it 's the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,positive
outdoes its spectacle . ,positive
"is n't painfully bad , something to be ` fully experienced ' ",negative
episode ii -- ,positive
"find an escape clause and avoid seeing this trite , predictable rehash . ",negative
the good girl is a film in which the talent is undeniable ,positive
a heartfelt conviction ,positive
well-thought ,positive
", kung pow sets a new benchmark for lameness . ",negative
disturbance ,negative
pure venality -- ,negative
remember back when thrillers actually thrilled ,negative
soon-to-be-forgettable ,negative
bully ,negative
brosnan gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day . ,positive
there are many definitions of ` time waster ' but this movie must surely be one of them ,negative
feel free to go get popcorn whenever he 's not onscreen . ,negative
"imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ",positive
's a part of us that can not help be entertained by the sight of someone getting away with something . ,positive
", truly bad ",negative
a skillful filmmaker ,positive
a disaster of a story ,negative
have that kind of impact on me these days ,positive
simpering soundtrack ,negative
a total misfire ,negative
savvy director robert j. siegel and ,positive
effectively chilling ,positive
a fresh infusion ,positive
nails sy 's queasy infatuation and overall strangeness . ,positive
notorious rise ,positive
", director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . ",negative
"creativity , and fearlessness ",positive
"slow , ",negative
a film that is both gripping and compelling ,positive
interesting controversy ,positive
underrated professionals ,positive
the most multilayered and sympathetic female characters of the year ,positive
based on the wonderful acting clinic put on by spader and gyllenhaal ,positive
matches about it . ,positive
a story which fails to rise above its disgusting source material . ,negative
from the classics ,positive
you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time . ,negative
de niro 's right-hand goombah ,negative
ame and unnecessary ,negative
"little action , almost no suspense or believable tension , one-dimensional characters up ",negative
bowser ,positive
into a sane and breathtakingly creative film ,positive
smarter and much ,positive
this misty-eyed southern nostalgia piece ,positive
"a pointed , often tender , examination ",positive
understands characters must come first ,positive
"is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type ",negative
terrific special effects and funnier gags ,positive
in the excesses of writer-director roger avary ,negative
badder than bad ,negative
drags the film ,negative
blimp ,negative
a nice album ,positive
leaves no southern stereotype unturned ,negative
of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids ,negative
exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza ,positive
where their heads were is anyone 's guess . ,negative
these jokers are supposed to have pulled off four similar kidnappings before ,negative
good-natured ,positive
"acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake ",positive
a slow-moving police-procedural thriller that takes its title all too literally . ,negative
"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates . ",positive
"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism ",positive
good time ,positive
should have a stirring time at this beautifully drawn movie . ,positive
is where ararat went astray . ,negative
left slightly disappointed that it did n't ,negative
"walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost . ",negative
and suspenseful argentinian thriller ,positive
appealing character quirks ,positive
champion ,positive
that interweaves individual stories ,positive
sarah 's dedication to finding her husband seems more psychotic than romantic ,negative
", there is little else to recommend `` never again . '' ",negative
delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . ,positive
you wanting more ,positive
these self-styled athletes have banged their brains into the ground so frequently and ,negative
jay russell ,negative
stereotypes that gives the ( teen comedy ) ,negative
it forces you to watch people doing unpleasant things to each other and themselves ,positive
guilty ,negative
to get excited about on this dvd ,positive
works as a treatise on spirituality as well as a solid sci-fi thriller ,positive
i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry ,positive
so many flaws ,negative
can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities ,negative
", 91-minute trailer ",negative
lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience ,negative
drags during its 112-minute length ,negative
have finally aged past his prime ... ,positive
it 's not even a tv special you 'd bother watching past the second commercial break ,negative
the advantage of a postapocalyptic setting is that it can be made on the cheap . ,negative
it feels painfully redundant and inauthentic . ,negative
"are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk . ",positive
'' is a big time stinker . ,negative
i pledge allegiance to cagney and lacey . ,positive
the story is just too clichéd and too often strains credulity ,negative
the war movie compendium ,positive
a ragbag of cliches ,negative
the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ,negative
( ,negative
gawky actor ,negative
which is more than he has ever revealed before about the source of his spiritual survival ,positive
of the company 's astonishing growth ,positive
virtuosic set pieces ,positive
guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest . ,negative
a small but rewarding comedy ,positive
its awkward structure ,negative
skeeved out that they 'd need a shower ,negative
unshapely ,negative
"the movie is hardly a masterpiece , ",negative
insufficiently ,negative
suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ,negative
avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ,negative
an incredibly layered and stylistic film ,positive
there are moments of hilarity to be had . ,positive
this is just lazy writing . ,negative
"good , organic character work ",positive
"in his chilling , unnerving film ",positive
"everything kieslowski 's work aspired to , including the condition of art ",positive
one regards reign of fire with awe . ,positive
waterlogged script ,negative
misleading ,negative
's something vital about the movie ,positive
yet another visit ,negative
"when all is said and done , she loves them to pieces -- and so , i trust , will you . ",positive
enjoy the perfectly pitched web of tension that chabrol spins ,positive
", pointless , stupid ",negative
rather frightening ,negative
"a movie that tells stories that work -- is charming , is moving ",positive
for all its visual panache and compelling supporting characters ,positive
gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . ,positive
disjointed mess ,negative
-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen . ,negative
jackie chan movies are a guilty pleasure - ,positive
", the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned . ",positive
improbable ,negative
a listless sci-fi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect . ,negative
in its committed dumbness ,negative
"'s the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . ",positive
run for your lives ! ,negative
visual delights ,positive
a pathetically inane and unimaginative ,negative
to vaporize from your memory minutes after it ends ,negative
is of brian de palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career ,negative
father cliché ,negative
"proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast . ",negative
equals the sum of its pretensions . ,negative
"whereas oliver stone 's conspiracy thriller jfk was long , intricate , star-studded and visually flashy ",positive
"because we 've seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed ",negative
feels rigged and sluggish . ,negative
broken with her friends image in an independent film of satiric fire and emotional turmoil ,positive
", this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . ",positive
own fear and paranoia ,negative
sensual ,positive
some of the back-story is a little tired ,negative
salient points ,positive
"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment . ",positive
"colorful , dramatized pbs program ",positive
for people who like their romances to have that french realism ,positive
zeal ,positive
"wewannour money back , ",negative
need to adhere more closely to the laws of laughter ,negative
major-league ,positive
is so intent on hammering home his message that he forgets to make it entertaining ,negative
impressive stagings ,positive
"injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again ",positive
"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : ",negative
lousy direction ,negative
i could not stand them ,negative
the biggest disappointments ,negative
energized ,positive
"an old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed ",positive
that makes eight legged freaks a perfectly entertaining summer diversion ,positive
that extra little something that makes it worth checking out at theaters ,positive
"while the last metro ) was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history . ",positive
short of true inspiration ,positive
"it 's a strange film , one that was hard for me to warm up to . ",negative
"because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue ",negative
black-and-white ,negative
"outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie ",negative
"holm does his sly , intricate magic , and ",positive
julia roberts wannabe ,negative
a so-called ` comedy ' and not laugh ,negative
no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ,negative
excellent latin actors of all ages ,positive
"of cat-and-mouse , three-dimensional characters and believable performances ",positive
make a nice coffee table book ,positive
"acting , poorly dubbed dialogue and murky cinematography ",negative
see how many times they can work the words `` radical '' or `` suck '' into a sentence ,negative
is their resemblance to everyday children . ,positive
"stylish but steady , and ultimately very satisfying ",positive
be awed by the power and grace of one of the greatest natural sportsmen of modern times ,positive
you might as well be watching it through a telescope ,negative
a wannabe comedy ,negative
a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television . ,negative
is only so much baked cardboard i need to chew ,negative
a generic bloodbath that often becomes laughably unbearable when it is n't merely offensive . ,negative
got it right ,positive
"why , for instance , good things happen to bad people ",negative
"is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . ",positive
", amy 's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor . ",positive
we want the funk - and this movie 's got it . ,positive
in a light-hearted way the romantic problems ,positive
goofiest stuff ,positive
overweight and out of shape ,negative
"dumb gags , ",negative
tackling serious themes ,positive
"gets sillier , not scarier ",negative
"a distinct rarity , and an event ",positive
worst possibilities ,negative
in insignificance ,negative
if the film fails to fulfill its own ambitious goals ,negative
gets off with a good natured warning ,positive
"klein , charming in comedies like american pie and dead-on in election , ",positive
"'s hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . ",negative
"loud , low-budget and tired formula film ",negative
laughs ,positive
irresistibly ,positive
see it for his performance if nothing else ,positive
the movie 's captivating details ,positive
", you will have completely forgotten the movie by the time you get back to your car in the parking lot . ",negative
"getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good ",positive
brutal 90-minute battle sequence ,negative
jovial ,positive
teens are looking for something to make them laugh ,positive
off-beat and fanciful film ,positive
unexpectedly rewarding ,positive
that something hip and transgressive was being attempted here that stubbornly refused to gel ,negative
"sitting through this sloppy , made-for-movie comedy special ",negative
"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes ",positive
some genuine quirkiness ,positive
visceral sensation ,positive
limp biscuit ,negative
", it has some problems ",negative
its surprises ,positive
whimsical and relevant today ,positive
powerful and universal ,positive
strength and sense ,positive
entertainingly reenacting a historic scandal . ,positive
is that it 's a brazenly misguided project . ,negative
affair ,negative
men of marginal intelligence ,negative
about schmidt is undoubtedly one of the finest films of the year . ,positive
", ignorant fairies is still quite good-natured and not a bad way to spend an hour or two . ",positive
the trials of henry kissinger is a remarkable piece of filmmaking ... because you get it . ,positive
enter and accept another world ,positive
masterpieces ,positive
one sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot . ,negative
"they will have a showdown , but , by then , your senses are as mushy as peas and ",negative
shabby digital photography ,negative
creates sheerly cinematic appeal . ,positive
make this a comedy or serious drama ,negative
"( the film ) tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end ",positive
all hollywood fantasies ,negative
"to a satisfying complete picture of this particular , anciently demanding métier ",positive
distinctive ,positive
a thin notion ,negative
the most repugnant adaptation of a classic text since roland joffé and demi moore ,negative
with real world events ,positive
it 's pleasant enough ,positive
"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ",positive
"formulaic , its plot and pacing typical hollywood war-movie stuff , ",negative
"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck ",negative
put together with the preteen boy in mind ,negative
provide an emotional edge ,positive
after a while ,negative
the story really has no place to go since simone is not real -- she ca n't provide any conflict ,negative
plaguing the human spirit in a relentlessly globalizing world ,positive
without a conclusion or pay off ,negative
strikingly devious ,positive
"never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",negative
has been awarded mythic status in contemporary culture ,positive
"contrived , nonsensical and formulaic ",negative
taboo ,negative
the heart of the film ,positive
bargain-basement ,negative
"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates . ",negative
"a kind , unapologetic , sweetheart ",positive
"civil disobedience , anti-war movements and the power of strong voices ",positive
"will take you places you have n't been , and also places you have ",positive
humorous observations about the general absurdity of modern life ,positive
it 's not a motion picture ; ,negative
"wickedly funny , visually engrossing , never boring ",positive
", the film makes up for it with a pleasing verisimilitude . ",positive
"arrives from the margin that gives viewers a chance to learn , to grow , to travel ",positive
i have to admit that i am baffled by jason x. ,negative
"human nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart . ",negative
desperate for attention it nearly breaks its little neck trying to perform entertaining tricks ,negative
awful movie ,negative
"truly , truly bad movie ",negative
subtle and ,positive
a good three days ,positive
"makes the silly , over-the-top coda especially disappointing ",negative
the campy results make mel brooks ' borscht belt schtick look sophisticated . ,positive
sing beautifully and act adequately ,positive
( and lovely ,positive
a marvelous performance by allison lohman ,positive
to overcome the cultural moat surrounding its ludicrous and contrived plot ,negative
"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy . ",positive
"of the best , most ",positive
often surprising twists ,positive
realize there 's no place for this story to go but down ,negative
nelson 's intentions are good ,positive
characteristically startling visual style and ,positive
a plot as musty as one of the golden eagle 's carpets ,negative
is elevated by michael caine 's performance as a weary journalist in a changing world . ,positive
to see three splendid actors ,positive
the depths ,positive
"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion . ",positive
major problem ,negative
delightful . ,positive
humdrum ,negative
"undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution ",positive
comatose ballerinas ,negative
it 's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison . ,negative
i feel better already . ,positive
disney scrape ,negative
how ridiculous and money-oriented ,negative
"will have been discovered , indulged in and rejected as boring before i see this piece of crap again . ",negative
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ... ",positive
proves once again that a man in drag is not in and of himself funny . ,negative
is a masterpiece ,positive
"has a gentle , unforced intimacy that never becomes claustrophobic ",positive
critical and commercial disaster ,negative
of contemporary chinese life this exciting new filmmaker has brought to the screen ,positive
actor michel serrault ,positive
awarded mythic status in contemporary culture ,positive
bourgeois french society ,positive
not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted ,negative
relayed by superb ,positive
by labored writing and slack direction ,negative
uniquely sensual metaphorical dramatization ,positive
strong script ,positive
of the most politically audacious films of recent decades ,positive
"a solid , anguished performance ",positive
"a dull , dumb and derivative horror ",negative
the filmmaking in invincible ,positive
"derivative elements into something that is often quite rich and exciting , and ",positive
"'s too loud , too goofy and too short of an attention span ",negative
two not very absorbing characters ,negative
comes through all too painfully in the execution ,negative
greatest star wattage ,positive
"combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched . ",positive
"a warm , fuzzy feeling ",positive
bad trip ,negative
", the movie stirs us as well . ",positive
user-friendly ,positive
the irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own . ,positive
connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus . ,positive
"that , in itself , is extraordinary . ",positive
insomnia is one of the year 's best films ,positive
of the credit for the film 's winning tone ,positive
is a lumbering load of hokum but ,negative
their super-dooper-adorability intact ,positive
is one of the biggest disappointments of the year . ,negative
hiding behind cutesy film references ,negative
feel good about ,positive
casting excellent latin actors of all ages ,positive
lacks considerable brio for a film about one of cinema 's directorial giants ,negative
wry and engrossing ,positive
too clumsy in key moments ,negative
even the corniest ,negative
fashioning an engrossing entertainment out ,positive
phony ,negative
're going to face frightening late fees ,negative
miracles ,positive
a bad movie that ,negative
is impressive for the sights and sounds of the wondrous beats the world has to offer . ,positive
half past dead is like the rock on a wal-mart budget ,negative
won -- and wins still ,positive
in short ,negative
"cheap , vulgar dialogue and a plot that crawls along at a snail 's pace . ",negative
been conjured up only 10 minutes prior to filming ,negative
are consistently delightful . ,positive
", the diva shrewdly surrounds herself with a company of strictly a-list players . ",positive
the new film is a lame kiddie flick ,negative
into the sort of heartache everyone ,negative
combined with indoctrinated prejudice ,negative
unfolds in a series of achronological vignettes whose cumulative effect is chilling . ,positive
no idea what in creation is going on ,negative
demonstrate that his pathology evolved from human impulses that grew hideously twisted ,negative
transcends ethnic lines . ,negative
make for one splendidly cast pair ,positive
formuliac ,negative
"are paper-thin , and their personalities undergo radical changes when it suits the script ",negative
that it makes my big fat greek wedding look like an apartheid drama ,negative
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping ",negative
chilling and fascinating ,positive
the movie tries to make sense of its title character ,negative
chelsea walls is a case of too many chefs fussing over too weak a recipe . ,negative
like a glossy rehash ,positive
hope and magic ,positive
of an ordeal than an amusement ,negative
to question why somebody might devote time to see it ,negative
"it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients ",positive
having a nightmare about bad cinema ,negative
suck up ,negative
more spirit and bite than your average formulaic romantic quadrangle ,positive
heart-felt drama ,positive
as tiresome as 9 ,negative
is unusual but unfortunately also irritating . ,negative
"keeps this pretty watchable , and ",positive
"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable . ",negative
lifeless execution . ,negative
gentle and engrossing character ,positive
with style ,positive
"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth . ",positive
uncanny ability to right itself precisely when you think it 's in danger of going wrong ,positive
distasteful and downright creepy ,negative
useless ,negative
it lacks the utter authority of a genre gem ,negative
can go home again ,positive
"nothing happens , ",negative
"destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal ",positive
"often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy ",negative
"an undeniably moving film to experience , ",positive
"samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ",positive
somewhere inside the mess that is world traveler ,negative
", the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing . ",negative
are often engaging ,positive
a well-crafted film ,positive
the script ? ,negative
"miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet . ",positive
"be low , very low , very very low , ",negative
"there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally . ",negative
"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . ",positive
