Aspect Category,News Headlines
Crime,ٻئي پاسي اطلاع تي سوڳ ۾ مٺي شھر بند ٿي ويو. ان ڏس ۾ حيسڪو ملازمن ٻڌايو ته لائن مين سنجي مهراج ڏينهن جو هڪ وڳي شهر ۾ 11 هزار وولٽيج جي تار سان ٽرانسفارمر جو ڪنيڪشن لڳائي رهيو هو ته بجلي جو کيس ڪرنٽ لڳو. ٻئي طرف نوجوان جي گهرڀاتين معاملي جي جاچ ۽ لائن ۾ اوچتو بجلي چالو ڪندڙ ذميوارن خلاف جاچ ڪري سخت ڪارروائي جو مطالبو ڪيو
Crime,ٻيڙي تي سوار مسافرن جي صحيح انگ بابت ڄاڻ نه هئڻ سبب گم ٿيل ماڻهن جي ڳولا جاري آهي.
Politics,ڇا هي سڀ کان طاقتور مافياز آهن. اڄ وزيراعظم شهبازشريف کي هن ايوان ۾ هئڻ گهرجي ها.
Politics,بيان ۾ چيو ويو آهي ته جيڪي سهولتڪار، منصوبي ساز انهن ڪارروائين ۾ ملوث آهن، انهن جي سڃاڻپ ڪئي وئي آهي ۽ انهن خلاف قانون موجب سخت ڪارروائي ڪئي ويندي،
Crime,لياري ۾ پوليس ڪارروائي، 3 جوابدار گرفتار، هٿيار ۽ موٽرسائيڪل هٿ.
Sports,واضح رھي تھ پي سي بي ھلندڙ سال پھرين وومين ليگ ڪرائڻ جو ارادو رکي ٿو، ھلندڙ سال پي ايس ايل جي موقعي تي وومين ليگ جي سلسلي ۾ ٽي نمائشي مئچون بھ ڪرايون ويون ھيون، نمائشي مئچن ۾ 10پرڏيھي رانديگرياڻين حصو ورتو ھو.
Politics,سنڌ حڪومت صوبي لاءِ وڏو فيصلو ڪري ورتو، وڏي وزير سيد مراد علي شاهه جي صدارت هيٺ صوبائي ڪابينا سنڌ اليڪٽرڪ پاور ريگيوليٽري اٿارٽي (سيپرا) قائم ڪرڻ جي قانون جي منظوري ڏئي ڇڏي.
Politics,عمران خان چيو ته پاڪستان جي سڀ کان وڏي جماعت جي ليڊر سان جيڪو ورتاءُ ڪيو ويو اهو دنيا ڏٺو
Crime,پوليس ذريعن موجب ايس ايم جي ۽ پسٽل جي فائرنگ ٿي آهي، فائرنگ جاري آهي، عمران خان کي ان صورتحال ۾ ٻاهر نٿو ڪڍي سگهجي.
Politics,نجي ٽي وي کي ڏنل انٽرويو ۾ صدر عارف علوي چيو آهي ته آئين ۾ خاميون ڳولڻ بدران ان جي پاسداري ڪئي وڃي، اليڪشن ۾ دير جا بهانا نه ڳوليا وڃن
Politics,جيل ڀريو تحريڪ ۾ گرفتاري ڏيندڙ اسد عمر جي زال جو مڙس جي آزادي لاءِ عدالت سان رابطو
Politics,عدالت آءِ جي سنڌ کان 5 سالن دوران ٿيندڙ جرڳن جا تفصيل طلب ڪندي ريمارڪس ڏنا ته ڪنهن ضلعي ۾ جرڳو ٿيو ته لاڳاپيل ذميوار پوليس آفيسر خلاف ڪارروائي ٿيندي
Crime,ڪراچي: پسند پرڻو ڪرڻ تي پيءَ پنهنجي ڌيءَ کي عدالت ۾ ئي قتل ڪري ڇڏيو
Politics,ان ڏس ۾ ڪالهه اسپيڪر راجا پرويز اشرف جي صدارت هيٺ قومي اسيمبلي اجلاس مقرر وقت کان تقريبن هڪ ڪلاڪ دير سان شروع ٿيو، جنهن ۾ اسحاق ڊار ضمني مالياتي بل 2023 پيش ڪيو. قومي اسيمبلي ۾ مالياتي ضمني بل 2023ع پيش ڪرڻ جي موقعي تي وزيراعظم ايوان ۾ شرڪت نه ڪئي.
Sports,ميڊيا مطابق جرمني جي ايليگزينڊر زيوري اسپين جي روربرٽو ڪاربيليس کي شڪست ڏني. ٻئي مقابلي ۾ روس جي ڊينل ميدادوف اٽلي جي اينڊريا واوسوري کي شڪست ڏئي ٻئي رائونڊ ۾ پهتو آهي.
Sports,جڏهن تھ اسڪواڊ جي قيادت شائي هوپ ڪندو، نائيب ڪپتان روومن پاويل هوندو، ٽيم ۾ جيسن هولڊر، ڪائلي مائيرس، برينڊن ڪنگ، عقيل حسين ۽ ٻيا شامل آهن.
Crime,داسو ۾ هڪ پوليس اهلڪار محمد نذير پرڏيهي خابرو اداري کي ٻڌايو ته چيني شهري کي احتياط طور محفوظ هنڌ تي منتقل ڪيو ويو
Politics,مڪاني چونڊن ۾ ڌانڌلي جا الزام، ايم ڪيو ايم جو مطالبن جي مڃتا لاءِ رستن تي اچڻ جو چتاءُ
Politics,اليڪشن ڪميشن جي فيصلي سان ملڪ ۾ ڏڦيڙ پکڙجندو.
Sports,هن پنهنجي ڪالم ۾ ڪينڊائيس تي تنقيد ڪندي لکيو ته اسان سڀ هڪ اوپنر طور وارنر جي شاندار ڪيريئر کي تسليم ڪريون ٿا پر هاڻوڪي دور ۾ سندس فارم هڪ جهڙو ناهي رهيو.
Politics,اهو واقعو صبح جو 9:45 تي پيش آيو، ذريعن موجب اهو هڪ جديد لائٽ هيليڪاپٽر هو.
Politics,چوڌري پرويز الاهي ڪڏهن به اسمبلي نه ٽوڙيندو: ناصر حسين شاه
Sports,ميامي اوپن ۾ واروارا گريچيوا هٿان اسٽيرنس کي شڪست
Sports,لکنئو جي اٽل بهاري واجپائي اسٽيڊيم ۾ ٻنهي ٽيمن وچ ۾ کيڏيل ميچ ۾ آر سي بي هڪ سخت مقابلي کانپوءِ مخالف ٽيم کي شڪست ڏني.
Politics,آرمي چيف عمري جي سعادت حاصل ڪري ورتي
Politics,اسلا م آباد هاءِ ڪورٽ ۾ شيخ رشيد جي ضمانت واري درخواست تي شنوائي ٿي، جنهن ۾ اڳوڻي وزير جو وڪيل سلمان اڪرم راجا، ايڊووڪيٽ جنرل اسلام آباد جهانگير جدون ۽ آبپارا ٿاڻي جو ايس ايڇ او عدالت ۾ پيش ٿيا.
Politics,هن چيو ته هاڻ پاڪستاني شهري ڪينيڊا جي وزٽ ويزا 802 ڏينهن بدران 60 ڏينهن ۾ حاصل ڪري سگهندا، گڏوگڏ ان دورانيي کي گهٽائي هڪ مهيني تائين آندو ويندو.
Sports,ڪرٽس ڪيمفر رڳو هڪ رنسن ٺاهي، پي جي مور 16 رنسون ٺاهي سگهيو ۽ مارڪ ايڊيئر بھ 13 رنسن تي آئوٽ ٿي ويو آهي.
Politics,عمران خان ڪوڙو آهي، اليڪشن ڪمشنر جي گارنٽي ڏيڻ واري” نيوٽرل “ نالو ٻڌائي : سعيد غني
Crime,کپرو ۾ پوليس پاران 6 شهرين جي گرفتاري خلاف احتجاج، وارثن ايس ايس پي سانگهڙ نوٽيس وٺڻ جو مطالبو ڪيو.
Crime,پرڏيهي ميڊيا رپورٽن موجب نيويارڪ جي جيوري ڊونلڊ ٽرمپ کي جين ڪيرول سان جنسي بدسلوڪي ۾ ملوث قرار ڏنو ويو آهي
Crime,سٽي پوليس ڪارروائي ڪندي مختلف ڏوهن ۾ ملوث افغان شهري کي گرفتار ڪري ورتو.
Politics,خيبر پختونخواهه ۾ امن امان جي صورتحال سنگين آهي: شرجيل ميمڻ
Politics,هر سال 10 اپريل تي دستور جو ڏينهن ملهائڻ جو اعلان، آئين آمريتن کي منهن ڏنو پر اڄ به زنده آهي:وزيراعظم
Politics,نئين سال جي پهرئين ڏينهن وڏي وزير جا طوفاني دورا
Crime,مقامي ميڊيا موجب ڪيمپ ۾ باهه لڳڻ سبب متاثر ٿيل ماڻهن جي اڪثريت وينزويلا سان آهي جيڪي آمريڪا ۾ داخل ٿيڻ جا خواھشمند هئا.
Politics,اعليٰ عدليا جا ٻه جج (ن) ليگ لاءِ تعصباڻو رويو رکن ٿا: گهرو وزير
Crime,ٽنڊوالهيار ۾ چوري.
Crime,سچل پوليس جي ڪارروائي، 2 موٽرسائيڪل چور گرفتار
Sports,اڳوڻي ڪپتان چيوته ائين نه ٿيڻ گهرجي ته ڀارت، پاڪستان نه ايندو جهڙي طرح اسٽيو سمٿ، جو روٽ جهڙا ٽاپ ڪلاس ڪرڪيٽر هتي راند کيڏي ويا اهڙي طرح پاڪستان جا ماڻهو ڀارت کي به کيڏندي ڏسڻ چاهين ٿا ۽ پاڪ ڀارت جون مسچون ڏسڻ چاهين .
Sports,نوزيلينڊ جي ويمن ڪرڪيٽر اميلا ڪر ۽ مينز پليئر ڊيرل مچل سال جي بهترين رانديگر جا ساليانا ايوارڊ کٽي ورتا آهن
Politics,هي اهم نوعيت جو ڪيس آهي، عدالت ايڪٽ جو جائزو وٺڻ چاهي ٿي، ڪٿي آئين جي ڀڃڪڙي ته ناهي ٿي،
Politics,وڏي وزير اين اي 240 ۾ فائرنگ ۽ تشدد جي واقعي جو نوٽيس ورتو
Politics,سنڌ حڪومت ايس پي يو فورس کي اپ گريڊ ڪرڻ جو فيصلو ڪري ورتو، حيدرآباد، سکر، لاڙڪاڻي ۽ نوابشاهه ۾ سي ٽي ڊي جون نيون آفيسون قائم ڪيون ويون آهن.
Crime,ٽيڪساس پوليس موجب جوابدار کي ڪٽ ايند شوٽ شهر مان سندس ڀيڻ جي گھرا گرفتار ڪيو ويو.جوابدار پوليس کان بچڻ لاءِ الماڙي ۾ ڌلائي لاءِ رکيل ميرن ڪپڙن هيٺان لڪيل هوجڏهن ته پوليس ان کان به ڳجهي اطلاع تي گھر جي تلاشي وٺي چڪي هئي.
Politics,عمران ذهني مريض آهي، سندس علاج لاءِ جڙي ٻوٽين جو فصل پوکيو وڃي: منظور وساڻ
Crime,مقابلي دوران ڳوٺ دائود لاکو واسي مقيم پٽ الياس لاکو ۽ عجيب پٽ عظيم لاکو پوليس جي فائرنگ ۾ گوليون لڳڻ ڪري موقعي تي ئي مارجي ويا
Politics,تحريڪ انصاف جي ٻين گرفتار اڳواڻن فياض الحسن چوهاڻ ۽ سيف الله نيازي کي اڊيالا جيل مان جهلم جي ڊسٽرڪٽ ڪورٽ منتقل ڪيو ويو آهي، جتي کين سيڪيورٽي سيل ۾ رکيو ويو آهي
Sports,ميڊيا مطابق ڪرڪيٽر بسما معروف صدر عارف علوي هٿان مليل سوال اعزاز سان گڏ پنهنجي تصوير شيئر ڪئي ۽ ان جي ڪيپشن ۾ لکيو تھ هي منهنجو اعزاز آهي، جنهن کي مان پنهنجي والدين جي نالي ڪيان ٿي، خاص ڪري والد کي ارپي رهي آهيان، جيڪو هر گهڙي مون سان ساٿ ۾ گڏ بيٺو رهيو آهي.
Politics,يوڪريني سفارتخاني ۾ ” ليٽربم “ ڌماڪو
Crime,پرڏيهي ميڊيا موجب اِهو واقعو پرتگال جي شهر سيتوبال ۾ پيش آيو جتي ڪبوتر بازي جو مقابلو رتوڇاڻ ۾ تبديل ٿي ويو .
Politics,پ پ پ جي اميدوار رفيق احمد ڀٽو 351 ووٽ کڻي ھارائي ويو.
Sports,پاڪستان جي جارح انداز ۾ کيڏندڙ ڪرڪيٽر اعظم خان پنهنجي فٽنيس تي تنقيد بعد هاڻ پرفارمنس سبب پڻ تنقيد جو نشانو بڻجڻ لڳو آهي، جنهن بعد اعظم خان پنهنجي دفاع ۾ جذباتي پوسٽ پڻ شيئر ڪري ورتي آهي
Sports,” پاڪستان سيمي فائنل ۾ ڪيئن پهتو ؟ “ معجزو ٿي ويو معجزو: شاهنواز ڏهاڻي
Politics,گڏيل قومن افغان وفد کي اسلام آباد وڃڻ جي اجازت ڏئي ڇڏي
Politics,لاڙڪاڻي ۾ ضلعي جنرل سيڪريٽري اعجاز لغاري، اطلاعات سيڪريٽري عمران حسن جتوئي ۽ ٻين جي اڳواڻي ۾ ڪارڪن رستن تي نڪري آيا، قمبر ۽ شڪارپور ۾ به مظاهرا ڪري ڌرڻا هنيا ويا، جنهن جي اڳواڻي قمر الدين گوپانگ، غلام محمد اسراڻ، مير عابد ڀيو ۽ ٻيا ڪري رهيا هئا
Sports,پنج ون ڊي ميچن تي ٻڌل سيريز جون شروعاتي ٻئي ميچون 27 هين ۽ 29 هين اپريل تي راولپنڊي ڪرڪيٽ اسٽيڊيم ۾ کيڏيون
Politics,عمران جي ايڇ ڪيو تي حملو ڪرايو،پلان زمان پارڪ ۾ ٿيو:مريم اورنگزيب
Politics,جسٽس محسن اختر ڪياني 2 مئي تي آفيس نوٽ ۾ لکيو هو ته هن درخواست تي معزز چيف جسٽس طرفان ڊرافٽ ڪيل فيصلو مليو هو،
Crime,پوليس آفيسرن جو احتساب، آءِ جي سنڌ وڏو بيان ڏئي ڇڏيو
Crime,ترڪيه ۽ شام ۾ زلزلي بعد ڪريل عمارتن ۾ زندگيءَ جي تلاش جاري
Politics,عام چونڊن ۾ تڪڙ ۽ دير جي مخالفت ڪنداسين: بلاول ڀٽو
Politics,ڪوڙي آدم شماري کي سنڌ جا ڪروڙين ماڻھو رد ڪري چڪا آھن
Politics,پرڏيهي آفيس جي ترجمان پاران جاري بيان موجب پرڏيهي وزير بلاول ڀٽو زرداري 10 مارچ تي بيجنگ ۾ ايران، سعودي عرب ۽ چين پاران گڏيل ٽه ڌريي بيان تي صحيحن تي مبارڪباد ڏيندي سعودي عرب ۽ ايران جي وچ ۾ سفاري لاڳاپن جي بحالي کي ٻنهي ملڪن جي قيادت جي دانشمندي ۽ دورانديشي جو ثبوت قرار ڏنو.
Politics,پي ٽي آءِ ڪي پي ۾ 90 ڏينهن اندر چونڊون ڪرائڻ لاءِ عدالت سان رابطو ڪري ورتو
Politics,هاءِ پاورڊ گڏيل جاچ ٽيم ٺاهڻ جي سمري تيار ڪئي وئي، گهرو وزارت جي آئي ٽي جي جوڙجڪ جي سمري وزيراعظم کي اماڻيندي.
Politics,شهيد بينظير ڀٽو جي ورسي، بلاول لاڙڪاڻي پهچي ويو، سڀاڻي تقرير ڪندو
Sports,يارڪ شائر ڪرڪيٽ ڪلب جي انهن اڳوڻن رانديگرن ۾ جان بيليئن، ٽِم بريسنن، انڊريو گيل، ميٿيو هوگارڊ، رچرڊ پائراه ۽ گيري بيلنس شامل آهي.
Crime,پوليس اختيارين جو چوڻ آهي ته سي سي ٽي وي فوٽيج جي مدد سان جوابدارن جي سڃاڻپ ڪئي پئي وڃي
Politics,جيڪڏهن اسان قانون سازي نه ڪئي ته مورخ معاف نه ڪندو.
Politics,پي پي چيئرمين ۽ پرڏيهي وزير بلاول ڀٽو زرداري ڪراچي ۾ ڀاڄ حادثي جو نوٽيس وٺي ڇڏيو
Politics,سي سي پي او لاهور جي بدلي جو حڪم معطل، عهدي تي بحال
Politics,لاڳاپيل ايجنسي ڪيس کي التوا جي مرحلي سان کولي سگهندي.
Politics,بلوچستان ۾ اختلاف را دٻائڻ لا جبري گمشدگين جو استعمال ڪيو پيو وڃي: ايڇ آر سي پي
Politics,” مقابلو سخت ۽ وقت گهٽ آهي، عمران خان جي سياست کي ختم ڪنداسين“
Crime,دهشتگرد اهي آهن جيڪي پنهنجن ماڻهن کي ماري رهيا آهن: عمران خان جون ڀينرون
Sports,جهجهي معاوضي بعد ميسي سعودي ڪلب ” الهلال “طرفان کيڏڻ لاءِ تيار
Sports,پاڪستان ۽ نيوزيلينڊ جي ڪرڪيٽ ٽيمن وچ ۾ پنجون ۽ آخري ٽي 20 ميچ اڄ رات 9 وڳي کيڏيو ويندو، جنهن جون سموريون ٽڪيٽون آن لائن وڪرو ٿي ويون آهن.
Crime,گارڊن هيڊ ڪوارٽر ويجهو ٽريفڪ حادثو، 1 پوليس اهلڪار زخمي.
Politics,اليڪشن ڪميشن طرفان عدالتي حڪم تي عملدرآمد جو فيصلو
Sports,هوڏانهن راند ختم ٿيڻ تائين لورڪن ٽڪر 78 رنسن ۽ ڪرٽس ڪيمپفر 27 رنسون ٺاهي ڪريز تي موجود هئا، جن کي آئوٽ ڪرڻ لاءِ سريلنڪا جا بالر جتن ڪندا رهيا، پر کين ڪاميابي نھ ملي ۽ راند جو وقت ختم ٿي ويو.
Sports,ڪينيا جي شهر نيروبي ۾ نوجوان مرد نقاب پائي ۽ اکين تي ڪارو چشمو لڳائي عالمي ويمن شطرج ٽورنامينٽ جا 4 رائونڊ بھ کٽي ورتا، جنهن بعد ان جي اصليت ظاهر ٿي پئي، جنهن تي کيس تحويل ۾ ورتو ويو آهي.
Politics,پشاور هائيڪورٽ جي تاريخ ۾ جسٽس مسرت حلالي پهرين عورت چيف جسٽس طور عهدي جو حلف کڻي ورتو آهي.
Crime,ڳوٺ ويرام سولنگي ۾ 4 جوابدارن 17 ورهين جي نينگري کي اغوا ڪري زيادتي جو نشانو بڻايو.
Politics,پيپلزپارٽي جو جمهوريت، آئين ۽ قانون سان 1960 کان رشتو آهي: مرتضيٰ وهاب
Sports,ميڊيا سان ڳالهائيندي رميز راجا جو چوڻ هو تھ ٽيم مينيجمينٽ جي ميمبرن مان رڳو نجم سيٺي مخالفت ڪري پيو، مداح مون کي جلد عالمي ڪمنٽيٽر طور ڏسي سگهندا، جيڪا خوشي جي ڳالهه آهي.
Sports,پاڪستان جو دورو ڪندڙ انگلش ٽيم پنهنجو بورچي به گڏ وٺيون ايندي!
Sports,ميڊيا مطابق ريال ميڊرڊ جي رونالڊو آرائوجو هڪ گول ڪري ٽيم کي برتري ڏياري، جنهن کي بارسلونا جي رانديگرن سرجي روبرٽو ۽ فرينڪ ڪيسي هڪ هڪ گول سان نھ رڳو برابر ڪيو پر وڌيڪ هڪ گول ڪري ٽيم کي فتح بھ ڏياري ڇڏي آهي.
Sports,ڪرڪيٽ شوقينن لاءِ خوشخبري، آءِ سي سي وڏو اعلان ڪري ڇڏيو
Sports,ڀارت جي اسٽار ڪرڪيٽر ويرات ڪوهلي ٽن سالن بعد ٽيسٽ ڪرڪيٽ ۾ سينچري ٺاهي ورتي آهي، جنهن بعد ٽيم 571 رنسن تي آئوٽ ٿي وئي
Politics,نئين چونڊيل وزيراعظم 53 جي ايوان مان 48 ووٽ حاصل ڪيا، هڪ ووٽ اڳوڻي نااهل وزيراعظم جو آهي، جڏهن ته 4 ميمبر غير حاضر رهيا.
Crime,خيرپور ۾ روڊ حادثي ۾ پوليس انسپيڪٽر فوت ٿي ويو.
Politics,جڏهن ته پ پ چيئرمين بلاول ڀٽو اپوزيشن سان ڳالهيون ڪرڻ تي زور ڀريو.
Politics,پوليس کي زمان پارڪ وڃي عمران خان کان پڇا ڳاڇا ڪرڻ جي اجازت ملي وئي
Politics,آئين اسان لاءِ اهڙو تحفو آهي جيڪو بار بار نه ڏنو ويندو.
Politics,وڏي وزير چيو ته آئين جي ڀڃڪڙين جو سلسلو ضياءَ دور کان شروع ٿيو، آرٽيڪل 62 ۽ 63 کي ماضي ۾ سياسي طور استعمال ڪيو ويو، 2010 کان اڳ هن آرٽيڪل جو وڏي پيماني تي استعمال نه ڪيو ويندو هو، جيڪڏهن نااهلي جي تلوار لڙڪندي رهي ته ڪو به ماڻهو آزاديءَ سان ڪم نٿو ڪري سگهي.
Politics,حازم ڀنگوار تي تڪرار ڪهڙو؟ اصل حقيقت ڇا آهي؟
Politics,گرمين ۾ حڪومت پراڻا پکا وٺي نوان پکا ڏيندي !
Crime,هٿيارن جي نمائش تي سخت ڪارروائي ٿيندي:شرجيل ميمڻ
Politics,سعودي طرفان يورپي يونين ۽ فن لينڊ ۾ عورت سفيرن جي مقرري
Politics,وقت اچي ويو آهي ته ڀارت کي پلواما حملي کانپوءِ علائقائي امن کي نقصان پهچائيندڙ قدمن لاءِ ڏوهي قرار ڏيارجي.
Politics,” آزاديءَ جي ٽاور آڏو رُومانوي رقص“ ايراني جوڙي کي ڏهه ورهيه قيد جي سزا
Politics,وزيراعظم چيو ته سياسي مقصدن لاءِ ادارن تي حملا افسوسناڪ آهن. جناح هائوس کي باهه لڳائي وئي، 75 سالن ۾ جيڪو ڪم دشمن نه ڪري سگهيو اهو هڪ سياسي پارٽي جي ڪارڪنن ڪيو.
Politics,نٿا چاهيون ته اهڙي صورتحال ٻيهر پيدا ٿئي.
Politics,اُم رباب جي ڪوششن رنگ لاتو، پ پ ايم پي ايز تي فرد جرم لاڳو
Politics,لاهور ها ڪورٽ ۾ جسٽس طارق سليم شيخ ۽ جسٽس فاروق حيدر تي مشتمل 2 رڪني بئنچ عمران خان طرفان دهشتگردي ڪيسن ۾ حفاظتي ضمانت لا داخل درخواستن جي شنوائي ڪئي.
Sports,ڪراچي واسڻ معذور ناري نسيم شاهه جي فين، ملاقات جي خواهشمند
Crime,پوليس موجب ڪار ڊرائيور واقعي واري هنڌ تان فرار ٿي ويو آهي، ڳولا ڪئي پئي وڃي.
Sports,هوڏانهن انگلينڊ جي اڳوڻي ڪپتان مائيڪل وان پنهنجي ملڪ جي ٽيم فيوريٽ قرار ڏني آهي.
Sports,پي ايس ايل مان شاهنواز ڏاهاڻي بابت بُري خبر اچي وئي
Crime,وزيراعظم جي سکر دوري دوران سوين ڄڻن خلاف ”دهشتگردي“ جا ڪيس داخل
Sports,نيوزيلينڊ خلاف ٽي 20 سيريز جون ٽڪيٽون اڄ کان وڪرو ڪيون وينديون، جيڪي آن لائن پ۾ حاصل ڪري سگهبيون.
Sports,ڪراچي: انور علي پي ايس ايل جي تاريخ جو ٻيو مهانگو بالر بڻجي ويو.
Politics,اڄ لاهور هاءِ ڪورٽ ۾ عمران خان جون تقريرون ۽ بيان نشر ڪرڻ تي پيمرا جي پابندي خلاف درخواست تي شنوائي بعد حڪم لاءِ ڪيس التوا هيٺ رکي ڇڏيو هو.
Sports,جيڪڏهن انگلش ڪرڪيٽ بورڊ جي جاءِ تي رانديگرن ڀارتي فرنچائز ليگ سان معاهدو ڪري ورتو ته کين موجودا معاوضي کان پنجوڻ تي معاوضو ملندو،
Politics,پيپلز پارٽي ۽ اسان جو حڪمران اتحاد دهشتگرديءَ جو مقابلو ڪرڻ لاءِ پرعزم آهي، دنيا ڏسي رهي آهي ته اسان پاڻ کي سنڀالڻ جي ڪوشش ڪري رهيا آهيون ۽ پنهنجا وسيلا ٻوڏ متاثرن تي خرچ ڪري رهيا آهيون،
Sports,جڏهن تھ ساٿي ڪرڪيٽرن ساڻس تعزيت ڪئي آهي.
Politics,آصف علي زرداري جو چوڻ آهي ته سپريم ڪورٽ جو چيف جسٽس اسان کي ٿورو وقت ڏئي، اسان پاڻ ۾ صلاح مشورا شروع ڪري ڇڏيا آهن، بعد ۾ سياسي مخالفن سان ڪنداسين.
Sports,پشاور زلمي: بابر اعظم، محمد حارث، ڀانوڪا راجاپڪسا، صائم ايوب، ٽام ڪوهلر ڪيڊمور، جيمز نيشام، شڪيب الحسن، وهاب رياض، خرم شهزاد، سفيان مقيم، سلمان ارشاد.
Crime,اوباڑو ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار، هٿيار هٿ.
Sports,گوتم کي ڪوهليءَ جي رڪارڊن کان چِڙ، تنقيد، وڊيو وائرل
Crime,ٻئي پاسي وائرليس تي اطلاع ملڻ تي ايس ايڇ او شھدادپور غلام شبير دلواڻي وڏي پوليس نفري ساڻ ڪري مقامي شادي ھال پھچي گھيرا ڪري درجن کان وڌيڪ ماڻھن کي گرفتار ڪري ورتو، جن کي ٿاڻي تي آندو ويو، پوليس موبائل ڪئميرائن جي مدد سان حملو ڪندڙن جي سڃاڻپ ڪري مٿن ڊيوٽي اٽڪا ۽ حملي جو ڪيس داخل ڪري 4 ماڻهن کي گرفتار ڄاڻايو، جن ۾ انتظار راجپوت، پپو راجپوت، امير علي راجپوت ۽ راڻا عابد راجپوت شامل آھن.
Sports,پاڪ-ڀارت ٽيسٽ سيريز آسٽريليا، انگلينڊ يا ڏکڻ آفريڪا ۾ ٿي سگهي ٿي
Sports,ميڊيا مطابق انڊر 19 رانديگرن سينيئرز کان سندن تجربي ۽ راند جي انداز بابت پڻ ڄاڻ حاصل ڪئي آهي، جن تربيت ۾ ان تي پريڪٽس جو رٿيو آهي.
Politics,اسلام آباد پوليس ضمانت تي آزاد سمورن جوابدارن کي عدالتن ۾ پيشي دوران سيڪيورٽي فراهم ڪئي.
Politics,ٻنهي پرڏيهي وزيرن پاڪستان ۽ سعودي عرب جي وچ ۾ لاڳاپن کي مضبوط بڻائڻ جي لاءِ اعليٰ سطح جي مٽاسٽا جي اهم ڪردار تي پڻ زور ڏنو.
Crime,پيرڳوٺ ۾ ملڪيت جي تڪرار تي پٽن معذور پيءُ کي گهرايو، پيءُ پٽن کان بچائڻ جو مطالبو ڪيو.
Politics,ذريعن موجب وزير اعظم ۽ وزارتن جا خرچ پڻ گهٽائڻ جو فيصلو ڪيو ويو آهي
Politics,ڪاغذن جي نامزدگي ۾ اپيلون داخل ڪرڻ جي آخري تاريخ ڏهه اپريل هوندي.
Crime,وڏي وزير کي ڪراچي ۾ گذريل 24 ڪلاڪن دوران اسٽريٽ ڪرائم جي واقعن جي رپورٽ ملي وئي، اي ڊي ڊي ايل آءِ جي ڪراچي وڏي وزير کي اسٽريٽ ڪرائم جي رپورٽ کان آگاهه ڪيو.
Sports,شادي جون تياريون عروج تي آهن، ٽيم ۾ واپسي لاءِ تڪڙ نه ڪندس: شاهين آفريدي
Sports,ميڊيا سان ڳالهائيندي هن ٻڌايو تھ ڀارت هاڪي تي 3 ارب رپيا خرچ ڪري ٿو، اسان جي جيڪي 20 ڪروڙ ملن ٿا، اهي بھ رانديگرن تي خرچ نھ پيا ڪيا وڃن، جاچ ٿيڻ کپي.
Crime,ترجمان موجب گرفتار ٿيل دهشتگردن کان پڇا ڳاڇا جو سلسلو جاري آهي ۽ وڌيڪ انڪشافن جي توقع آهي
Politics,عرب ميڊيا جو چوڻ هو ته غزه پٽي کان اسرائيلي علائقن تي 20 کان وڌيڪ ميزائل فائر ڪيا ويا آهن، راڪيٽ حملو خضر عدنان جي شهادت جو ردعمل ٿي سگهي ٿو.
Politics,ايم اين اي محمود مولوي تحريڪ انصاف ڇڏڻ جو اعلان ڪري ڇڏيو، سندس چوڻ آهي ته پي ٽي آءِ جيڪو ڪم ڪيو اهو ڀارت جا وڏا به نه ٿا ڪري سگهن،
Politics,ڪراچي ۾ سياسي جماعت جو ڪارڪن قتل
Crime,پوليس جو منشيات جي دڪان تي ڇاپو، 3 جوابدار گرفتار، جوابدارن وٽان 6 ڪلو چرس هٿ.
Politics,نئين چونڊيل وزيراعظم انوار الحق جو تعلق تحريڪ انصاف سان آهي، هن چيو آهي ته اسان کي پنهنجا رويا تبديل ڪرڻا پوندا.
Politics,چونڊون تڏهن ٿينديون جڏهن اليڪشن ڪميشن چاهيندي، چونڊون ضرور ٿين پر ليول پليئنگ فيلڊ هجڻ گهرجي ۽ چونڊون ائين نه ٿين جو 2018 واري صورتحال هجي.
Politics,رپورٽ ۾ چيو ويو آهي تھ پرينيتي چوپڙا ۽ راگهو چڍا اسڪول آف اڪنامڪس ۾ گڏ پڙهيا آهن.
Sports,افغانستان خلاف ٽي 20 سيريز لاءِ ڪپتان بابر اعظم کي آرام ڏيڻ جو امڪان آهي ۽ اسڪواڊ ۾ نوان رانديگر شامل ڪيا پيا وڃن.
Crime,خيرپور ۾ پوليس ڪارروائي ڪري 7 منشيات فروشن کي گرفتار ڪري ورتو.
Crime,ڪشمور ۾ پوليس مقابلو، هڪ ڄڻو مارجي ويو، وارثن جو انصاف لاءِ احتجاج: ايس ايس پي 7 پوليس اهلڪار برطرف.
Crime,ڇاڇرو: ڇاڇرو ويجهو ڳوٺ ميوو رند ۾ غربت کان تنگ ٿي ٽن ٻارن جي پي 44 ورهين جي جيوڻ رند آپگهات ڪري ڇڏيو
Crime,AVLC جي ڪارروائي، 1 جوابدار گرفتار.
Politics,” عمران خان سنڌ جي حوالي سان ڏاڍو پريشان آهي“
