Aspect Category,News Headlines
Sports,ڪرٽس ڪيمفر جي دليراڻي بيٽنگ، آئرلينڊ اسڪاٽ لينڊ کي ڇهن وڪيٽن تان هارائي ڇڏيو
Crime,هن الزام هنيو ته ڀائر ۽ پيءُ ڪاري ڪري زبردستي بلوچستان وٺي وڃي قتل ڪرڻ چاھين ٿا، انهن مان زندگي کي خطرو آهي، اسان اهڙو اطلاع سائيٽ ٿاڻي تي ڏنو آھي پر پوليس رشوت وٺي ٻٽ بڻجي وئي آھي
Crime,منگلي ۾ پوليس جو ڇاپو، پائيپ لائين مان تيل چوري ڪندڙ 4 ڄڻا گرفتار
Crime,نيڊ پرائيس پنهنجي پريس بريفنگ ۾ چيو ته پابندي مڙهيل تنظيم تحريڪ طالبان پاڪستان (ٽي ٽي پي) ۽ ٻيا دهشتگرد منظم ٿي رهيا آهن
Crime,جوابدارن تي ٿاڻي تي باهه ڏيڻ ۽ حملي جو الزام هو.
Politics,ٽڪيٽن جي ورهاست، پي ٽي آءِ ڪارڪنن جي زمان پارڪ ۾ بک هڙتال
Politics,ملڪ کي پوليس اسٽيٽ بڻايو ويو آهي، اسان وٽ سي سي پي او کان وٺي سمورن اهلڪارن تائين جا تفصيل موجود آهن،
Politics,چيف جسٽس چيو ته مون ايڊمنسٽريٽو سائيڊ تي سيڪيورٽي بابت چئي ڇڏيو آهي، سيشن جج کي به ان حوالي سان چئي ڇڏيو آهي.
Sports,انگلش ڪائونٽي چيمپيئن شپ، هيمپشائر نارٿمپٽن کي اننگز ۽ 270 رنسن تان شڪست ڏئي ڇڏي
Crime,ماسڪو: مشهور روسي سوشل ميڊيا اسٽار، ٽڪ ٽاڪر ۽ ميوزڪ پروڊيوسر حسب الله ميگو مدوف ۽ سندس ساٿين کي داغستان ۾ گرفتار ڪيو ويو.
Sports,مون کي ” سُهرو “ نه چئو، شاهد ، شاهين کي خبردار ڪري ڇڏيو
Crime,ڪنري ويجهو باهه لڳڻ سبب زخمي ٿيل پورهيت فوت
Sports,عامر خان 2 سالن تائين باڪسنگ نھ کيڏندو، پابندي لاڳو
Politics,ايم ڪيو ايم جو سينيٽ ۾ پيپلزپارٽي سان مقابلي جو فيصلو
Crime,ٽنڊو جان محمد: ٽنڊو جان محمد جي جھڏو مين روڊ تي نوجوان جو لاش مليو، اطلاع تي پوليس پھچي لاش اسپتال منتقل ڪيو، پوليس کي ڪپڙن جي تلاشي دوران کيسي مان سڃاڻپ ڪارڊ ۽ موبائل فون مليو، پوليس موجب نوجوان جي سڃاڻپ 26 سالن جي آسن پٽ روو ميگھواڙ طور ٿي
Politics,نوٽيفڪيشن موجب ڊاڪٽر نسيم الغني سهتو کي بدلي ڪري سروسز ۽ جنرل ايڊمنسٽريشن کاتي ۾ رپورٽ ڪرڻ جي هدايت ڪئي وئي آهي.
Politics,نئين پارٽي جون ڳالهيون: چوڌري سرور جو پ پ سان رابطن بابت اهم بيان
Sports,پاڪ ڀارت دنگل: هتي وڏا گرائونڊ آهن وڏا اسٽروڪ نه لڳندا، گهڻيون رنسون ڀڄي ٺاهيڻون پونديون: بابر اعظم
Sports,هوڏانهن ڊيرل مچل ٻڌايو تھ پاڪستان جي ڪرڪيٽ ٽيم ورلڊ ڪلاس آهي، اسان جا رانديگر بھ نوان آهن، تنهنڪري هتي چيلينج ملندو.
Crime,معطل ٿيندڙ آفيسرن ۾ ڪراچي جا 6 ايس ايڇ اوز، هڪ ڊي ايس پي، جڏهن ته حيدرآباد جا ٻه ايس ايڇ اوز ۽ هڪ ڊي ايس پي به شامل آهن
Sports,ڪرڪيٽ کيڏندي وڌيڪ ٻه نوجوان فوت، 20 ڏينهن دوران پنج رانديگرن دم ڏئي ڇڏيو، ڊاڪٽر پريشان
Politics,بل ۾ پارليامينٽ جي توهين ڪرڻ تي جوابدار کي 6 مهينا قيد ۽ 10 لک رپيا ڏنڊ جي سزا جي تجويز ڏني وئي آهي.
Politics,چونڊون هڪ ئي وقت ٿينديون يا نه؟ فيصلو پارليامينٽ ڪندي: اتحادي جماعتن ۾ اتفاق
Politics,ڀارت جي رياست ڪرناٽڪ جي چونڊن ۾ ڪانگريس هٿان بي جي پي کي عبرتناڪ شڪست
Politics,ان ڏس ۾ پوليس جو چوڻ آهي ته چونڊ ريلي ۾ هڪ عورت وزيراعظم مٿان گل ڇٽيندي حادثاتي طور تي فون اُڇلائي ڇڏيو هو.
Crime,مراد سعيد ڪاڏي گم ٿي ويو؟ وڏي دعويٰ سامهون اچي وئي
Sports,هن سوال اُٿاريندي چيو ته سندس ڪو اهڙو هڪ انٽرويو ڪڍي ڏيکاريو جنهن دوران ۾ هن چيو هجي ته بابر منهنجي لاءِ ايوريج پلئير آهي يا فارغ آهي؟ .
Sports,ميڊيا مطابق پاڪستان شاهين ۾ شاهنواز ڏاهاڻي سميت اهم رانديگر شامل آهن. لاهور مان رواني ٿيندڙ اسڪواڊ ۾ زخمي ٿيڻ سبب صاحبزادا فرحان کي ڊراپ ڪيو ويو آهي، سندس جڳهه تي صائم ايوب کي کنيو ويو آهي.
Sports,پي ايس ايل مان پشاور زلمي به ٻاهر، لاهور قلندرز جو اڄ فائنل ۾ ملتان سان ٽڪر ٿيندو
Politics,عمران خان کي وڏو جهٽڪو، اليڪشن ڪميشن مان اهم خبر اچي وئي
Sports,پاڪستان آسٽريليا ۾ ٽيسٽ ميچن جي سيريز کيڏندو، شيڊول جاري
Crime,اڳ ۾ حلوا پوري جي دڪان ۾ باهه لڳي ۽ پوءِ گئس سئلينڊر ڦاٽي پيو.
Politics,جسٽس اقبال احمد ڪلهوڙو ريمارڪس ڏيندي چيو ته توهان سياستدان آهيو، سنڌ ۾ سياست ڪرڻ اڃا به ڏکيو آهي،
Politics,جيڪو ٽرسٽي هوندو آهي اهو هڪ ليگل پرسن هوندو آهي، هو پبلڪ آفيس هولڊر ناهي هوندو، عمران خان هن وقت پبلڪ آفيس هولڊر ناهي.
Sports,پوائنٽس ٽيبل تي نيوزيلينڊ جي چوٿين، انگلينڊ جي پنجين، ڏکڻ آفريڪا جي ڇهين، بنگلاديش جي ستين پوزيشن آهي.
Politics,حڪمرانن امداد لاءِ سنڌ ٻوڙي، نئين سياسي قيادت جي ضرورت آهي: ڊاڪٽر قادر مگسي
Politics,ڪينيڊا جي پرڏيهي وزير ميلانيا جولي چيني سفارتڪار کي اڻوڻندڙ شخصيت قرار ڏيندي چيو هو ته ڪينيڊا پنهنجي اندروني معاملن ۾ ڪنهن به قسم جي غير ملڪي مداخلت کي برداشت نه ڪندو.
Politics,هن چيو ته گذريل سال مارچ ۾ اسان جي حڪومت جي ڪاوش جي نتيجي ۾ گڏيل قومن جي جنرل اسيمبلي اسلامو فوبيا جي روڪٿام جي عالمي ڏينهن جي حوالي سان او آئي سي جي تائيد يافته تاريخي قرارداد منطور ڪئي.
Sports,وڪيلن سان صلاح ڪرڻ لاءِ ڪاپي به نه ملندي هئي، رانديگر ايندو هو ۽ سائن ڪندو هو. ذريعن جو چوڻ آهي ته مختلف ليگز سبب پاڪستاني ڪرڪيٽرن جي ٻين ملڪن جي رانديگرن سان دوستي ٿي وئي آهي ۽ هو پاڻ ۾ ڪانٽريڪٽ ۽ ٻين معاملن تي ڳالهيون ڪرڻ لڳا آهن، جنهن تي هنن پنهنجي حقن لاءِ ڳالهائڻ جو فيصلو ڪيو آهي.
Sports,180 رنسن جو هدف گُجرات 17 ڏهائي 5 اوورن ۾ ٽن وڪيٽن جي نقصان تي حاصل ڪري ورتو، گجرات جو وجئه شنڪر 51 رنسون ٺاهي نمايان رهيو جڏهن ته شُڀمَن گِل 49، ڊيوڊ ملر 32 ۽ ڪپتان هارديڪ پانڊيا 26 رنسون ٺاهيون.
Sports,هن چيو تھ محمد حارث ۽ صائم ايوب بهترين صلاحيتن وارا بيٽر آهن، انهن ۾ راند جو نقشو ئي تبديل ڪرڻ جي خوبي آهي.
Crime,سجاول ڊي سي آفيس مان 400 جعلي ڊوميسائل جاري، رڪارڊ سيل، جاچ شروع
Sports,مهيندر سنگهه ڌوني جي مداحن لاءِ بُري خبر
Crime,غوثپور ۾ اڻڄاتل هٿياربندن جي ٽرڪ تي فائرنگ، ڊرائيور زخمي. هٿياربند ٽرڪ جي ڪلينر کي اغوا ڪري فرار ٿي ويا.
Crime,لاڙڪاڻي ۾ زميني تڪرار تان ٻن ڌرين ۾ جهيڙو، 4 ڄڻا زخمي.
Sports,انگلينڊ خلاف ٽي ٽوئنٽي ورلڊ ڪپ فائنل ۾ فٽ هجان ها ته نتيجو ٻيو هجي ها: شاهين آفريدي
Politics,سنڌ جي وڏي وزير تفصيلي غور ويچار کانپوءِ اسڪيم جي منظوري ڏني
Crime,بااثر ماڻهن رقم ڦٻائي تشدد ڪيو آهي:مرپورخاص واسي شوروم مالڪ
Crime,سنڌ جي شهر ڪنڌڪوٽ جي ڪچي آبادي واري علائقي ۾ ڌاڙيلن پنهنجو راڄ قائم ڪري ورتو آهي
Crime,خيرپور مان 20 ورهين جو حامد اغوا، جوابدارن جي وارثن کان 25 لک رپيا ڀنگ طلب.
Sports,انهن رانديگرن ۾ پاڪستان جو محمد يوسف، عمران نذير، عبدالرزاق سميت ڪيترائي ناميارا رانديگر شامل هئا جن کي پابندي ختم ٿيڻ بعد مُلڪي ٽيمن ۾ ٻيهر شامل ڪيو ويو هو.
Crime,هالا جي ڪچي واري علائقي ۾ ڦر دوران مزاحمت تي فائرنگ، 2 ڄڻا زخمي.
Politics,تحريڪ انصاف ۾ ضم ٿيڻ تي پرويز الاهي کي ڪهڙو عهدو ملندو؟ پاڻ ٻڌائي ڇڏيائين
Politics,اردگان جي جلسي ۾ 17 لک ماڻهن جي شرڪت، صديءَ جو سڀ کان وڏو سياسي پاور شو قرار
Sports,قومي ٽيم جون ماءُ ۽ ڌيءُ هڪ ئي ميچ ۾ فرض نڀائينديون
Crime,حيدرآباد/مورو/ڪنڊيارو: ڪنڊيارو ۾ بدامني خلاف احتجاج ڪندڙن تي پوليس ڪڙڪي پئي، لٺبازي، سماجي اڳواڻ سنڌو نواز گهانگهرو سميت 7 ڄڻا گرفتار، دهشتگردي قلم هيٺ ڏيڍ سئو شهرين تي ڪيس داخل، مختلف شهرن ۾ مظاهرا، ڌرڻا.
Sports,سڊني: وومين بگ بيش ليگ (ڊبليو بيش) ۾ پرڏيهي رانديگرياڻين لاءِ ڊرافٽ متعارف ڪرائڻ جو فيصلو ڪيو ويو آهي.
Crime,پوليس گوڙ سودو مان 29 هارين کي بازياب ڪرايو.
Politics,آمريڪي سفارتخاني طرفان جوناٿن شوگرمين جي موت جي تصديق ڪئي وئي، سفارتخاني طرفان هن جي دوستن ۽ گھرڀاتين سان تعزيت جو اظهار به ڪيو ويو آهي.
Crime,لڪي ۾ ٻن گروپن ۾ جهيڙو، هڪ ڄڻو زخمي، پوليس واقعي واري هنڌ پهچي وئي.
Sports,قومي ٽيم جون ميچون ترتيبوار 13 آڪٽوبر تي ڪواليفائنگ ٽيم، 15 آڪٽوبر تي ڀارت، 17 آڪٽوبر تي نيوزيلينڊ، 21 آڪٽوبر تي افغانستان، 29 آڪٽوبر تي انگلينڊ، 2 نومبر تي بنگلاديش، 5 نومبر تي آسٽريليا سان کيڏيون وينديون.
Politics,واضح رهي ته ري پبليڪنز پيپلز پارٽي جي قيادت ۾ 6 پارٽين تي ٻڌل اپوزيشن جي نيشنل الائنس طرفان ڪمال قليچ دار اوغلو صدارت جو اميدوار آهي.
Politics,اسلام آباد هائيڪورٽ ۾ عمران خان خلاف توهين عدالت درخواست تي ٻڌڻي 28 اپريل تائين ملتوي
Sports,حارث رئوف جي تيز رفتار بائونسر نيڌرلينڊ جي بيٽر کي زخمي ڪري وڌو، ميچ کان ٻاهر
Politics,برطانيا نه ڇڏيان ها ته زال جو حشر به ماءُ جهڙو ٿئي ها: شهزادو هيري
Politics,چيو ويو آهي ته صدر بل تي صحيحون ڪري يا نه ڪري، ٻنهي صورتن ۾ بل تي عملدرآمد نٿو ڪري سگهجي.
Crime,ملتان ۾ نينگري کي اغوا ڪرڻ بعد زيادتي جي ڪوشش.
Crime,عدالتي حڪمن تي دعا جو ڪراچي ۾ ٻيهر ميڊيڪل، والدين طلب
Crime,ايس ايس پي پيءُ جي درخواست تي نوجوان ڇوڪري جي اغوا جو نوٽيس ورتو.
Politics,عمران خان اڄ سيشن ڪورٽ پيشي لاءِ عدالت ۾ انڊر ٽيڪنگ ڏني، جنهن کي هاءِ ڪورٽ تسليم ڪري ورتو. پوءِ چيف جسٽس توشا خانا ڪيس ۾ سيشن ڪورٽ جي گرفتاري وارنٽ تي عملدرآمد روڪيندي عمران خان کي گرفتار ڪرڻ کان روڪي ڇڏيو
Sports,لنڊن: مڪسڊ مارشل آرٽ اسٽار شيلي لپ روڊ حادثي ۾ فوت ٿي وئي. اڀرندڙ مڪسڊ مارشل آرٽ اسٽار شيلي لپ 21 سالن جي عمر ۾ روڊ حادثي ۾ فوت ٿي وئي، سندس ڪار ٻي گاڏي سان ٽڪرائجي وئي.
Politics,سنڌ ۾ برسات، صوبائي حڪومت عام موڪل جو اعلان ڪري ڇڏيو
Politics,لارجر بئنچ ۾ جسٽس اعجاز الاحسن، منصور علي شاهه، جسٽس منيب اختر، جسٽس يحييٰ آفريدي جسٽس مظاهر علي اڪبر نقوي، جسٽس جمال خان مندوخيل، جسٽس محمد علي مظهر ۽ جسٽس اطهر من الله شامل آهن. چيف جسٽس رمارڪس ڏنا آهن ته نمائندا پنجن ورهين لاءِ چونڊجن ٿا ته ڪنهن شخص جي هدايت تي اسيمبلي ڪيئن ٽوڙي سگهجي ٿي؟ اسيمبليون ٽٽڻ بعد چونڊن جي تاريخ جو اختيار وضاحت جو گهرجائو آهي، حالتون انتهائي سنگين هجن ته چونڊن جو وقت وڌائي سگهجي ٿو.
Politics,هن چيو ته اسان بهتر لاڳاپا چاهيون ٿا پر ان لاءِ ڀارت کي سازگار ماحول پيدا ڪرڻو پوندو، اميد ته ڀارت راندين جي معاملي ۾ بُرا فيصلا نه ڪندو
Sports,لاهور ۾ پاڪستان جي انڊر 19 ٽيم جي رانديگرن جي تربيتي ڪيمپ جاري آهي، جنهن دوران جونيئر رانديگرن قومي ڪرڪيٽرن جي اچڻ تي انهن وٽ وڃي کائن اهم سکيا ورتي آهي
Politics,شهيد اجمل ساوند جي قاتلن کي ڀوتارن جي حمايت،سرداري نظام خلاف سنڌ سراپا احتجاج
Politics,ڪراچي ايڊمنسٽريٽر جو عهدو ڪجهه ڏينهن ۾ وٺي رهنداسين: خواجا اظهار
Sports,نيوزيلينڊ هٿان شڪست، سريلنڪا ورلڊ ڪپ ۾ سڌو ڪواليفائي نھ ڪري سگهيو
Crime,گهوٽڪي ۾ ميرپور ماٿيلو ۾ پوليس مقابلي دوران هڪ اهلڪار شهيد ٿي ويو.
Sports,جڏهن تھ گرانٽ بريڊ برن جي تربيت هيٺ قومي ٽيم نيوزيلينڊ خلاف هڪ جي ڀيٽ ۾ 4 ڪاميابين سان سيريز کٽي ورتي هئي.
Politics,ٻئي طرف وزيراعظم شهباز شريف ٽوئيٽر تي ردعمل ظاهر ڪندي چيو ته ڪوڙين خبرن جي ڄمار مختصر هوندي آهي ۽ اها ڳالهه ڊيلي ميل جي خبر سان ثابت ٿي وئي آهي
Crime,عورت جو الزام آهي ته جيئن ئي هو پاڻي مان ٻاهر آئي ته ان شخص کيس هراسان ڪرڻ شروع ڪري ڇڏيو،
Politics,شهدادپور ۾ 173 پاسنگ آئوٽ پريڊ ۾ 603 پوليس ڪانسٽيبل، 47 ليڊيز پوليس ڪانسٽيبلز حصو ورتو.
Sports,ويرات ڪوھلي ۽ گوتم گمڀير وچ ۾ آءِ پي ايل 2013ع ۾ بھ منھن ماري ٿي ھئي جنھن بعد ٻنھي رانديگرن ۾ لاڳاپا بھتر نھ ھئا.
Politics,سپريم ڪورٽ ۾ ورڇ واضح طور تي نظر اچي رهي آهي، عدالت جو رخ هڪ سياسي جماعت ڏانهن نظر اچي رهيو آهي؛
Crime,ذريعن جو چوڻ آهي ته ريڪي جو ٽاسڪ مڪمل ٿيڻ تي طئي ٿيل اجرت جي رقم انهن جي موبائل فون اڪائونٽ ۾ فراهم ڪئي وئي
Sports,آئي سي سي ڀارت ۾ رٿيل ون ڊي ورلڊ ڪپ جو لوگو جاري ڪري ڇڏيو
Crime,سنڌ پوليس 12 ڏينهن ۾ 122 مقابلن ۾ سئو کان وڌيڪ ڪرمنل گينگز جو خاتمو ڪري ڇڏيو
Sports,آسٽريلوي ويمنز ڪرڪيٽر بھ ملين ڊالر ڪمائي سگهنديون
Sports,ميڊيا مطابق ٽوري بووي جي موت جي خبر سندس دوست شيلي اين فراسر سماجي رابطن واري پيج تي ڏني آهي.
Crime,ڪراچي (ويب ڊيسڪ) ڪراچي جي علائقي ڊفينس ۾ بنگلي جي مالڪن 12 ورهين جي ملازما کي بيرحماڻي تشدد جو نشانو بڻائي ڇڏيو.
Crime,سرهي ۾ پوليس ڪارروائي، 4 منشيات فروش گرفتار.
Sports,فِلپس ۽ وليمسن جي مزاحمت به ٽيم جي ڪم نه آئي، انگلينڊ جي نيوزيلينڊ کي شڪست
Politics,درخواست ۾ ڄاڻايو ويو آهي ته جن ثبوتن کي اهميت ڏني وئي اُهي قانون جي گهرجن پٽاندڙ قابل قبول ناهن.
Crime,ويڊيو سوشل ميڊيا تي وائرل ٿي ويو، جنهن بعد شاگردن توڙي والدين ۾ خوف واري صورتحال ڇانئجي وئي.
Crime,ٽنڊوالهيار ۾ وحشي جوابدار طرفان معصوم ٻار سان زيادتي
Sports,عالمي ڪرڪيٽ جي مقبوليت 1990 جي ڏهاڪي جي ڀيٽ ۾ هن وقت تمام گهٽ آهي ۽ ان جو سڀ کان وڏو ڪارڻ سموري دنيا ۾ سڄو سال ٿيندڙ ڪرڪيٽ ليگز آهن.
Crime,ڪراچي: گلشن معمار مان ٻارڙي جو لاش هٿ، زيادتي جو خدشو
Crime,دانيه ملڪ جي گرفتاري، بشريٰ اقبال جو موقف اچي ويو
Politics,پاڪستان پيپلز پارٽي (پي پي پي) هڪ پوڊ ڪاسٽ ۾ نامناسب لفظ استعمال ڪرڻ تي نبيل گبول کي شوڪاز نوٽيس جاري ڪري ڇڏيو آهي
Sports,ذريعن جو چوڻ آهي ته افغانستان خلاف ٽي 20 سيريز لاءِ نون رانديگرن جي جاچ ڪئي پئي وڃي.
Crime,ملير مان لاش هٿ آيو، جنهن جي سڃاڻپ آصف ولد سليم 25 ورهين جي طور ٿي.
Politics,موجوده فوجي قيادت ۽ عمران خان ۾ ڪو ڊائلاگ نه پيو ڪرايان: صدر عارف علوي
Politics,پاڪ فوج جي سربراهه جنرل سيد عاصم منير چيو ته شهيد اسان جي مَٿي جا تاج آهن جن سان آخرت ۾ اعليٰ مقام جو واعدو ڪيو ويو آهي، پاڪستاني عوام جي دلين ۾ شهيدن جو عظيم مقام سدائين قائم رهندو
Politics,آءِ جي سنڌ غلام نبي ميمڻ جي صدارت هيٺ سي پي او ۾ اعليٰ سطحي اجلاس ٿيو.
Crime,گهوٽڪي پوليس اغوا ڪندڙن سان مقابلي بعد 3 يرغمالي بازياب ڪري ورتا.
Politics,ڀارتي ميڊيا کي ڏنل انٽرويو ۾ نجم سيٺي چيو ته جيڪڏهن ڀارتي ڪرڪيٽ بورڊ سياسي بنيادن تي باقي ٽيمنک ي پاڪستان ۾ کيڏڻ کان روڪيندو ته پوءِ ايشين ڪرڪيٽ ڪائونسل نٿي هلي سگهي.
Politics,پرويز الاهي تي پي ٽي آءِ ۾ جنگ، ڪراچي ۾ جماعت اسلامي تي ”هٿ“
Politics,شهبازشريف چيو ته گهڻو ٿيو، لاڏلي کي پاڪستان سان کيڏڻ جي اجازت نه ڏني ويندي، آئين ادارن ۾ طاقت جي ورڇ جي ريڊ لائن لڳائي پر اڄ آئين جو مذاق اڏئي عدليا جي اختيارن جا بخيا اڊيڙيا پيا وڃن
Sports,افغان فاسٽ بالر نوين الحق ۽ ويرات ڪوهلي ڊرامائي انداز ۾ ٻٽي معنيٰ وارا ٽوئيٽ ڪري رهيا آهن،
Crime,ڦر جي ارادي سان گهر ۾ گهڙيل جوابدارن جي ناري سان زيادتي
Sports,ڀارتي ميڊيا پنهنجي تازي رپورٽ ۾ ڄاڻايو آهي تھ پي سي بي سربراهه نجم سيٺي آئي سي سي ۽ اي سي سي جي گڏجاڻين لاءِ دبئي ۾ موجود آهي، جتي ڳالهيون اڃا ٿينديون.
Politics,عمران خان حساس ادارن جي اهم شخصيتن تي الزامن جا اهڙا تير وسايا جو رياست کي پنهنجي عملداري ۽ اختياري ثابت ڪرڻي پئجي وئي.
Crime,ڪڪڙ ويجهو گهريلو پريشانين کان تنگ نوجوان انت آڻي ڇڏيو
Politics,پرويز الاهي آڊيو ليڪس، آئيني اداري کي پيغام ، باجوا باقيات جي صفائي شروع !
Politics,هن چيو ته عمران خان چوي ٿو ته شهباز شريف کي حڪومت ان ڪري ملي، ڇاڪاڻ ته هن جنرل باجوه جي ملازمت ۾ واڌ جو واعدو ڪيو هو
Sports,نيوزيلينڊ جي ٽيم پاڪستان ۾ ڪرڪيٽ سيريز کيڏڻ جي لاءِ رواني ٿي وئي آهي، جنهن کي اسلام آباد پوليس ورلڊ ڪلاس سيڪيورٽي جو اعلان ڪيو آهي.
Crime,ڀارت: هيليڪاپٽر ڪِرڻ ۽ بس حادثي سبب ٻارهن ڄڻا اجل جو شڪار
Crime,ڳوٺ ۾ سرعام منشيات وڪرو ڪري رهيا آهن، منع ڪرڻ تي اسان جي زمين تي قبضو ڪري واڙو ٺاهيو ويو آهي، هاڻ ڪوڙا الزام هڻن پيا. هنن گهر ڪئي ته جاچ ڪري انصاف ڪيو وڃي.
Politics,نئين آرمي چيف اهم فيصلو ڪري ورتو
Sports,نئين دهلي ( ويب ڊيسڪ ) انڊين پريميئر ليگ ( آءِ پي ايل ) ۾ هڪ اوور ۾ لاڳيتو پنج ڇڪا کائيندڙ بالر صدمي ۾ بيمار ٿي پيو آهي.
Crime,موهن جي دڙي مان هڪ شخص جو لاش هٿ.
Politics,ڪابينا ايڊمرل (ر) سلمان الياس کي ايم ڊي شپ يارڊ انجنيئرنگ ورڪس جو ڊائريڪٽر مقرر ڪرڻ ۽ پاسپورٽ ايڪٽ 1974ع تحت هڪ کان وڌيڪ پرڏيهي پاسپورٽ رد ڪرڻ جي به منظوري ڏني.
Politics,نيب ترميم تحت ڪيس هڪ علائقي جي عدالت کان ٻي عدالت منتقل نه ٿي سگهندو
Sports,اي سي بي طرفان جاري ڪيل پڌرائي موجب، فاسٽ بالر جوفرا آرچر اڱاري جي ڏينهن ساڄي ٺونٺ ۾ اسٽريس فريڪچر سبب ايشز سيريز مان ٻاهر ٿي ويو آهي، جڏهن ته کيس فٽ ٿيڻ ۾ ڪيئي مهينا لڳي ويندا.
Politics,عمران خان کي وڌيڪ ڪنهن به ڪيس ۾ گرفتار ڪرڻ کان روڪڻ جي حڪم ۾ 31 مئي تائين واڌ
Sports,پشاور زلمي جي 198 رنسن جي ٽارگيٽ جي تعاقب ۾ ڪراچي ڪنگز جي ٽيم مقرر اوورن ۾ 8 وڪيٽن جي نقصان تي 173 رنسون ٺاهي سگهي ۽ کيس 24 رنسن تان شڪست جو منهن ڏسڻو پيو.
Politics,آمريڪا دهشتگردي خلاف ويڙهه ۾ پاڪستان سان ڪُلهو ڪُلهي ۾ ملائي بيهڻ جي عزم جو اظهار ڪندي چيو آهي ته اِهو ڄاڻڻ ۽ سمجهڻ جي ڪوشش ڪري رهيا آهيون ته اهڙي قسم جا واقعا بار بار ڇو ٿي رهيا آهن
Crime,سي ڪلاس قرار ڏنل پارس شاهه ڪيس جو مک جوابدار گرفتار، قتل جو اعتراف
Politics,ڪنهن به عدالت ۾ اپيل صرف لاڳاپيل ڪميٽي آڏو ڪري سگهجي ٿي.
Politics,استعفائن بابت ڪيس: سنڌ هاءِ ڪورٽ ڌرين کان 7 اپريل تائين جواب طلب ڪري ورتو
Sports,ممبئي انڊينز پهرين ويمنز ليگ جي چيمپيئن بڻجي وئي
Sports,عبدالله شفيق 65، ڪپتان شاهين آفريدي 44، فخر زمان 65 ۽ بيگ 30 رنسون ٺاهي نمايان رهيا.
Sports,عمر اڪمل 10، شاهد آفريدي 8 ڀيرا ٻڙي تي آئوٽ ٿيو
Politics,ھن چيو تھ پ پ پاران آدمشماري جي مخالفت ڊرامو آھي، آدمشماري ڪندڙ ٽيچر سنڌ حڪومت جي ماتحت آھن، انھن کي وڏو وزير ڇو نٿو روڪي؟.
Crime,ممبئي (ويب ڊيسڪ) بالي ووڊ اداڪارا ڪريسن پريرا کي منشيات سمگلنگ ڪرڻ جي الزام ۾ شارجه ۾ گرفتار ڪيو ويو.
Sports,شاهين آفريدي عمري جي سعادت حاصل ڪري ورتي
Politics,ڏيهي ۽ پرڏيهي خطرن کي منهن ڏئي رهيا آهيون، پولنگ اسٽيشنز تي فوج جي مقرري به مشڪل آهي،
Politics,پي ٽي آءِ جي 43 ايم اين ايز کي ڊي نوٽيفاءِ ڪرڻ وارو نوٽيفڪيشن ست مارچ تائين معطل رهندو
Politics,ايم ڪيو ايم کي غير قانوني پرڏيھين تي اعتراض ناھي. بھارين، بنگالين، برمين تي اعتراض ناھي، انھن کي ڪراچي ۾ ريڙھا ھلائيندڙ ۽ مزدوري ڪندڙ سنڌين تي اعتراض آھي.
Politics,مريم نواز جي اهم ٽاسڪ سان ڏيهه واپسي!
Crime,ان سلسلي ۾ ڇور ٿاڻي جي حد ڳوٺ ٽيبري ۾ هڪ 14 ورهين جي معصوم نينگري سان هڪ جوابدار پاران جنسي زيادتي ڪئي وئي آهي
Politics,حيدرآباد جي يوسي 17 نيرون ڪوٽ تي آزاد اميدوار ملڪ اسلم 1262 ووٽ کڻي چئيرمين جي عھدي تي ڪاميابي ماڻي ورتي
Politics,افغان پرڏيهي وزارت جي نائب ترجمان حافظ ضياء احمد پنهنجي ٽوئيٽر هينڊل تي جاري ڪيل پيغام ۾ چيو ته اسلام آباد ۾ افغان سفارتخاني ۽ ڪراچي ۾ افغان قونصليٽ جي ڪوششن سان پاڪستان جي صوبي سنڌ جي جيلن ۾ قيد 208 افغانين کي آزاد ڪيو ويو آهي،
Sports,هنڊرڊ ليگ ۾ پڪ نه ڪرڻ تي شعيب اختر، بابراعظم جي حمايت ۾ سامهون اچي ويو
Politics,سنڌ حڪومت صوبي ۾ عام موڪلن جو اعلان ڪري ڇڏيو
Crime,اغوا ٿيل 10 ورهين جو ٻار 10 ڏينهن گذرڻ باوجود بازياب نه ٿي سگهيو.
Politics,حريم شاهه پاران رانا ثناءُ الله کي وڊيوز جاري ڪرڻ جي ڌمڪي
Sports,پاڪستان ڪرڪيٽ بورڊ به سوشل ميڊيا تي بابر اعظم کي ون ڊي ڪرڪيٽر آف دي ايئر بڻجڻ تي مبارڪباد ڏني آهي.
Crime,لکي غلام شاهه ڀرسان مسجد جو پيش امام اغوا، مغوين جو انگ 2 ٿي ويو
Politics,نامياري صحافي ظفر نقوي جو چوڻ آهي ته معاملا ڳنڀير ٿي ويا آهن.
