Aspect Category,News Headlines
Politics,بشريٰ اقبال جو دانيا ملڪ تي لالچڻ هجڻ جو الزام؟
Crime,پوليس واقعي واري ھنڌ پھچي مارجي ويلن جا لاش بخشاپور اسپتال منتقل ڪيا، جڏهن ته زخمين کي طبي امداد لا ڪشمور جي اسپتال منتقل ڪيو ويو، جتان ٽن ڄڻن کي ڳڻتي جوڳي حالت ۾ رحيم يار خان جي اسپتال منتقل ڪيو ويو.
Politics,هن چيو تھ ڪجهه ماڻهو چور در کان اچن ٿا، جن تي ڪرپشن جا الزام هوندا آهن ۽ اهي اچي من پسند فيصلا ڪندا آهن.
Sports,هراري ۾ جاري غير سرڪاري ٽيسٽ جي ٻئي ڏينهن جي راند ۾ بيٽر عمير يوسف 250 رنسن تي ناٽ آئوٽ رهيو آهي.
Politics,پرڏيهي فنڊنگ ڪيس: عمران خان کي 28 هين فيبروري تي پيش ٿيڻ جو حڪم
Sports,ميڊيا مطابق ايشيا ڪپ جي ميزباني کان محروم رکڻ جي صورت ۾ پاڪستان نھ کيڏڻ جو رٿيو آهي.
Sports,رپورٽ ۾ چيو ويو آهي تھ بين اسٽوڪس ٽورنامينٽ ۾ چنائي سپر ڪنگ جي نمائندگي ڪندو، جنهن جي تصديق چنائي سپر ڪنگ جي ڪوچ مائيڪل هسي پڻ ڪئي آهي.
Crime,پوليس موجب متاثر ترڪ شهري جي فرياد تي ڪيس داخل ڪري جوابدارن جي ڳولا شروع ڪئي وئي آهي.
Crime,اسڪاٽلينڊ جي ڳوٺ ۾ ورزش ڪندڙ شخص تي سِرڻ حملو ڪري ڏنو جنهن جي نتيجي ۾ هو سخت زخمي ٿي پيو.
Politics,ڪا به هڪ پارٽي مسئلا حل نٿي ڪري سگهي، وزيراعظم ٿيس ته گڏيل حڪومت ٺاهينداسين:بلاول ڀٽو
Crime,ڌاٻيجي مان اڻڄاتل شخص جو لاش هٿ.
Sports,اهڙي ريت 70 سال يا ان کان وڏي عمر وارو ماڻهو اليڪشن ۾ حصو نھ وٺي سگهندو.
Sports,لاهور جي نيشنل هاڪي اسٽيڊيم ۾ نئون سنٿيٽڪ وڇائڻ وارو ڪم شروع ڪيو ويو آهي
Sports,ٽينس ڇڏڻ کانپوءِ ثانيا مرزا جو ڪرڪيٽ ڏانهن لاڙو، وومينز پريميئر ليگ ۾ نظر ايندي
Crime,روهڙي ۾ پوليس مقابلو، هڪ جوابدار مارجي ويو، 3 زخمي حالت ۾ گرفتار.
Politics,ان موقعي تي ميڊيا سان ڳالهائيندي ڊي سي ڊاڪٽر ايم بي راجا ڌاريجو چيو ته سڄي ضلعي ۾ ميمبرن کان حلف ورتو پيو وڃي
Politics,اسلام آباد ۾ سربراهي اجلاس کانپوءِ صحافين سان ڳالهائيندي پي ڊي ايم سربراهه مولانا فضل الرحمان چيو ته 9 مئي کانپوءِ جي واقعن تي عمران خان خلاف ڪارروائي نه ڪرڻ جو چيو ويو، اندازو لڳايو ته عدليا ڪٿي بيٺي آهي
Crime,چاچي جو وڌيڪ چوڻ هو ته جوابدار بنيادي طور تي سٺي شهرت ۽ سٺي اخلاق جو مالڪ هو پر ان جي ان عمل سان اسان کي وڏو صدمو رسيو جنهن بابت گمان به نه هو.
Politics,هن چيو ته اسان بهتر لاڳاپا چاهيون ٿا پر ان لاءِ ڀارت کي سازگار ماحول پيدا ڪرڻو پوندو، اميد ته ڀارت راندين جي معاملي ۾ بُرا فيصلا نه ڪندو
Politics,ترڪ پرڏيهي وزير ان بزدلاڻي عمل جي سخت مذمت ڪندي چيو ته اظهار جي آزادي جي آڙ ۾ اسان جي مقدس ڪتاب تي بزدلاڻي حملي جي سخت لفظن ۾ مذمت ڪريون ٿا.
Politics,ايران ۾ سعودي عرب جو سفارتخانو ايندڙ ڪجهه ڏينهن ۾ کلي ويندو.
Crime,جوابدارن جا ٽي ساٿي کين اسپتال کڻي پهتا جتان ٽنهي کي گرفتار ڪيو ويو.
Politics,انساني حقن جي ڪميشن بغاوت جا قانون ختم ڪرڻ جو مطالبو ڪري ڇڏيو
Crime,”ڊڄڻو ناهيان“ محبوبا جي مهڻي تي نوجوان بئنڪ ڦري ورتي!
Politics,سنڌ مارچ تاريخي شهر سيوهڻ پهتو، نيوٽرلز چورن جي سرپرستي بند ڪن: زين شاهه
Sports,سلوونيا جو ايليگزينڊر سيفرين ٻيهر بنا مقابلي يوئيفا جو صدر چونڊجي ويو
Politics,هن چيو ته آءِ ايم ايف، ورلڊ بئنڪ پاڪستان سان ٻيهر پنهنجي پروگرام شروع ڪري ڇڏيا آهن، جڏهن ته ٻوڏ جي صورتحال ۾ گڏيل قومن جو سيڪريٽري جنرل اسان جو ترجمان بڻيل آهي.
Politics,جن انگريزن جو ساٿ ڏنو هو انهن کي مُلڪ مٿان مڙهيو ويو آهي: سراج الحق
Sports,اهم خبر، ڀارتي ڪرڪيٽ بورڊ کي آءِ سي سي کي 955 ڪروڙ رُپيا ڏيڻا پوندا
Sports,لاليگا ڪپ ۾ ايٽليڪو ميڊرڊ جي جارحاڻي راند، واياڊولڊ ميچ هارائي وئي
Politics,اڳوڻي وزيراعظم ۽ مسلم ليگ (ن) جي سربراهه نواز شريف چيو آهي ته سپريم ڪورٽ جي هن بئنچ ۾ 2 جج ته اهي ساڳيا آهن جن منهنجي خلاف پاناما ڪيس جو فيصلو ڏنو، سڌي ڳالهه آهي جڏهن بئنچ ئي قبول ناهي ته ان جو فيصلو ڪيئن قبول ڪنداسين، هن معاملي تي فل ڪورٽ بئنچ جوڙڻ گهرجي
Politics,اجلاس ۾ ڊي جي آءِ ايس آءِ، ڊي جي آءِ بي، ڊي جي ايم آءِ ۽ ڊي جي ايم او سميت ٻيون عسڪري ۽ سويلين اختياريون به شريڪ ٿيون، جڏهن ته ڪميٽي ميمبر ۽ چارئي وڏا وزير خاص طور شريڪ ٿيا.
Crime,ڌاڙيل 6 ڄڻن کي اغوا ڪري ڪچي طرف فرار ٿي ويا.
Politics,شهبازشريف چيو ته 100 ميگاواٽ گبد-پولان بجلي روانگي رٿا پاڪ- ايران لاڳاپن ۾ نئين باب جو اضافو آهي، ٻنهي ملڪن جو عوام ۽ قيادت کي گڏجي ٻنهي ملڪن جي ترقي ۽ خوشحالي لاءِ انقلاب آڻڻو پوندو، هي ڏکيو ڪم ناهي، ٻنهي ملڪن جي عوام جي دلين ۾ ڏار وجهندڙن جي ارادن کي ناڪام بنائڻ لاءِ بارڊر سيڪيورٽي مڪينزم کي وڌيڪ مضبوط بڻايو وڃي
Crime,ذريعن کان معلوم ٿيو آهي ته ناري ۽ الزام ھيٺ آيل جوابدار اسڪول اسٽاف جا آهن، ڇوڪري اڳ ئي نوڪري ڪندي هئي، جن جي پاڻ ۾ دوستي هئي، ڇوڪري پرنسپال کي مسلمان ٿيڻ بعد ئي شادي ڪرڻ جي آڇ ڪئي، جنهن تان معاملو وڌي ويو.
Politics,مريم اورنگزيب چيو ته عمران خان وزيراعظم جي ڪرسي تي ويهي به اهو ئي ڪم ڪندو هو. 9 مئي تي جيڪو ان ڪيو اهو ڪنهن دهشتگرد به نه ڪيو، عمران خان جي ايڇ ڪيو تي حملو ڪرايو
Politics,اڄ تحريڪ انصاف جي مخالفن کي اهو چوڻ جو موقعو ملي ويو آهي ته هي ڪا سياسي جماعت نه پر هڪ دهشتگرد تنظيم آهي جنهن تي پابندي لڳائڻ گهرجي.
Sports,پي سي بي افغانستان، بنگلادش ۽ سريلنڪن ڪرڪيٽ بورڊن سان رابطي ۾ آهي
Crime,خبر موجب حيدرآباد ۾ رات جي وقت سواري لا پريشان ماڻهن کي موٽر سائيڪل تي لفٽ جي مفت سروس ڏيندڙ عاشق علي بڙدي کان اي ٽي ايم کان ڪجهه مفاصلي تي ڦر ٿي وئي.
Sports,راولپنڊي ڪرڪيٽ اسٽيڊيم ۾ کيڏي ويندڙ ميچ ۾ ميچ واري پِچ تبديل ڪئي وئي آهي، پر 30 گزن جي دائري ۾ ڪنهن به قسم جي ڦيرڦار ناهي ڪئي وئي.
Politics,نواز ليگ جي سينيئر نائب صدر مريم نواز لاهور ۾ ريلي ٻيو ڀيرو ملتوي ڪرڻ تي عمران خان کي تنقيد جو نشانو بڻائيندي چيو آهي ته جيڪو پوليس جي ڊپ کان تحريڪون ملتوي ڪري تنهن کي گدڙ چوندا آهن.
Politics,ايران جي پوليس حجاب نھ پائڻ تي ملڪ جي ٻن مشهور اداڪارائن ڪوثري ۽ شقايق دهقان خلاف ڪيس داخل ڪري ورتو آهي
Politics,پاڪستان ۽ 73ع جو آئين شهيد ذوالفقار علي ڀٽو جي امانت آهن: آصف علي زرداري
Politics,اسلام آباد :جمعيت علماءِ اسلام (ف) جي امير مولانا فضل الرحمان چيو آهي ته ثاقب نثار ۽ فيض حميد هن وقت به عمران خان لا لابنگ ڪري رهيا آهن.
Politics,ميڊيا مطابق عدالت ۾ ڪيبل نيٽ ورڪس، انٽرنيٽ ۽ ٽي وي چينلن تي فلمن جي غيرقانوني نمائش روڪڻ جي حوالي سان داخل درخواست تي قدم کڻندي لاڳاپيل ادارن کان 18 مئي تي جواب طلب ڪندي ٻڌڻي ملتوي ڪري ڇڏي آهي
Politics,ڀارتي پارليامينٽ اپوزيشن ليڊر راهـُل گانڌي کي نااهل قرار ڏئي ڇڏيو
Sports,ميڊيا مطابق ڊريسنگ روم ۾ هڪٻئي سان مسخريون ۽ مذاق ڪيو آهي، جنهن دوران ڪپتان بابراعظم ۽ وڪيٽ ڪيپر محمد رضوان افتخار وٽ ويا ۽ ان کان عيد جي خرچي گهري ورتي آهي.
Politics,انسپيڪٽر جنرل پوليس ڊاڪٽر عثمان انور 9 مئي تي جناح هائوس ۽ فوج جي ملڪيتن تي حملن جي تفصيلن بابت چيف اليڪشن ڪمشنر ۽ ميمبرن کي آگاهه ڪيو
Crime,ٽيڪساس پوليس موجب جوابدار کي ڪٽ ايند شوٽ شهر مان سندس ڀيڻ جي گھرا گرفتار ڪيو ويو.جوابدار پوليس کان بچڻ لاءِ الماڙي ۾ ڌلائي لاءِ رکيل ميرن ڪپڙن هيٺان لڪيل هوجڏهن ته پوليس ان کان به ڳجهي اطلاع تي گھر جي تلاشي وٺي چڪي هئي.
Sports,افغان بالر فضل الحق فاروقي، مجيب الرحمان، محمد نبي 2،2 وڪيٽون ورتيون.
Crime,افغانستان مان جن ماڻهن کي واپس آندو ويو، اهي دهشتگردي جـِي وڌندڙ لهر جا ذميوار آهن: خواجه آصف
Sports,ميڊيا مطابق ايرلنگ هالينڊ کي مينز ڪيٽيگري ۽ سيم ڪر ويمنز ڪيٽيگري ۾ فٽبالر آف دي ايئر جا ايوارڊ ڏنا ويا آهن.
Politics,قائد اعظم قانون جي حاڪميت لاءِ دليل جي طاقت سان سياست ڪئي: شرجيل ميمڻ
Politics,ايڊووڪيٽ جنرل ۽ ايڊيشنل اٽارني جنرل جو اعتراض درست ناهي، هاءِ ڪورٽ ڪوڊ آف ڪرمنل پروسيجر تحت به ڪيس ٻڌڻ جو اختيار رکي ٿي.
Politics,ڀارت جي مسابقتي ڪميشن(سي سي آءِ) ساڍن ٽن سالن جي جاچ کانپوءِ ويهه آڪٽوبر تي گوگل کي ڏنڊ جي سزا ٻڌائي آهي.
Politics,آرمي چيف چيو ته ڪنهن کي به شهيدن ۽ انهن جي يادگارن جي بي حرمتي ڪرڻ جي اجازت نه ڏني ويندي.
Politics,ملڪي سياسي صورتحال، پيپلزپارٽي اهم اجلاس گهرائي ورتو
Crime,گاڏي کي ٽڪر هڻندڙ هيلڪس ريوو ۽ ان ۾ سوار 5 ماڻهن کي پوليس پنهنجي تحويل ۾ ورتو آهي.
Politics,آدمشماري درست نھ ٿي تھ اسان قبول نھ ڪنداسين:وڏو وزير
Politics,والاريل ڪشمير ۾ جي20 ڪانفرنس تي سياسي پارٽين کي اعتماد ۾ ورتو وڃي
Sports,لاهور ۾ پاڪستان جي انڊر 19 ٽيم جي رانديگرن جي تربيتي ڪيمپ جاري آهي، جنهن دوران جونيئر رانديگرن قومي ڪرڪيٽرن جي اچڻ تي انهن وٽ وڃي کائن اهم سکيا ورتي آهي
Politics,سنڌ اندر خاص ڪري ضلعي ڪشمور ڪنڌڪوٽ اندر بدبودار سرداري نظام جي خاتمي تائين احتجاج جاري رهندو.
Crime,جيوڻ پٽ خميسو رند ڳوٺ ويجهو جهنگ ۾ وڻ ۾ ڦاهو کائي انت آندو.
Crime,آءِ جي سنڌ جي وڏي ڪارروائي، ڪراچي ۽ حيدرآباد جا 41 آفيسر ۽ اهلڪار معطل
Politics,جيل ڀريو تحريڪ معطل،اليڪشن مهم هلائڻ جو اعلان، چونڊن ۾ دير جو ڪو به حربو ڪامياب ٿيڻ نه ڏبو: عمران خان
Politics,ميونسپل ڪارپوريشن دهلي جي ميئر لاءِ اليڪشن 26 اپريل تي ٿي جنهن ۾ شيکا راءِ ۽ شيلي اوبراءِ وچ ۾ سڌي ريت مقابلو هو پر شيکار راءِ جي هٿ کڻڻ کان پوءِ شيلي ميئر چونڊجي وئي.
Sports,ڪرڪيٽ شوقينن لاءِ بُري خبر، شاهنواز ڏاهاڻي پي ايس ايل مان آئوٽ
Politics,عدالت توشا خانا ڪيس جي ٻڌڻي 13 مئي تائين ملتوي ڪري ڇڏي.
Sports,پي سي بي مينيجمينٽ ڪاميٽي جي چيئرمين نجم سيٺي چيو آهي تھ ٽيم متحد آهي، منهنجي خيال ۾ پليئرز پاور وجود نٿو رکي.
Politics,ذريعن جو چوڻ آهي ته سرڪاري آفيسرن ۽ وفاقي ڪابينا جي ميمبرن لاءِ بزنس ڪلاس سفر تي پابندي لڳائي وئي آهي.
Crime,8 ورهين جي ٻالڪ ڪوبرا نانگ کي چڪي ماري وڌو
Politics,ڀارت ڪشمير مسئلو حل ڪرڻ لاءِ زباني دعوائون ڪرڻ بدران عملي قدم کڻي، پاڪستان ۾ پهريون ڀيرو هڪ وزيراعظم کي آئيني طريقي سان هٽايو ويو
Crime,سنڌ هاءِ ڪورٽ شهرين جي گمشدگي جو ڪيس فوري طور داخل ڪرڻ جو حڪم
Crime,راولپنڊي (ويب ڊيسڪ) بلوچستان ۾ ايف سي ڪمپائونڊ مسلم باغ ۾ سيڪيورٽي فورسز ڪليئرنس آپريشن مڪمل ڪري ورتو.
Sports,اظهر علي عالمي ڪرڪيٽ تان رٽائرمينٽ جو اعلان ڪري ڇڏيو
Crime,واشنگٽن (ويب ڊيسڪ) آمريڪا جي 2 لک 37 هزار سرڪاري ملازمن جو ڊيٽا هيڪ ٿي ويو.
Crime,ڪراچي (ويب ڊيسڪ) ملير ۾ پوليس چيني شهرين تي حملي جي ڪوشش ناڪام بڻائيندي هڪ دهشتگرد کي ماري ڇڏيو.
Politics,ترجمان چيو ته ڪيف واشنگٽن جي هدايت تي ٽارگيٽ رکندو آهي ۽ حملو ڪندو آهي، ڄاڻيون ٿا ته ان قسم جي ڪارروائي پٺيان ڪيف نه پر واشنگٽن آهي.
Crime,ممبئي ( ويب ڊيسڪ ) ڀارتي فاسٽ بالر محمد سراج سان ميچ فڪسنگ لاءِ رابطو ڪيو ويو آهي، جنهن حوالي سان هن تُرت ڀارتي بورڊ کي آگاهه ڪري ڇڏيو آهي.
Politics,عمران خان تي ٿيل حملي تي حيرت ٿي: بين اسٽوڪس
Sports,نيوزيلينڊ ڪرڪيٽ ٽيم سان گڏ محمد رضوان به مُلڪ ڇڏي ويو
Crime,ميرواهه ڪينال نور بوزدار مان عورت جو لاش هٿ.
Crime,ڄامشورو ۾ پوليس مقابلو، هڪ جوابدار گرفتار، ڪراچي مان چوري ٿيل ڪار هٿ.
Politics,آمريڪي بچاءَ واري کاتي موجب عبدالرباني کي القاعده ۽ سندس ڀاءُ محمد رباني کي القائده جي اهم اڳواڻ کي مالي ۽ سفري سهولتون فراهم ڪرڻ جي الزام ۾ گرفتار ڪيو ويو.
Politics,جسٽس امين الدين خان چيو ته جسٽس قاضي فائز عيسيٰ جي فيصلي کي نظر ۾ رکندي ڪيس ٻڌڻ کان معذرت ڪريان ٿو
Crime,سنڌ ۾ دهشتگردي برداشت نه ڪنداسين: اياز لطيف پليجو
Politics,مسلم ليگ نون جي اڳواڻ طلال چوڌري چيو آهي ته نااهل هاڻي هڪ ئي وزيراعظم ٿيندو ۽ اهو پنهنجي نياڻيءَ کي نامزدگي ڪاغذن ۾ لڪائڻ ۽ پنهنجو نه ڪرڻ سبب ٿيندو، ملڪي تاريخ ۾ گهڙي چور ۽ فارن ايجنٽ وزيراعظم نااهل ٿيندو.
Politics,چيف اليڪشن ڪمشنر کي چونڊون ڪرائڻيون پونديون نه ته … جماعت اسلامي وڏو اعلان ڪري ڇڏيو
Politics,چيو ويو آهي ته صدر بل تي صحيحون ڪري يا نه ڪري، ٻنهي صورتن ۾ بل تي عملدرآمد نٿو ڪري سگهجي.
Sports,پاڪ نيوي جي انتظام هيٺ امن مشقن جي پڄاڻي واري تقريب
Politics,پيپلز پارٽي سدائين اقليتي برادريءَ جي ڀلائي لاءِ ڪم ڪيا آهن: وڏو وزير
Sports,هن چيو ته پي سي بي کي گهرجي ها ته جيڪڏهن سرفراز احمد پرفارم نه ڪري رهيو هو ته صلاح مشوري بعد کيس آرام ڏنو وڃي ها پر هن کي ڪپتاني تان هٽايو ويو
Sports,جڏهن تھ هو هلندڙ سال 2023ع ۾ 38 گولن سان سڀني کان اڳيان آهي.
Politics,صوبائي وزير اسماعيل راهو بدين، ناصر شاهه ڪراچي ويسٽ، ساجد جوکيو ملير، فياض ٻٽ دادو، شبير بجاراڻي ۽ وقار مهدي ڪراچي ڏکڻ،
Crime,خيرپور ۾ به پوليس پاران هڪ جوابدار غلام علي کهڙو کي زخمي حالت ۾ گرفتار ڪرڻ جي دعويٰ.
Crime,لاڙڪاڻي ۾ ٻن گروپن ۾ جهيڙو، هڪ ڄڻو زخمي.
Sports,پاڪستاني ڪرڪيٽر کي ڀارتي ڀاڀي ميندي لڳائي، ڏسو وڊيو
Sports,بابراعظم ڀارت جي 8 جماعت جي اسپورٽس واري نصاب ۾ شامل ٿي ويو
Politics,مفتي سعيد موجب عمران خان چيو ته پهرين نڪاح جي وقت بشرا بي بي جي عدت پوري نه ٿي هئي
Politics,حيدر بخش جتوئي جو فڪر خوشحالي جو پيغام، متحد ٿيڻو پوندو:حيدرآباد ۾ ورسي تقريب
Politics,ملڪ خلاف سازشن جو ڳڙهه واشنگٽن يا بني گالا ؟
Politics,واضح رهي ته ري پبليڪنز پيپلز پارٽي جي قيادت ۾ 6 پارٽين تي ٻڌل اپوزيشن جي نيشنل الائنس طرفان ڪمال قليچ دار اوغلو صدارت جو اميدوار آهي.
Sports,ميڊيا مطابق رميز راجا جو چوڻ آهي تھ نيوزيلينڊ خلاف پهرين ون ڊي ۾ ٻنهي بالرن جي اسپيڊ گهٽ رهي آهي.
Politics,زرداري ۽ بلاول پاران پشاور حملي جي مذمت ”ڪي پي ڪي ۾ دهشتگردن جو سرگرم ٿيڻ انتهائي خطرناڪ آهي“
Politics,عدالت ڌرين جا دليل ٻڌڻ کانپوءِ شيخ رشيد جي ضمانت جي درخواست تي فيصلو محفوظ ڪري ورتو، جيڪو ٿوري دير کانپوءِ ٻڌائيندي عدالت عوامي مسلم ليگ جي سربراهه شيخ رشيد جي پنجاهه هزار رُپين جي مچلڪن عيوض ضمانت منطور ڪندي کيس آزاد ڪرڻ جو حڪم ڏنو.
Crime,پيٽرول پمپ جي ملازم کان 6 لک رپيا ڦر، پوليس جاچ شروع ڪري ڇڏي.
Politics,ڪراچي: سنڌ جي اطلاعات واري وزير شرجيل انعام ميمڻ جيڪو پاڪستان پيپلز پارٽي ڊجيٽل ميڊيا جو سربراهه پڻ آهي، ڪالهه ڪراچي جي مقامي هوٽل ۾ پ پ جي ڊجيٽل ميڊيا جي ڪارڪنن کي افطار جي دعوت ڏني
Politics,آصف زرداري سياسي ڊائيلاگ جو حامي، چيف جسٽس جي ڏنل مشوري جي آجيان ڪري ڇڏي
Politics,وزيراعظم شهباز شريف، پنجن صفحن ۽ 7 نقطن تي ٻڌل جوابي خط ۾ چيو آهي ته صدر جو خط هڪ طرفو ۽ حڪومت مخالف بيان تي مشتمل آهي،
Crime,ٻن موٽرسائيڪلن تي سوار چار چور آڌيءَ رات ٻن پهريان اچي ٽرانسفامر واري هنڌ جو معائنو ڪري ويا جنهن کانپوءِ هڪ ڪار آڻي ٽرانسفارمر لاهي ان مان قيمتي سامان ڪڍي سولائي سان فرار ٿي ويا.
Crime,بالي ووڊ اداڪار ستيش ڪوشڪ کي قتل ڪيو ويو پر ڇو؟، ڇرڪائيندڙ انڪشاف سامهون اچي ويا
Sports,ليونل ميسي هن وقت فرانس جي ڪلب پئرس سينٽ جرمين ( پي ايس جي ) جي نمائندگي ڪري رهيو آهي، پر پي ايس جي ڪجهه ڏينهن اڳ سعودي عرب ۾ موڪلون ملهائڻ تي ليونل ميسي کي ٻن هفتن لاءِ معطل ڪري ڇڏيو هو.
Politics,روس جي بچاءَ واري وزارت جي ترجمان موجب روس جي هوائي فوج يوڪرين تي ميزائلن سان حملا ڪري رهي آهي ۽ گذريل 24 ڪلاڪن دوران روسي هوائي فوج يوڪرين جا 3 ويڙهاڪ جهاز ماري ڪيرائي ڇڏيا
Sports,آئر لينڊ جي ٽيم هاڻي زمبابوي ۾ ڪواليفائر کيڏيندي جنهن ۾ ڏهه ٽيمون شامل آهن.
Sports,جڏهن تھ بنگلديش جي بالر محفوظ الرحمان 4 وڪيٽون ورتيون آهن. بنگلاديش جا بيٽر رڳو 164 رنسن تي آئوٽ ٿي ويا، جن ۾ محمد شيهاب جيمز 56، ڪپتان احرار امين 53 رنسن سان نمايان رهيا
Politics,چيف جسٽس صاحب توھان آئين جي خلاف ورزي ڪري سنڌي ماڻھن کي اقليت ۾ تبديل ڪرائي رھيا آھيو.
Sports,گرانٽ بريڊ برن ان کان اڳ 2018ع کان 2020ع تائين پاڪستان ٽيم جو فيلڊنگ ڪوچ رهي چڪو آهي جنهن بعد هن قومي ڪرڪيٽ اڪيڊمي ۾ به خدمتون انجام ڏنيون هيون.
Sports,بابر فتح جي ويجهو اچي هارائڻ تي ڏکارو هجڻ سان گڏوگڏ پراعتماد
Crime,صوماليا جي فوج القائدا جي وفادار تنظيم حرڪت الشباب خلاف آپريشن شروع ڪري ڇڏيو
Politics,پي ٽي آءِ جي وڌيڪ 35 قومي اسيمبلي ميمبرن جي استعيفيٰ منظور
Politics,باجوه چاهي پيو ته شهباز شريف پنهنجي ڀاءَ سان سياسي عليحدگي اختيار ڪري پر شهباز شريف وزارتِ عظميٰ خاطر پنهنجي ڀاءَ کي دوکو ڏيڻ کان انڪار ڪري ڇڏيو.
Politics,اسلام آباد وزيراعظم شهباز شريف جي صدارت هيٺ قومي سلامتي ڪميٽي جو اجلاس جاري
Sports,راوالپنڊي ۾ 20 اپريل تي چوٿون ٽي 20 ۽ 24 اپريل تي پنجون ٽي 20 کيڏجندو. جڏهن تھ پهرين ون ڊي بھ پنڊي جي اسٽيڊيم ۾ ئي ٿيندو.
Crime,بن قاسم پوليس جو چوڻ آهي ته جوابدارن ۾ حبيب الله پوليس ڪانسٽيبل آهي، جيڪو گارڊن هيڊ ڪوارٽر ۾ مقرر آهي.
Crime,ڳوٺ گوڙهيار ويجهو موڙ ڪاٽيندي تيز رفتار ڪوچ ڪلٽي ٿي پئي، جنهن جي نتيجي ۾ 2 ڄڻا بس جو ڪنڊيڪٽر جئيندو درس جو رهواسي 45 ورهين جو مير حسن درس ۽ هڪ ڳوٺاڻو رتنياري واسي 50 ورهين جو غلام حسين رند ٿڏي تي فوت ٿي ويا، جڏهن ته 21 مسافر سخت زخمي ٿي پيا، جن کي اسپتال آندو ويو.
Politics,ميڊيا مطابق ارمينا خان پاران لنڊن ۾ مريم نواز جي تذليل ڪندڙ عورت جي حمايت ڪرڻ ۽ اهو عمل اظهار راءِ جي آزادي قرار ڏيڻ بعد تڪرار ۾ شدت آئي، جنهن بعد نوازليگ ارمينا ۽ سندس ڌيءَ جي تصوير شيئر ڪندي ان کي ڪريل يوٿيا ذهنيت قرار ڏنو هو
Politics,ٻئي طرف بلوچستان جي گهرو وزير بارکان واقعي بعد مري ڌر جي مغوين جي بازيابي لاءِ قانون لاڳو ڪندڙ ادارن کي خط لکي ڇڏيو آهي.
Sports,پاڪستان شاهين جي ٽيم زمبابوي جي دوري تي رواني ٿي وئي آهي، جنهن جي پهرين ميچ 3 مئي اربع ڏينهن ميزبان ٽيم سان ٿيندي.
Crime,آمريڪا ۾ هڪ ماسترياڻي کي پنهنجي شاگرد سان جنسي لاڳاپا قائم ڪرڻ جي الزام ۾ گرفتار ڪيو ويو آهي.
Politics,چين پاران روس-يوڪرين جنگ ۾ ٽياڪڙي جون ڪوششون تيز، خاص نمائيندو موڪلڻ جو فيصلو
Politics,طاقت جي زور تي فيصلا مڙهڻ جي ڪوشش ڪئي پئي وڃي، ڇا ملڪ ۾ آئين ۽ قانون تحت ڪو به فيصلو نه ٿيندو؟،
Sports,آسٽريلوي ڪرڪيٽ ٽيم جي ڪپتان پيٽ ڪمنز جي والدا ڊگهي عرصي کان بيمار رهڻ بعد لاڏاڻو ڪري وئي آهي، جنهن تي ڀارت ۾ موجود ڪرڪيٽرن پاران سوڳ ملهايو ويو آهي.
Politics,جيل ڀريو تحريڪ: زلفي بخاري ۽ فياض چوهاڻ گرفتاري ڏئي ڇڏي
Politics,توهين عدالت کان ڊيڄاريو ويندو آهي پر هاڻ خوف ناهي ٿيندو: مراد علي شاهه
Politics,جي آئي ٽي رياستي ادارن جي خلاف عوام کي ڀڙڪائڻ جي ذميوارن بابت ڄاڻ وٺندي. جي آئي جي جي رپورٽ جي روشني ۾ حڪومت وڌيڪ قانوني ڪارروائي جو فيصلو ڪندي.
Sports,پاڪستان ۽ ڀارت پاران هڪٻئي جي ملڪن ۾ نھ کيڏڻ واري فيصلي بعد امڪان آهي تھ ٻنهي ايونٽن ۾ پاڪستان ۽ ڀارت جا ميچ ڪنهن ٽئين يعني نيوٽرل جڳهه تي ڪرايا ويندا.
Crime,ڀارتي فوج جي اعليٰ آفيسر زال کي ماري آپگهات ڪري ڇڏيو
Politics,ملتان پريس ڪلب ۾ پريس ڪانفرنس کي خطاب ڪندي اڳوڻي ايم پي اي ظهير الدين عليزئي ۽ سندس ساٿين چيو ته اسان جي ويجهو پاڪستان جي سلامتي سڀ کان مٿانهين آهي ۽ اسان جي جيڪا به سڃاڻپ آهي اها پاڪستان ۽ پاڪستان جي هٿياربند فوج جي ڪري آهي
Politics,هن چيو ته پوليس تي پيٽرول بم، گوليون ۽ پٿر اڇلائيندڙ رڳو مذمت ڪري جان نه ٿا ڇڏرائي سگهن
Politics,ڪم جونگ جي ڀيڻ جون ڏکڻ ڪوريا کي خطرناڪ ڌمڪيون
Crime,مغوي جي وارثن دعويٰ ڪئي آهي ته پوليس اغوا ٿيل نوجوان جي بازيابي ۾ ڪا به دلچسپي نٿي رکي.
Politics,فيفا ورلڊ ڪپ جي ميزباني تي قطر کي پروپئگنڊا جو نشانو بڻايو پيو وڃي: وزيراعظم
Crime,جنهن سبب گاڏين جو ڊگهيون قطارون لڳي ويون، پوليس شاهراهه فيصل کولرائڻ پهتي ۽ شيلنگ به ڪئي وئي.
Sports,هوڏانهن ڪلب جي هڪ شيئر هولڊر جو چوڻ آهي تھ ڪلب جي مالي اثاثن جي قميت هن وقت بھ 6 بلين پائونڊ آهي، جيڪا 18 کرب 94 ارب پاڪستاني رپين کان وڌيڪ آهي.
