Text,label
ميمنه (پژواک، ۱۹ وري ۱۴۰۲): د فارياب سيمه‌ييزې سرچينې وايي، د دغه ولايت په قرغان ولسوالۍ کې يوه ځوان د اقتصادي ستونزو له امله ځان‌وژنه کړې ده.,Negative
په دغه بنديزسره د ملګروملتونو له منشور څخه سرغړونه شوې.,Negative
د متحدو ايالتونو جمهور رئيس جوبايډن اګست نهمه د شمالي اتلانتيک په تړون يا ناټو کې د فنلنډ او سويډن غوښتنه تصويب کړه او په دې ډول ياد اروپايي هيوادونه د ناټو غړيتوب ته يو بل ګام هم نږدې شول.,Positive
دوي له سوداګرو غوښتنه کوي چې ټولې سوداګريزې راکړې ورکړې دې د بهرنيو اسعارو پر ځاي په افغانيو ترسره کړي، څو ارزښت يې پر خپل ځاي ساتل شوي وي.,Negative
د پلازمېنې يو بل اوسېدونکي نعمت‌الله وايي: «يو کارګر سړي يم، درې ماشومان لرم. درې واړه نجونې دي. مشره يې اته کلنه او کشره يې اووه مياشتنۍ ده.»,Positive
توپ اچونه کې بيا فضل الحق فاروقي د سيالي لوبډلې څلور، ګلبدين نايب درې، يمن احمدزي دوه او راشد خان يو لوبغاړي سوځولي و.,Positive
"نوموړي وايي: ""هر څوک په دې واقعيت اندېښنه لري چې په افغانستان کې نجونې له شپږم ټولګي پورته له تعليمه بې برخې دي. هر څوک دا مني چې مهمه ده بايد نړيوال تروريستان پرېنښودل شي چې بيا په افغانستان کې ځالې جوړې نه کړي.""",Positive
اسلام آباد۔11اپريل  (اے پي پي)د  قامي اسمبلۍ سپيكر راجه پرويز اشرف وئېلې دي د موثره قانون سازۍ لپاره  د دانشورانو او د  پوهانو مرسته ضروري ده ، قانون سازي د پارليمان اولنۍ ذمه واري  ده د كومې تر سره كولو لپاره چې د قوانين مسودو جوړوول په پړاونو كښې تحقيقي او تکنيکي معاونت ډېر اهميت لري، قامي اسمبلي په وفاقي او صوبائي كچه قانون سازۍ لپاره خپله هر ممكنه مرسته كول غواړي ۔ د دې خيالاتو اظهار ده پارليمنټ هاوس اسلام آباد كښې د تدوين انتظام لاندې جوړ ليجسليټو ډرافټنګ د لارې ټول هېواد څخه تربيه تر لاسه كوونكو انټرن وكيلانو ته خطاب کښې وكړو ٬ ۔سپيکر د جاري پروګرام ستائنه كولو سره ووئېل د دانشورانو، پوهانو د قانون نويسانو او پارليمان تر مينځه مرسته د اولس خېر ښېګړې لپاره موثره قانون سازۍ كښې مهم کردار ادا کولے شي ۔ ده ووئېل په ډرافټنګ كښې په مهارت تر لاسه كولو هغوي اعليٰ وکيلان او ججان  جوړېدے شي ۔ ده ووئېل پارليمان هغه ادارہ ده چرته چې د اولس خېر ښېګرې لپاره  قانون سازي كېږي ۔ ده ووئېل د قانون سازۍ په عمل كښې د پوهانو مرسته ممهه ده ۔په دې مهال سپيکر د تدوين تر سېوري لاندې  ډرافټنګ كښې تربيه  تر لاسه كوونكو وکيلانو له سندونه وركړل۔۔(zia/wam/2103),Neutral
د حاجي امير جان په نوم يو متقاعد شوي افغان هم امريکا غږ ته وويل چې د اقتصادي ستونزو له امله، مجبور شوي چې خپل د کور زيات توکي وپلوري.,Positive
ټرمپ د منهاټن جنايي محکمې ته حاضرېږي. دا محکمه د امريکا د قانون عملي کولو بنسټ ګڼل کېږي.,Negative
په برما کې د ۲۰۲۱ کال د فبروري څخه نيولې چې پوځ کودتا وکړله او د آنګ سان سوچي حکومت يې ړنګ کړ، د روان ميلادي کال د ۲۰۲۲ پورې ۱۳۰۱۵ کسان نيول شوي او توقيف شويدي.,Positive
له بلې خوا، د اسلامي امارت وياند ذبيح‌الله مجاهد بيا د نوو ګومارنو خبر ورکړي او ليکلي يې دي چې  بدني روزنې او سپورټ عمومي رياست مالي او اداري رييس مولوي عبدالودود حقاني د افغانستان د بدني روزنې او سپورټ عمومي رياست د سرپرست په توګه ټاکل شوي دي.,Negative
خان ولي احمدزى,Neutral
نوموړي وايي، که څه هم خصوصي ښوونځيو زده‎کوونکو ته په فيسونو کې تخفيف ورکړى خو بيا هم ځينې کورنۍ نه شي کولاي خپل اولادونه دغو ښوونځيو ته ولېږي.,Neutral
له بل لوري د کانونو او صنايعو خونه ادعا لري چې، د افغانستان بانکونه لا هم نورو هېوادونو ته د پيسو د لېږد په برخه کې له محدوديتونو سره مخ دي او په وينا يې سوداګر نه شي کولي د پېرل شويو اومه موادو پيسې د دغو بانکونو له لارې ولېږي.,Positive
"د بشري حقونو څار سازمان د اسيا د برخې مسؤلې ويلي چې افغان چارواکو دغه ماشومه چې د محکمې په اسنادو کې په ""L"" پيژندل کيږي، خپل افغان د کاکا زوي او خاوند ته سپارلې چې په خبره يې د افغانستان او نړيوالو قوانينو له مخې ستونزه نلري، خو اغلې ګاسمن پخپلې مقالې کې ويلي چې دغه افغان جوړه په ۲۰۲۱ ميلادي کال کې په غير عادي شرايطو کې متحده ايالاتو ته انتقال شول.",Positive
د پاکستان د مرکزي بانک معلوماتو له مخې، د روان مالي کال په لومړيو اتو مياشتو کې (له جولاي څخه تر فبرورۍ) افغانستان ته د پاکستان په صادراتو کې ۱۷ سلنه ډېروالي راغلي خو د افغانستان صادرات پاکستان ته بيا ۸۸ سلنه کم شوي دي.,Neutral
د چين خارجه وزير به د افغانستان ګاونډيانو هېوادونو خارجه وزيرانو غونډه كښې ګډون كوي,Neutral
په بدخشان کې د صداي بانوان په نامه راډيو مشره ناجيه سروش ددې راديو له څو تنو کارکوونکې,Negative
يادونه: د مرګ‌ژوبلې يادې شمېرې، پژواک ته د رسېدلو راپورونو له مخې ښودل شوې، خو کېداي شي د ځينو پېښو په اړه يې راپور نه وي ترلاسه کړي او يا سرچينو د دې مرګ‌ژوبلې کره شمېره نه وي ښودلې.,Positive
د اسلامي امارت د امربالمعروف او نهې عن المنکر وزارت ويلي دي چې پدې وروستيو کې څلور سوه نوي جوماتونه مو جوړ کړي چې خلک پکې لمونځونه کوي .,Positive
مزارشريف (پژواک، ۲۹ لړم ۱۴۰۱): د لوړو زده‌کړو سرپرست وزير وايي، د اسلامي زده‌کړو په موخه په پوهنتونونو کې ديني عالمان ګوماري چې ځيني مشهور عالمان به له ازموينې پرته د استادانو په توګه وګومارل شي.,Positive
پاکستان د انګور اډې لار د ترانزيټي او سوداګريز لارې په توګه منظور کړې ده,Neutral
د نوموړي په خبره، افغانان دې په کوربه هېوادونو کې د قانون مطابق ژوند وکړي او په هېڅ سياسي او غير سياسي تظاهراتو کې دې برخه نه اخلي.,Positive
د امريکا پوځ مرکزي قومندانۍ (سېنټکام) يوې اعلاميه کې ويلي، باور دا دي چې الجبوري اروپا کې د بريدونو پلانولو مسوول و.‌,Negative
د کانونو او صنايعو خونې لومړي مرستيال سخي احمد پيمان وايي:«دم کړۍ موږ له دوه ډوله محدوديت سره مخ يوو. نړۍوال محدوديتونه چې نه شو کولاي د اومه توکو د پېرلو لپاره خپلې پسيې د بانکونو له لارې ولېږدو، د محدوديتونو له امله چې شتون لري. او کورني محدوديتونه هم شته چې نه شو کولاي صنعتي او د پانکونې، او ودانيز پورونه ترلاسه کړو.»,Positive
د کابينې په دې ناسته کې د درملو او خوړو ملي ادارې له لوري د بهرنيو کمپنيو او د درملو د اقلامو د ثبت کړنلاره تصويب شوه او همدارنګه د غوايي مياشتې ۲۰مه نېټه په کليزه کې د صادراتو د ملي ورځې په نوم ونومول شوه.,Neutral
۱۲ مرغومی ۱۴۰۱ - ۲ جنوري ۲۰۲۳,Neutral
یاد وزارت نن په خپله فېسبوک‌پاڼه کې لیکلي، په ۱۴۰۱ کال کې د هېواد په کچه ۵۴۱ زره او ۲۲۵ مټریک ټنه د پيازو حاصلات راټول شوي دي.,Neutral
پوليس وايي، نيما مومني او باب لي يو بل سره پېژاندل.,Neutral
خو څيړونکي ټول يوه خله دي چې په داسې حال کې چې ټي ټي پي د ډز بندۍ ختمولو اعلان وکړو، د پاکستان د بهرنيو چارو وزير مملکت حنا رباني کهر نن د کابل سفر کوي، هغه به د طالبانو د حکومت سره په دغه اړوند څه خبرې کوي، خو ايا پاکستان په افغانستان کې په واکمنو طالبانو فشار اچولي شي که نه شي؟ دا به په راتلونکې کې څرګنده شي.,Positive
په پيل کې د يادې ادارې سرپرست ملا بخت الرحمن شرافت وويل، په تېر ۱۴۰۱ لمريز کال کې د منځۍ اسيا له هېوادونو افغانستان ته د سوداګريزو مالونو د انتقالاتو بهير په نورمال ډول روان و چې په دې برخه کې د ۱۴۰۰ لمريز کال په پرتله ۳۶ سلنه ډېروالي په کې راغلي دي.,Neutral
هغه وويل، ياده خونه د بارانونو له امله ډېره خرابه شوې وه نو ځکه يې چت لوېدلي دي.,Negative
د دفاع وزير خواجه آصف سره د ايران سفير محمد علي حسيني ملاقات,Neutral
د متحده ايالاتو د قوانيننو له مخې هر څوک چې ددې هيواد تابعيت ولري او په ځانګړو شرايطو برابر وي، کولي شي چې د کانګرس د سنا او يا د استازو د مجلس غړي شي.,Positive
دوي زياته کړې چې دا نښته کرمه کې د سرحدي ځمکې پر سر له لانجې پيل شوې او وروسته يې زور اخيستي.,Positive
د بلوچستان وزيراعلٰي مير عبدالقدوس بزنجو په لسبيله كښې د هندو ياتريانو لپاره د هاسټل او ويټنګ هال منصوبې لپاره د 30 ملين روپو اضافي فنډ منظوري وركړه,Neutral
د ميدان وردګو د سينديزې حوزې رييس مولوي عبدالصمد حليم پژواک خبري اژانس ته وويل، ياد بند د دغې ادارې تر څارنې لاندې جوړېږي.,Neutral
نوموړي امريکا تورنه کړه چې اوس هم د افغانستان په چارو کې لاسه وهنه کوي او د هېواد په فضا کې اوس هم وخت نا وخته د دوي الوتکې لېدل کېږي.,Negative
هغه زياته کړه، په دې ډله کې بې‌وزلې او د طبيعي پېښو له امله ځپل شوې کورنۍ شاملې دي، خو ډېري يې هغه کورنۍ دي چې تېر کال له طبيعي پېښو لکه سېلابونو او نورو څخه زيانمنې شوې دي.,Neutral
د دې ادارې مسوولان وايي، د خلکو له شکايتونو او غير شرعي فعاليتونو وروسته يې، د دغو ځايونو د تړلو پرېکړه کړې ده.,Negative
د ښوونې، روزنې او دوکتورينو قوماندان ملا عبدالجبار صديقي فارغو شويو سرتېرو ته په وينا کې وويل چې د ترلاسه کړو زده کړو څخه د هېوادوالو او اسلامي نظام په ساتنه کې ګټه واخلي.,Negative
تر ټولو ډېر چې کړېږي، د دغې سيمې خلک آن د بدخشان ولايت بازارونو ته هم د سړک نه شتون له امله لاسرسي نه لري. مخابراتي شبکو هم د دې سيمې خلک نه دي وصل کړي او هر پلوه ځان خود ته پاتې دي.,Positive
په ولايتونو کې د کتاب‌تونونو له نشتوالي د ځينو زده‌کړيالانو شکايت,Neutral
پېښور 12 اپرېل (اے پي پي) د پېښور ډويژن کمشنر محمد زبېر خان د پشمني په وخت په حيات آباد كښې د مفت اوړو د وېش مركز دوره كړې په دې موقع كمشنر ته ډپټي كمشنر شاه فهد د انتظاماتو پحقله بريفنګ وركړو۔ په دې موقع کمشنر د وېش كاٶنټرو سره سره د انتظار د ځايونو هم دوره وكړه او انتظاميې ته ئې امر وكړو د روژې مباركې په مياشت كښې دې ټولو مستحقينو ته مفت اوړه وركول باوري كړې شي۔(SFA/SFA/1415),Neutral
د يادونې ده، چې په امريکا کې د ۲۰۱۸ او ۲۰۲۱ کلونو تر منځ د اورلګېدنې پېښو کې لږ لږه درې ميليونه څاروي وژل شوي دي.,Neutral
د توليد د کمښت له ناڅاپي اعلان وروسته د تېلو بيې لوړې شوې,Negative
لور د خپل پلار د اعدام سزا عملي کېدو ليدو ته پرې نه ښودل شوه,Positive
د يادونې ده چې د افغانستان د ۳،۵ ميليارد ډالرو کنګل شوې شتمنۍ صندق د څارنې په بورډ کې په سويس کې د امريکا سفير سکاټ ميلر، د سويس د بهرنيو چارو وزارت يو چارواکي الکساندر بومن، د افغانستان بانک پخواني رييس او د دغه هېواد د ماليې پخواني وزير انوارالحق احدي او د افغانستان بانک د عالي شورا پخواني غړي شاه‌محمد محرابي شامل دي.,Positive
هغه د اسنادو مراحلو طي کولو پروسه کې اسانتيا رامنځته کول، له بهرنيو هېوادونو سره د اړيکو جوړول او هم بهرنيو هېوادونو کې د داخلي توليداتو لپاره د نندارتونونو جوړول د صادراتو کچې د لوړوالي لپاره مهم ګڼي.,Neutral
وزيري دغه‌راز د دغې قومندانۍ د اطفائيې مديريت د کړنو په اړه وويل چې دغه مديريت ۱۵۳ د اورلګيدنې پېښو ته رسېدنه کړې، په دغو پېښو کې د څه باندې ۱۸۵ ميليون افغانيو په ارزښت خلکو ته زيانونه اوښتي او ۱۲۷ ميليون افغانيو په ارزښت توکي يې له سوځېدو ژغورل شوي دي.,Negative
سروري وويل: «له بده‌مرغه سږ کال ياده ناروغي څو برابره ډېره شوې چې د اندېښنې وړ ده، د خلکو نه پوهاوي او د بدن دفاعي سيستم کمروزي د پېښو د زياتوالي لاملونه دي.»,Positive
زده‌کوونکي اسحاق زياتوي: «موږ ته دې ښووني او اداره جوړه کړي، د ښوونکو او کتابونو کموالي هم لرو.»,Positive
کراچۍ: د بې درکه اووه کلنې ماشومې مړي موندل شوي، جنسي تېري پرې شوي,Positive
يوناما ويلي، د ملګرو ملتونو د منشور اتمې مادې له مخې، د ملګرو ملتونو لپاره دا ممکنه نه ده چې له بنديز سره سم عمل وکړي.,Negative
نوين الحق لومړي ځل دي چې دغه ليګ ته لاره کوي. پنځه واړه افغان لوبغاړي هند ته رسېدلي دي.,Positive
اسلامي امارت يوځل بيا د ملګرو ملتونو له امنيت شورا غواړي چې د سرپرست حکومت پر چارواکو سفري بنديزونه لرې کړي.,Positive
د اقتصادي چارو يو افغان کارپوه محمد محفوظ فقيري وايي، چې افغانستان کې د تير رژيم د ړنګيدو وروسته بانکي سيستم ډير ستر زيان ليدلي دي چې له امله يې په بانکدارۍ باندې د خلکو باور ډير ټنکي شوي دي.,Positive
د صدر عارف علوي سپريم كورټ بل بيا كتنې له بېرته لېږلو ثابت كړه چې هغه د هېواد صدر نه د تحريك انصاف جنرل سېكرټري دے٬ شېري رحمان,Negative
افغانستان په ۴۹ اورونو کې د ټولو لوبغاړو په سوځېدلو ۲۲۸ منډې جوړې کړې او سريلانکا ته يې د ۲۲۹ منډو هدف ورکړ. د ملي لوبډلې له لوري رحمن‌الله ګربز او رحمت‌شاه يو ځل بيا ښه وځلېدل؛ ګربز ۶۸ او رحمت‌شاه ۵۸ منډې جوړې کړې، محمد‌نبي هم ښه لوبه وکړه او ۴۱ منډې يې وکړې.,Positive
"""په تېرو جنګونو کې مو هم دلته مړي ښخ کړي او اوس هم دا دي وينو، چې دلته مړي ښخېږي په ټوله کې دا ښه حالات نه دي، خلک په دې اميد له کوره راوځي، چې ژوند او کار وکړي خپله پايله کې دوي دلته در په دره پراته وي"".",Neutral
مجاهد: له پاکستان سره د سرحدي شخړې حل په موخه يوې ګډې کمېټې کار پيل کړي,Positive
پاکستان د متحدہ عرب امارات سره خپلو اړېكو ته ډېر اهميت وركوي  ، عبدالقادر پټيل,Negative
خپله اوکراييني چارواکي بيا پر روسيه تور پورې کوي چې دا توغندي يې ويشتلي. د اوکرايين ولسمشر ولوديمر زېلېنسکي په يوه ټلويزيوني مرکه کې وويل: ''زه په دې کې هېڅ شک نه لرم، چې دا روسي توغندي دي. زموږ د پوځي معلوماتو له مخې باور لرم چې دا روسي توغندي دي. '',Positive
پېښور۔11 اپرېل (اے پي پي)د خېبرپښتونخوا د خزانې وزارت سركاري ملازمينو ته د اختر نه مخكښې تنخوا وركولو څخه معذرت كړے دے۔ د خزانې محکمي د مالي مشکلاتو په اړه چيف سيکرټري ته تفصيلي نوټ استولے دے په کوم کښي چي د ټولو مصاريفو او آمدن تفصيلات بيان كړې شوي دي٬ د صوبې په اكاؤنټ كښې 13 اربه روپۍ موجود دي او د تنخاګانو په مد كښې 45 اربه روپۍ ادا كول دي٬ د اپرېل په مياشت كښې هيله ده چې د وفاقي حكومت لخوا 20 نه تر 25 اربه روپۍ ترلاسه شي۔ په سركاري دستاوېز كښې وئيلې شوي دي چې د خزانې محكمه د تنخاګانو او پنش ادا كولو په پوزيشن كښې نه ده٬ د راروانې مياشتې په پېل كښې دې د تنخا جاري كولو اجازه راكړې شي۔ د دستاويز له مخې د اوړو په مد كښې 20 اربه ٬ ضروري خذماتو لپاره روغتونونو ته 3 اربه څخه زياتې ٬ صحت كارډ لپاره 1 ارب او مفت نصابي كتابونو له 1 ارب 30 كروړه روپۍ هم ادا كول دي۔,Neutral
د اسعدآباد ولايتي روغتون د ماشومانو څانګې متخصص ډاکټر داوود وويل: «هيموفيليا په وينه کې د يوه فکتور د کمښت ناروغي ده چې له امله يې د زخم په حالت کې وينه جريان پيدا کوي او هيڅ بندښت نه لري.»,Positive
پ﻿ه توپ اچونه کې د افغانستان فضل الحق فاروقي څلور، ګلبدين نايب درې، يمن احمدزي دوه او راشد خان يولوبغاړي وسوځاوه,Positive
يوې امريکايۍ محکمې ۱۹ کلنې پېغلې ته د خپل پلار د اعدام د حکم عملي کولو صحنې ته اجازه نه ده ورکړې.‌,Positive
د افغانستان بانک: تېر کال کې د بهرنيو اسعارو پر وړاندې د افغانۍ ارزښت په ښه ډول ثابت ساتل شوي,Negative
سرچينه وايي، ۳۵۳ افغانان نن پنج‌شنبه د کاناډا هېواد تورنټو ښار ته انتقال شوي خو دا يې نه دي ويلي چې ياد افغانان يې له کوم هېواده انتقال کړي دي.,Neutral
د کابل ښار په پل باغ عمومي سیمه کې یو کلچه پلورونکی محمدیوسف وایي، د قیمتۍ او له خلکو سره د پیسو نشتوالي له امله، د دوی کارونه هم د تېر په څېر ښه نه دي.,Neutral
ډاکټر عمري زياته کړه: «زما سپارښتنه دا ده چې د ماشومانو کرارولو لپاره موبايل او تابليت ورنه کړي، پر ژوند دې يې لوبې نه کوي، هماغه شېبه ښايي څو دقيقې ارام و اوسي، خو په راتلونکي کې د ماشوم او کورنۍ لپاره جنجال لري چې بايد د موبايل او تابليت څخه لرې وساتل شي.»,Negative
"ميلر دا يوه ""وېرونې پېښه"" بللې خو د لامل په اړه يې څه ندي ويلي. هغه وويل: ""يوځل چې موږ د دې تراژيدۍ د لامل او حقايقو په اړه پوه شو، له خلکو سره به يې شريک کړو، تر څو په راتلونکي کې د دې ډول غميزو مخه ونيول شي.""",Neutral
"خو د امريکا پخواني ولسمشر ښايي بيا خپل اکونټ ته راستون نه شي. هغه مخکې ويلي وو ""ددې لپاره هېڅ لامل نه وينم"".",Positive
د افغانستان لپاره د ملګرو ملتونو ځانګړې استازې روزا اوتنبايوا د سرپرست حکومت له لوړپوړو واکمنو چارواکو سره پر خبرو بوخته ده چې د دغه تصميم په اړه د ملګرو ملتونو اعتراض ورته وړاندې کړي او په سملاسي توګه د دغه امر د بېرته اخيستو غوښتونکې شي.,Negative
د سودان اوسني مشر عبدالفتاح البرهان ژمنه کړې چې د چټک ملاتړ ځواکونه به منحل کړي، خو د هغه سيال او د دغو ځواکونو مشر محمد حمدان دقلو ولسمشر مجرم ګڼلي دي.,Neutral
"ليندۍ ۰۱, ۱۴۰۱",Positive
امنيتي ځواكونو د بلوچستان په سبي سيمه كښې په استخبارتي بيسډ عمليات٬درې ترهه ګر ووژل شول,Negative
فليپين ته د ميرمن هريس په سفر کولو سره واشنګټن غواړي پداسې حال کې په سيمه کې مهم ستراتيژيک ملګري ولري چې د تايوان پر سره د امريکا او چين جنجال ډير شوي.,Positive
آرټيفيشل انټېلي جنس لپاره قومي ټاسك فورس تشكيل كړے شو ٬ د آئي اے په معيشت ګورننس او د زده كړو په څانګو كښې معارفي كولو له به تګلاره تجويز كوي٬ وفاقي وزير احسن اقبال,Neutral
ښاغلي سکاټ زياته کړه، چې تورن کس، وژل شوي باب لي يې پېژانده.,Neutral
پوليسو کابل کې د چادونو د پلان لرلو په تور څلور کسان نيولي دي,Positive
د دغو شنو خونو يو بل کاريګر احمد‌شاه وايي، د شنو خونو د پرمختګ لپاره دې حکومت ورسره د تخمونو په برخه کې مرسته وکړي، څو دوي وکولاي شي چې په لوړه کچه حاصل ولري او په غېر موسمي وخت کې پرې د خلکو اړتيا پوره شي.,Positive
د نوموړي په خبره، د دغه ښوونځي شاوخوا ته شل کلي دي، په زرګونو زده‌کونکي لري، دې ښوونځي پخوا هېڅ ډول اسانتياوې نه درلودې، خو بيا هم زده‌کوونکي او استادان راتلل او تر شنه اسمان لاندې پر ښوونه بوخت وو، خو اوس به د دغې سيمې زده‌کوونکي د ودانې له اړخه ستونزه ونه لري.,Positive
يادې سيالۍ په متحده عربي امارتو کې د افغانستان په کوربه‌توب ترسره شوې.,Negative
نيلاب مبارز له تعليمي پلوه يوه سرجن ډاکټره او پبلک ايډمنسټرېټره يا اداري منتظمه ده خو هغه په 2017م کال کې د افغاني سرې مياشتې ARCS مشره وټاکل شوه، دې چوکۍ هغې ته اجازه ورکړه چې د جګړې دواړو خواوو ته کار وکړي او حتي د طالبانو تر واک لاندې سيمو ته هم بشري مرستې ورسوي.,Positive
ماليې وزارت: سوداګر دې توکي په خپل جواز وارد او ګمرکي پړاوونه يې په خپل رسمي استازي ترسره کړي,Negative
د مقبوضه فلسطين صورتحال نړيوال امن او سلامتيا لپاره سنګين چېلنج دے ، نړيواله ورورولي دې د فلسطيني اولس د حقونو خلاف ورزو لاره نيولو لپاره اقدامات وكړي۔ د وزيراعظم  شهباز شريف فلسطيني اولس سره د يووالي ورځ په موقع پېغام,Positive
د يادونې ده، شاوخوا يوه مياشت وړاندې د کابل په بازارونو کې د يو من (٧ کيلوګرام) پيازو بيه شاوخوا ٥٠٠ افغانۍ وه، خو اوس يې د يو من بيه ١٥٠ افغانيو ته لوېدلې ده.,Neutral
په بدخشان کې يو کروندګر عاشور محمد وايي: «دا پنځه‌لس جريبه ځمکه ده، پاس پنځه جريبه ده، موږ پر دې ځمکو انجه کرلې ده.»,Negative
دغه احتجاج کوونکي د ګرجستان حکومت له خوا د روسيې د ملاتړ پر ضد او په دغه هېواد کې د ديموکراسۍ د محدودولو په اعتراض کې راټول شوي وو.,Neutral
محمدشاکر وويل، سيداحمد دوه ځلې کوژده کړې او بېرته يې فسخ کړې وه، ۶ مياشتې مخکې يې د درېيم ځل لپاره کوژده وکړه.,Negative
د دغو انتقالاتو ډېره برخه له منځنۍ آسيا، اروپا، روسيې او نورو هېوادونو افغانستان ته شوي واردات او له افغانستانه دغو هېوادونو ته صادرات جوړوي.,Neutral
يونسکو نن (شنبه) ديوه راپور په خپرولو سره ليکلي، دا ورځ د دې يادونه کوي چې هنر کولي شي نړۍ ان په حساسو او سختو شرايطو کې هم متحد او يو ځاي کړي.,Neutral
په کابل کې د يوناما دفتر له خوا د لړم په ۲۶مه په خپره شوې خبرپاڼه کې راغلي چې د ملګرو ملتونو د سرمنشي ځانګړې استازې او د يوناما مشرې روزا اوتنبايوا د ملګرو ملتونو د دوو ادارو (يو‌اېن‌اېف‌پي‌اي او يونيسف) له استازو سره کندهار ته ولايت ته سفر وکړ.,Positive
بيجنګ11اپرېل(اے پي پي)د چين صدر او د كميونسټ پارټۍ آف چائنا جنرل سېكرټري شي جن پنګ د سوئېلي د چين ګوانګ ډونګ ولايت په دوره تللے۔د نهې په ورځ د چين مېډيا له مخې شي جن پنګ د ګونګ ډونګ دورې په مهال زان چيانګ كښې د قامي 863 پلان پروجېكټ ميري كلچر سيډ پروجېكټ٬د مازانګ ډسټركټ هيوګوانګ ټاؤن كښې د شوون بندر ځاې او د ګوانګ ډونګ واټر ريسورسز ايلوكېشن پروجېكټ معائنه وكړه۔(zia/wam/2004),Neutral
خو د سنا په مجلس کې بيا دموکراتانو وکړي شو خپل اکثريت خوندي وساتي.,Positive
نوموړي همداراز زياتوي چې د پلازميني په نورو سيمو کې هم د غصب شويو ځمکو چېړنه روانه ده.,Neutral
ميدان وردګو کې د ۱۶ کانالونو پاکولو چارې پيل شوې,Negative
د ايران د دې لوړ پوړي چارواکي له دې څرګندونو سره هم مهال پژواک خبري اژانس رپوټ ورکړي چې د نيمروز ولايت ځايي اوسېدونکو ويلي چې د کمال خان بند اوبه پرون جمعه د پنځو ساعتونو لپاره د ايران پر لوري خوشې شوې وې.,Negative
عمران خان اولس به لارې كوي٬ د استعفي په معامله پي ټي آئي تقسيم شوې٬ انجينئر امير مقام,Positive
په لوګر کې ښوونځيو ته څه باندې ۲۰۰  زره ټوکه کتابونه وېشل کېږي,Negative
نوموړي د بېلګې په توګه وويل، ۴۰۰۰ افغانۍ يې په غبرګولي مياشت کې، ۱۹۰۰۰ افغانۍ يې په لېندۍ مياشت کې او ۲۹۴۰۰ افغانۍ يې په سلواغې مياشت کې له بېلابېلو موسسو څخه ترلاسه کړې دي.,Neutral
دغه سازمان مخکې د چلي او بوليويا د کان کېندونکو د يوې ۳۳ کسيزې ډلې په نوم چې ۶۹ ورځې په يوه کان کې ايسار پاتې وو، تر ځمکې لاندې د اوږدې مودې لپاره د ژوندي پاتې کېدو ريکارډ‌ ثبت کړي و.‌,Neutral
تېره اوونۍ په پاکستان کې د شميرو دولتي ادارې هيواد کې د روانې ګرانۍ نوې شميرې هم مخې ته راوړي وې چې دهغې له مخې په دغه هيواد کې دګرانۍ کچه 35.37فيصدي ته رسيدلې ده اؤ مطبوعات وايي دکال1965 نه راپديخوا دپاکستان کې دګرانۍ تر ټولو لوړه کچه ده,Negative
د پاکستان حکومت د تير کال اکتوبر په مياشت کې د ټي ټي پي سره مذاکرات پېل کړي چې پکې د ټي ټي پي سره په کابل کې د پاکستان نه تللو جرګو ليدنې هم کړې وې، او تحريک طالبان پاکستان د روان کال د مې د مياشتې راهسې ډز بندي کړې او دغه ډز بندي بيا د پاکستان د حکومت سره د مذاکراتو په مهال د نامعلومه وخته پورې غځول شوې وه کومه چې طالبانو پرون ختمه کړه.,Positive
د دې ولايت اوسېدونکي وايي، د دغه ګډ بازار جوړېدل به د دواړو هېوادونو تر منځ د سوداګرۍ په وده او د کاري زمينو د برابرولو په برخه کې مثبت اغېز ولري.,Negative
دغه‌راز د يو بل خبر له مخې، په پکتيا کې هم لسګونه وسلې ترلاسه شوې دي.,Negative
د اقتصادي چارو شنونکي آذرخش حافظي هم څرګندوي:«اړينه ده چې د دغو مرستو د دوام لپاره اسانتيا رامنځته شي او او پلمې په لاس ورنه کړل شي چې د مرستې د دوام مانع شي.»,Neutral
د تخار له طبيعي پېښو سره د مبارزې رييس ملا احمدسير ساجد پژواک اژانس ته وويل: «له دوو شپو راهيسې د شديدو بارانونو په پايله کې چې د سېلابونو راوتلو لامل شوي، خلکو ته مالي او ځاني زيانونه اوښتي دي.»,Negative
کابل (پژواک، ۲۷ لړم ۱۴۰۱): د افغانستان لپاره د ملګرو ملتونو د ځانګړي استازي مرستيال مارکس پوتزل وايي، سوله‌ييز او باثبات افغانستان داسې ټول‌شموله سياسي بهيرونو ته اړتيا لري چې د ټولو افغانانو حقونو ته درناوي ولري.,Positive
کلات (پژواک، ۷ لېندۍ ۱۴۰۱ ): د زابل د عامي روغتيا رياست وايي، په دغه ولايت کې په يوه ورځ دوه سوه کسان تورې غاړې ته پر ورته ناروغۍ اخته شوي چې له امله يې دوو ماشومانو خپل ژوند له لاسه ورکړي دى.,Positive
افغانستان کې د «ترهګرۍ» په هکله د تاجيکستان د بهرنيو چارو وزير اندېښنه,Positive
خو د ښځينه سوداګرو د ټولنې رييسه وايي، د دغه سازمان مرستې يې نه‌دي تر لاسه کړي,Neutral
د يادونې ده، واخان د افغانستان د بدخشان ولايت يوه غرنۍ ولسوالي ده چې د منځنۍ اسيا په زړه او د افغانستان په شمال‌ختيځ کې واقع ده. دغه راز شمال ته يې د پامير، سوېل ته يې د قراقروم او لوېديځ ته يې د هندوکش غرونه دي.,Positive
