headline,label
دبنگ خان کے ساتھ سلور اسکرین پر نظر آسکتی ہیں انشکا شرما,entertainment
بی جے پی ممبر پارلیمنٹ کا ٹویٹ، شوبھا ڈے جی ، اپنی خوبصورتی پر نہ کریں اتنا ناز,entertainment
ساراعلی خان اس سیاستداں کے پوتےکےعشق میں تھیں دیوانی، اداکارہ نےخود کیا انکشاف,entertainment
صوفیہ حیات کا دعویٰ: مجھ پر مرتے تھے روہت شرما، بریک اپ کیی بتائی یہ بڑی وجہ,entertainment
کے ایل راہل سے کی درخواست ! ، پھر چوکا لگاکر پرتھوی شا نے رقم کردی نئی تاریخ,cricket
!عاطف اسلم کو ان کے گانے کو لے کر لتا منگیشکر نے سنائی کھری کھوٹی,entertainment
کیکی چیلنج میں تین نوجوان گرفتار ، کورٹ سے ملی یہ انوکھی سزا,entertainment
شرمناک : سگے بھائی پر 12 سال کی معصوم بہن کی آبروریزی کا لگا الزام ، ملزم فرار,crime
آسٹریلیا کی جم کر دھنائی کرکے پاکستانی بلے باز بابر اعظم نے قائم کئے کئی سنگ میل ، بنے نمبر ون بلے باز,cricket
"بھابھی جی "" کے وبھوتی کو ملا سلمان خان کا ساتھ""",entertainment
"ٹی 20 میں "" ٹریپل سنچری "" بنانے والے پہلے ہندوستانی کھلاڑی بنے ایم ایس دھونی",cricket
عامر خان نے مانا خراب ہے ’ٹھگس آف ہندوستان‘، مداحوں سے مانگی معافی,entertainment
ودیا بالن کے شوہر ہیں 32 ارب کے مالک، بہت دلچسپ ہے انٹرن سے سی ای او بننے کی کہانی,entertainment
کیا اس افیئر کی وجہ سے ’برباد‘ ہوا تھا ارمیلا ماتونڈکر کا کریئر؟,entertainment
دن بہ دن خراب ہوتی جا رہی ہے کپل شرما کی صحت، یہ نئی تصویر ہے اس بات کا ثبوت,entertainment
سلطان میں کام نہیں کررہی ہیں انوشکا,entertainment
چاکلیٹ کیلئے کانسٹیبل کرتا تھا خاتون کو بلیک میل ، ہوٹل میں لے جاکر کی آبروریزی ، گرفتار,crime
آئی پی ایل 2018 : دلچسپ مقابلہ میں رائل چیلنجرس بنگلورو نے سن رائزرس کو 14 رنوں سے ہرایا,cricket
فلم 'رنگیلا راجا' میں وجے مالیا اور بابا رام دیو سے متاثر کردار ادا کریں گے گوندا,entertainment
بابا صدیقی کی افطار پارٹی میں نئے لک میں نظر آئے سلمان خان,entertainment
بیوی نے کس کرتے وقت کاٹ دی شوہر کی زبان، کہا- بلکل بھی اچھا نہیں تھا وہ,crime
پریتی زنٹا چھیڑ چھاڑ معاملہ میں نیس واڈیا کو بڑی راحت ، ہائی کورٹ نے خارج کیا کیس,entertainment
! ٹیسٹ رینکنگ: ٹیم تو جیت گئی، لیکن خطرے میں پڑ گئی وراٹ کوہلی کی بادشاہت,cricket
آئی پی ایل میں لگاتار 6 میچ ہارنے کے بعد وراٹ کوہلی نے اٹھایا یہ قدم ، مداحوں نے سنادی کھری کھوٹی,cricket
رکشا چلانے والا بنا عظیم بلے باز,cricket
بیٹے کی پیدائش کے بعد ٹینس اسٹار ثانیہ مرزا کی جم واپسی، شیئر کی تصویر,entertainment
جواں ہے محبت ' 1946 کے گانے کے ری میک پر ایشوریہ رائے کی ادائیں دیکھیں آپ نے؟',entertainment
لندن میں ہو رہا ہے عرفان خان کاعلاج،سوشل میڈیا پر بیان کیا اپنے دل کا حال,entertainment
'آسٹریلیا میں ٹیم انڈیا کی سب سے بڑی جیت، اس سابق کرکٹر نے گایا 'دل دیاں گلاں,entertainment
انجلینا جولی نے عراق کے موصل میں پناہ گزینوں سے کی ملاقات، کہا - ان کی مدد کریں,entertainment
ٹائمس سیلیبیکس کی فہرست میں سلمان اور انوشکا نمبر ون,entertainment
امپائر نے نو بال دی تو مچ گیا ہنگامہ ، 9 منٹ تک رکا رہا کھیل ، اب کپتان نے کہا : مجھے انصاف چاہئے,cricket
سلمان خان اور دیپیکا پڈوکون فلموں میں کیوں نہیں آئے ساتھ ؟ بھائی جان نے کیا یہ بڑا انکشاف,entertainment
آسٹریلیا میں جیت کے بعد انوشکا نے کوہلی کو دی 'وراٹ' جھپی: ویڈیو وائرل,cricket
آبروریزی کے بعد حاملہ ہوئی 16 سال کی طالبہ ، ملزم مسلسل دے رہا ہے اسقاط حمل کرانے کی دھمکی,crime
اکشے کی رستم نے ریتک کی موہن جوداڑو کو پیچھے چھوڑا ، جانئے کس نے کتنی کمائی کی,entertainment
انوپم کھیر کو انٹرنیشنل انڈین فلم اکیڈمی ایوارڈ سے نوازا جائے گا,entertainment
نیشنل ٹیلی ویژن پر روہت سوچانتی نے سب کے سامنے کردیا بوتل میں پیشاب,entertainment
فلم 'لو راتری ' ہو گئی 'لو یاتری ' ، تو بھی کم نہیں ہوئی سلمان خان کی مشکل ،ا ب اس شہر میں ہوئی ایف آئی آر,entertainment
مس ہوا ہوائی سے لے کر مام تک ، کچھ ایسا رہا سری دیوی کا سفر,entertainment
وزیر اعظم مودی پر بنی فلم ’چلو جیتے ہیں‘ کی ہوئی راشٹرپتی بھون میں اسکریننگ,entertainment
محمد نبی کی موجودگی میں پہلی بارہاری ان کی ٹیم، ریکارڈوں کا شہنشاہ بن گیا ہے یہ افغانی کرکٹر,cricket
افغانستان کے راشد خان نے رقم کی نئی تاریخ ، ٹی 20 کرکٹ میں یہ کارنامہ انجام دینے والے بنے پہلے اسپنر,cricket
پیدا ہوتے ہی چلی گئی تھیں دونوں آنکھیں، اب ٹیم انڈیا میں شامل ہوا یہ کشمیری کھلاڑی,cricket
"ہندوستان بمقابلہ پاکستان: سرفرازاحمد کے ماموں کا دعویٰ ""جیتے گی ٹیم انڈیا""۔",cricket
بیس سال کی لڑکی کا 4 سال تک کیا ریپ، حاملہ ہونے پر شخص نے کیا یہ,crime
شادی کنفرم ہوتے ہی پرینیتی چوپڑا نے جیجا نک سے کر ڈالی ایسی ڈیمانڈ ، سن کر اڑجائیں گے آپ کے ہوش,entertainment
عاشق کے ساتھ بستر پر بیٹھی تھی حاملہ ماں ، چار سال کے بیٹے نے کیا ایسا کام کہ جان کر اڑ جائیں گے ہوش,crime
"دیپکا سے شادی کے بعد "" گھر جمائی "" بننے والے ہیں رنویر سنگھ ، پیش آئی یہ پریشانی",entertainment
اے آئی بی نے اڑایا وزیر اعظم مودی کا مذاق، تنمے بھٹ کے خلاف ایف آئی آر درج,entertainment
سورا بھاسکر کے بعد اب یہ اداکارہ ویب سیریز میں کرتی نظر آئیں گی ماسٹربیٹ سین,entertainment
انڈیا بمقابلہ انگلینڈ: کوہلی کی جدوجہد کے باوجود ٹیم انڈیا برمنگھم میں شکست سے دوچار,cricket
ورلڈ کپ سے عین قبل وسیم اکرم نے پاکستان کی ٹیم کو لے کر دیا بڑا بیان ، کہہ ڈالی ایسی بات,cricket
آئی پی ایل 2019: دھونی نے کھیلا وراٹ کوہلی کی 'نیند اڑانے والا شاٹ'۔ اسٹیڈیم کے باہرپہنچائی گیند,cricket
آسٹریلیا میں ٹسٹ سیریز جیتنے کے بعد انعامات کی بوچھار، ٹیم انڈیا کے ہرکھلاڑی کوملےگا لاکھوں کا انعام,cricket
دل والے کے نئے گانے کی ویڈیو ریلیز,entertainment
بنگلہ دیش کے خلاف افغانستان کی جیت کے ہیرو راشد خان نے اپنے یوم پیدائش پر بنا ڈالے یہ پانچ شاندار ریکارڈ,cricket
آٹھویں جماعت کی طالبہ نے اسکول میں بیٹی کو دیا جنم ، پھراسکول نے کیا کچھ ایسا کہ حیران ہوجائیں گے آپ,crime
میں انشکا شرما کے لئے پوری طرح وقف ہوں: وراٹ,entertainment
اپنی بیویوں کے سنگین الزامات کا سامنا کرنے کے باجود عمران خان اور محمد سمیع کو ملی کامیابی,cricket
’سنجو‘ کے قابل اعتراض سین کے خلاف شکایت درج,entertainment
جب اکشے کے گلے لگ کر پھوٹ پھوٹ کر روئیں شلپا شیٹی: دیکھیں تصویریں,entertainment
جھانوی کپور نے ماں سری دیوی کے لئے خود لکھی کویتا ، سن کر رو پڑیں گے آپ ، ویڈیو دیکھیں,entertainment
سلمان خان نے ایک بار پھر دکھائی دریا دلی ، اب یولیا کے لئے کرنے والے ہیں کچھ ایسا,entertainment
وائیڈ بال نہیں دی تو امپائرپر ہی چیخ پڑا بنگلہ دیش کا یہ کھلاڑی ، چکانی پڑ گئی بڑی قیمت ,cricket
مولانا آزاد نیشنل اردو یونیورسٹی میں شاہ رخ خان کو ڈاکٹریٹ کی اعزازی ڈگری دی گئی,entertainment
اسٹنٹ کرنے میں عمر کا کوئی دخل نہیں: امیتابھ بچن,entertainment
انڈیا بمقابلہ انگلینڈ : ساوتھمپٹن ٹیسٹ کے پہلے دن بنے یہ چار شاندار ریکارڈ س,cricket
معصوم بچیوں کو بناتا تھا اپنی حیوانیت کا شکار ، ملی 16 مرتبہ پھانسی کی سزا,crime
کیرالہ میں بھی دہلی کے نربھیا جیسا سانحہ، ریپ کے بعد طالبہ کا وحشیانہ قتل,crime
پاکستان کے اس 18 سالہ گیندباز نے سب کو بنایا اپنا مرید، لوگ بتا رہے ہیں پاک کرکٹ کا مستقبل,cricket
ہندوستان کے خلاف میچ سے قبل پاکستان کے اس تیز گیند باز کو جھٹکا ، آئی سی سی نے عائد کیا جرمانہ,cricket
....پلوامہ حملہ پر بولے ارجن رامپال- خون کے بدلے خون,entertainment
آئی پی ایل سٹہ بازی کیس : کرائم برانچ نے اداکار ارباز خان سے پوچھے یہ 17 سوالات !۔,entertainment
دیکھئے کرن سے طلاق کے بعد کتنی بدل گئی ہے ان کی سابق اہلیہ جینیفر,entertainment
مسلسل جیت کے بعد بھی اڑرہا ہے پاکستان کا مذاق، یہ تصویردیکھ کرآپ بھی نہیں روک پائیں گے ہنسی,cricket
پاکستانی فنکاروں پر پابندی پر بالی ووڈ منقسم ، پڑھیں : کس نے کیا کہا ؟,entertainment
آئی پی ایل 2019 : سیمسن کی سنچری پر بھاری پڑی وارنر کی طوفانی نصف سنچری ، حیدرآباد نے جیتا میچ,cricket
آئی پی ایل میچ میں کھلاڑیوں سے زیادہ توجہ پارہی ہے دھونی کی بیٹی جیوا، آپ بھی دیکھیں ویڈیو,entertainment
آئی پی ایل 2019 : 47 سال کے مرلی دھرن کو 20 سال کے راشد خان نے دیا چیلنج ، پھر ہوا کچھ ایسا کہ سب رہ گئے حیران !۔,cricket
سوتیلی ماں نے 4 سال کوٹھری میں رکھا بند اور کھانے کو دی سوکھی بریڈ، مرنے کی حالت میں پہنچا بچہ,crime
فلم ’زیرو‘ کے سیٹ پر کٹرینہ کا سہارا بنا یہ شخص، اداکارہ نے کیا انکشاف، پڑھیں,entertainment
رویندر جڈیجہ نے کہا، میں تو ایشیا کپ دیکھ بھی نہیں رہا تھا، ایک فون آیا اور آ گیا دبئی,cricket
شاہ رخ خان کے بیٹے آریان کرنے جا رہے ہیں بالی ووڈ میں ڈیبیو، اس اسٹار کی بیٹی ہوگی ان کی ہیروئن,entertainment
تصاویر: انٹرنیشنل ماڈلنگ فیم بنی چھتیس گڑھ کی یہ لڑکی ، ریحانہ جیسی آتی ہے نظر,entertainment
ہٹ اینڈ رن کیس : سپریم کورٹ کا سلمان خان کو نوٹس,entertainment
ڈانس کرتے- کرتے اسٹیج پر گریں سپنا چودھری، ویڈیو زبردست وائرل,entertainment
راکھی ساونت نے کہا : ماڈرن ماں ہیں رادھے ماں، اس میں غلط کیا ہے؟,entertainment
سلمان کو عبدالکلام سے نہ مل پانے کا افسوس,entertainment
ڈبیو ٹیسٹ میں طوفانی سنچری بنانے والے تھوی شا نے کہا : کھڑوس ہیں روہت شرما,cricket
کلنک فلم کاٹریلرلانچ: ایک ساتھ نظرآئے بالی ووڈ کے کئی ستارے,entertainment
پاکستانی ٹیم کومل گیا ہاردک پانڈیا، ایشیا کپ میں دکھائے گا جلوہ,cricket
سابق بگ باس کنٹیسٹنٹ صوفیہ حیات کے ساتھ لندن میں مار پیٹ,entertainment
اکشے کمار نے پیڈ مین میں کام کرنے پر فخر محسوس کیا ،فلم 9فروری کو ریلیز,entertainment
یوگی راج میں جنگل راج: ہائی وے پر خاندان کو یرغمال بنا کر 4 خواتین سے گینگ ریپ,crime
آئی پی ایل 2019 : راجستھان رائلس کیلئے بری خبر، پہلے میچ گنوایا اور اب کپتان رہانے پر لگا لاکھوں کا جرمانہ,cricket
شعیب ملک سے چھکا کھا کر ہارنے پر رو پڑا افغانستان کا یہ گیندباز، ملک خود سمجھانے گئے,cricket
شاہ رخ خان سے ملنے آیا تھا یہ شخص، 19 ماہ کی ہوگئی جیل، اب بھیجا گیا اپنے وطن,entertainment
یوم پیدائش: بالی ووڈ کے ستارے نصیر الدین شاہ نے آرٹ فلموں کو نئی بلندی بخشی,entertainment
جب بالی ووڈ کے یہ اداکار بنے ہم جنس پرست! دیکھیں تصاویر,entertainment
کشور کمار کے وہ گانے جن کا جادو آج بھی ہے برقرار,entertainment
ہندوستانی خواتین ٹیم نے بھی نیوزی لینڈ کو روند دیا، متالی راج نے چھکا لگا کرجتایا میچ,cricket
ٹیم انڈیا کی خراب کارکردگی سے حرکت میں آئی بی سی سی آئی، کوہلی - شاستری پرگرسکتی ہے گاج,cricket
ایم ایس دھونی نے کھیلا آخری میچ ، اب لینے والے ہیں ریٹائرمنٹ ؟,cricket
شادی کے ایک سال بعد وراٹ کوہلی نے بتائی انوشکا شرما سے شادی کرنے کی وجہ!۔,cricket
میلبورن میں ہندوستان کو ملی تاریخی جیت، آسٹریلیا کو 137 رن سے ہرایا,entertainment
پاکستان : معروف ادکار علی ظفر پر جنسی استحصال کا الزام ، گلوکارہ میشا شفیع نے کہا : اب خاموش نہیں رہ سکتی,entertainment
نیوزی لینڈ کے خلاف پہلے ٹی 20 میچ سے قبل پاکستانی ٹیم کو لگا جھٹکا ، نہیں کھیلے گا یہ بڑا کھلاڑی !۔,cricket
پہلی ہی فلم میں اسٹار بننے والے اس اداکار کی یہ ہو گئی حالت، کر رہا ہے یوگا ٹیچر کا کام,entertainment
بالی ووڈ کے معروف اداکار عامر خان کو سوائن فلو، منسوخ کئے سبھی پروگرام,entertainment
رائل چیلنجرس بنگلور کی شکست کا سلسلہ ہوا ختم، کنگس الیون پنجاب کو ہرا کر حاصل کی پہلی جیت,cricket
سالگرہ پر خصوصی : انوشکا شرمانے اپنی بے باک اداکاری سے خاص شناخت بنائی,entertainment
مصنفہ اور شاعرہ امرتا پر یتم کے کردار میں نظر آئیں گی پرینکا چوپڑا,entertainment
مشہور اداکار عرفان خان نے کہا، میں مولویوں سے نہیں ڈرتا,entertainment
پاکستانی ٹیم نے اڑائی کنگاروں کی دھجیاں، آسٹریلیا کے خلاف ٹی -20 سیریزمیں کردیا کلین سوئپ,cricket
پاکستانی فنکار معاملہ پر پرینکا چوپڑا نے کہا : مجھے ملک سے محبت، لیکن نشانے پر ہمیشہ فنکار ہی کیوں؟,entertainment
ٹی وی اداکارہ روپا گانگولی پر حملہ، ملزمان کو پولیس نے کیا گرفتار,crime
مہاراشٹر: اورنگ آباد میں 60 سے 70 کے درمیان مدرسہ طالبات کی بگڑی حالت، ایک کی حالت نازک,crime
شیکھر دھون نے کوہلی اور پجارا کو لے کر کیا ایسا ٹویٹ ، سوشل میڈیا پر ہوگئے جم کر ٹرول,cricket
آسٹریلیا سے ٹیسٹ سیریز جیتنے کے بعد وراٹ کوہلی نے کیا ناگن ڈانس، دیکھیں ویڈیو,cricket
"""سکھ سماج نے ظاہر کیا اعتراض ، سنی لیونی کی فلم سے ہٹے "" کور",entertainment
پنچکولہ میں سیکس ریکٹ کا پردہ فاش،4 خواتین سمیت 6 گرفتار,crime
ماسٹر بیشن سین کو لے کر سورا بھاسکر کے والد کر ٹرول کررہا تھا شخص ، اداکارہ نے دیا کرارا جواب,entertainment
پرینکا چوپڑا جے گنگا جل میں کام کر کے محسوس کر رہی ہیں فخر,entertainment
کافی ود کرن میں ہوا انکشاف، کرکٹر کے ایل راہل ہیں بالی ووڈ کی اس حسینہ کے دیوانے,entertainment
ملائکہ کا ہاٹ ویڈیو ہو رہا ہے انٹرنیٹ پر وائرل، آپ بھی دیکھیں,entertainment
چوتھے ٹسٹ میں ٹیم انڈیا کی شکست یقینی، سیریز بھی ہاتھ سے گئی,cricket
ہندوستانی کرکٹ ٹیم کے ان 15 کھلاڑیوں کو مل سکتا ہے ورلڈ کپ کا ٹکٹ,cricket
بی جے پی ممبر پارلیمنٹ کنور سنگھ تنور کے بیٹے کو کال گرل نے لوٹ لیا,crime
پونے لوک سبھاسیٹ سے مقابلہ کرنے کی خبروں کومادھوری دکشت نے کیامسترد,entertainment
پرینیتی چوپڑا نے جوتا چرائی کی رسم میں جیجو نک سے مانگے اتنے لاکھ روپئے,entertainment
آئی پی ایل 2019 : 14 رن سے ہاری راجستھان ، صرف 18 گیندوں میں ہی گرگئے آخر کے 7 وکٹ,cricket
ہاکی عالمی کپ: ہندستان کا دھماکہ خیزآغاز، پہلے ہی میچ میں جنوبی افریقہ کو 0-5 سے روندا,cricket
لمبے بال اور بڑھا ہوا وزن، کیا آپ نے پہچانا یو یو ہنی سنگھ کو,entertainment
ٹی وی کی اس اداکارہ نے توڑ ڈالیں بولڈنیس کی ساری حدیں، شیئر کیں ایسی سیکسی تصویریں,entertainment
ہندوستان میں کام نہیں کرپائیں گے پاکستانی فنکار ، ممبئی فلم سٹی میں نوجوت سنگھ سدھو کی انٹری پر بھی پابندی,entertainment
شاہ رخ خان کی فلم زیرو نے ریلیز سے پہلے ہی قائم کی نئی تاریخ ، فلم کا سپرہٹ ہونا اب تقریبا یقینی,entertainment
کوئی ژراف، تو کوئی چرکٹ، جانیں بالی ووڈ کے ان اسٹارس کو گھر پر کیا بلاتے ہیں ان کے والدین,entertainment
..وراٹ کوہلی نے کھولے دل کے راز، چادنی رات میں بیوی انوشکا کے ساتھ یہ کرنا کرتے ہیں پسند,cricket
پاکستانی کرکٹر شاہد آفریدی نے اپنی ریٹائر منٹ کی خبروں پر دیا یہ بڑا بیان,cricket
ماں بننے کے بعد بھی فلموں میں کام کرتی رہیں گی کرینہ,entertainment
ریلوے ڈرائیور بننا چاہتے تھے اوم پوری ، جانئے کیسے پہنچ گئے فلمی دنیا میں,entertainment
تیمور کی تصویر کھینچ رہے فوٹو گرافر پر سیف کو آیا غصہ، بولے- بچہ اندھا ہو جائےگا,entertainment
امیتابھ اور پرینکا ہوں گے بے مثال ہندستان کے برانڈ سفیر: ذرائع,entertainment
ایک دوسرے کو الوداع کہہ چکے ہیں انوشکا اور وراٹ،اب نہیں ہو گی مصالحت,entertainment
"پرینکا نے کھولا راز""اب تک کیوں پوشیدہ رکھی تھی اپنی منگنی کی خبر""۔",entertainment
خاتون کو اغوا کرکے 4 لوگوں نے کی اجتماعی عصمت دری ، ہائی وے پر پھینک کر فرار,crime
امام الحق کو تیسرے ون ڈے میں کیوں نہیں کھلایا ، پاکستانی کپتان سرفراز احمد نے بتائی یہ وجہ,cricket
وشو ہندو پریشد نے موسیقار اے آر رحمن کو گھر واپسی کا مشورہ دیا,entertainment
بنے گی زبردست جوڑی، پہلی مرتبہ ساتھ نظر آئیں گے کمل ہاسن اور سلمان خان,entertainment
مال کے اسٹور میں ایک گھنٹے تک پھنسی رہیں سنی لیونی ، جانے پھر کیا ہوا,entertainment
سالگرہ اسپیشل: گیراج میں کام کرتے تھے 'گلزار'، بیوی کی سرعام کر دی تھی پٹائی,entertainment
ٹوٹ گیا ورا ٹ کوہلی کا یہ ارمان ! میلبورن ٹی 20 میں بارش نے پھیرا پانی ,cricket
ہندوستان کوغیرملکی سرزمین پر کامیاب ہونے کے لئے ذہنی طورپرمضبوط ہونے کی ضرورت: ایڈم گلکرسٹ,cricket
"بالی ووڈ ویلن کا انکشاف ، اب ""ریپ سین ""سے پہلے کرتے ہیں یہ کام",entertainment
ٹائمز سیلیبكس کی فہرست میں شاہ رخ اور کاجول نمبر ون,entertainment
نصیر الدین شاہ نے انوپم کھیر سے متعلق بیان کو کیا خارج ، کہا : توڑ مروڑ کر پیش کیا گیا میرا بیان,entertainment
رنویر نے بتایا اسکول ٹائم کا راز، اس لئے پہنتے ہیں عجیب وغریب کپڑے,entertainment
میچ کے دوران ممبئی کے اس کھلاڑی نے ٹیم کے سامنے اتارے کپڑے ، ملی سخت سزا,cricket
پاکستان میں آئی پی ایل نشریات پر پابندی ، عمران حکومت نے لگایا یہ سنگین الزام,cricket
آسٹریلیائی کپتان نے کیا تھا پریشان، رشبھ پنت نے اس طرح سے لیا 'بدلہ'۔,cricket
بھوجپوری اسٹار کھیساری لال نے سرعام اداکارہ مدھو شرما کو کیا کس ، دو کروڑ لوگوں نے دیکھا یہ ویڈیو,entertainment
پرینکا چوپڑا نے نک جونس کو سوشل میڈیا پر دیا بوسہ، تصویر وائرل,entertainment
نیوزی لینڈ : مسجد میں نماز ادا کرنے والے تھے بنگلہ دیش کے کرکٹرز ، اسی دوران شروع ہوگئی فائرنگ,cricket
کیپٹن کول دھونی کی زندگی پر بننے والی فلم کے لئے ان کے ہی جم میں ورزش کررہے ہیں سشانت,entertainment
کرن جوہر نے شعلے فلم 100مرتبہ دیکھی ہے,entertainment
بالی ووڈ اداکارہ نے اپنے بوائے فرینڈ کے ساتھ والی رومانٹک تصویریں کی شیئر ، دیکھیں,entertainment
ہوشیار! کہیں آپ کا فیشن نہ بن جائے بیماری کا سبب,entertainment
بچوں کے لئے 2 نینی رکھ کر ٹرول ہوئی میرا راجپوت، اس ویڈیو کو دیکھ کر لوگوں کو آیا غصہ,entertainment
!سفید ساڑی کو سیکسی بنانے کا کام بس راج کپور ہی کر سکتے تھے,entertainment
شاہ رخ- سلمان نہیں ریتک روشن ہیں سال 2018 کے سب سے ہینڈسم اسٹار، جاری ہوئی یہ فہرست,entertainment
یوراج کی ہوئیں ہیزل، گردوارے میں شادی، دیکھیں- مہندی سے لے کر شادی تک کی تصویریں,entertainment
‘کنگنا نے پھر دیا بے باک بیان۔ کہا، ’ میں اتنی کامیاب ہوں کہ سیاست میں جانے کی ضرورت نہیں,entertainment
بگ باس 12 جیتنے والی دیپکا قبول کر چکی ہیں اسلام، فیضہ ہے ان کا اصلی نام,entertainment
مشہور سنگر اور وائیولنسٹ بالا بھاسکر بھیانک کارحادثے کا شکار ، حادثے میں گئی بیٹی کی جان,entertainment
مدھیہ پردیش : آٹھویں کلاس کی 15 سالہ نابالغ لڑکی کو اجتماعی آبروریزی کے بعد زندہ جلا دیا گیا,crime
ایسے ہوئی تھی 'ہیرا ٹھاکر 'کی اہلیہ کی موت,entertainment
"پرینکا چوپڑا نے چھپ کر ""کارپارکنگ"" میں نک جونس کو کیا کس ، ہاٹ تصویریں وائرل",entertainment
ایشیا کپ 2018 : یہ چار پاکستانی کھلاڑی ٹیم انڈیا کا کر سکتے ہیں بڑا نقصان ، رہنا ہوگا محتاط,cricket
آئی پی ایل 2019 : دھونی کا دھماکہ ، چنئی سپرکنگس نے راجستھان کو دی مات,cricket
ہندوستان کے سب سے 'ضعیف' کپتان بنے دھونی، توڑ ڈالے یہ ریکارڈ,cricket
صرف آٹھ دن میں ہی 300 کروڑ کا ہندسہ پار کر گئی پریم رتن,entertainment
"ویسٹ انڈیز کے اس گیند باز نے پھینکی کرکٹ تاریخ کی سب سے ""شرمناک ""نو بال",cricket
کٹرینہ کیف کے بغیر ہی جگا جاسوس کا سیکوئل بنائیں گے انوراگ باسو,entertainment
اس ہیرو کی شرٹ اتروانے کے کیوں خلاف تھے بالی ووڈ اداکار سلمان خان؟,entertainment
کرایہ کا مکان تلاش کر رہی داروغہ کی اہلیہ کی طمنچہ کے نوک پر آبروریزی ، ملزم گرفتار,crime
آئی سی سی ٹی 20 رینکنگ میں کلدیپ یادو کی بڑی چھلانگ ، پاکستانی گیند باز شاداب خان کو چھوڑا پیچھے,cricket
سنی لیون نے سیکس سیل کی تصویر شیئر کرکے پورن سائٹوں پر پابندی کی مخالفت کی,entertainment
مشہور اداکار امیتابھ بچن کے ساتھ پھر سےکام کریں گے شاہ رخ خان,entertainment
سلمان خان نے لگائی گھوڑے سے ریس، دیکھیں جیتا کون؟,entertainment
ہندوستان بمقابلہ نیوزی لینڈ: وراٹ کی غیر موجودگی میں ٹیم انڈیا کو ملی سب سے بڑی ہار,cricket
اب مشت زنی سین کرکے سرخیوں میں آئی یہ اداکارہ ، بولڈنیس کی ٹوٹ گئی ساری حدیں,entertainment
گروگرام : آبروریزی کے بعد تین سال کی بچی کا بے رحمی سے قتل ، پرائیویٹ پارٹ میں ڈالی لکڑی,crime
آئی پی ایل 2019 : وراٹ کوہلی کی ٹیم میں شامل ہوا یہ طوفانی گیند باز ، کیا آر سی بی کی بدلے گی قسمت,cricket
لندن میں چاقو سے حملہ کرنے والا ذہنی مریض، حملہ میں ایک خاتون ہلاک ، 5 افراد زخمی,crime
ممبئی میں پارٹی کرتی نظر آئیں شلپا شیٹی اور امرتا اروڑہ ، دیکھئے مستی بھری تصویریں,entertainment
سنسر بورڈ نے دیکھتے ہی بین کر دی تھی یہ 7 فحش فلمیں، صرف یوٹیوب ہے دیکھنے کا آخری کا راستہ,entertainment
!جب سلیم خان نے اپنے سسر کے نام پر رکھ دیا تھا اس کردار کا نام اور کٹوا دئیے تھے ہاتھ,entertainment
میچ کے دوران کریز پر ہی پاکستانی نزاد اس کرکٹر کو پڑا دل کا دورہ ، ایمبولینس سے لے جانا پڑا باہر,cricket
ہندو دہشت گردی پر پرکاش راج نے کمل ہاسن کی حمایت کی ، کہا : مذہب کے نام ڈرانا دہشت گردی نہیں تو اور کیا,entertainment
شہنشاہ جذبات دلیپ کمار 18 سال پرانے چیک باؤنسنگ مجرمانہ کیس میں باعزت بری,entertainment
تین افریقی نوجوانوں نے گایا ’کل ہو نہ ہو‘ سوشل میڈیا پر ویڈیو نے مچائی دھوم,entertainment
اندرا گاندھی اور سیرینا ولیمز کو قابل تقلید مانتی ہیں کٹرینہ,entertainment
پلوامہ حملہ: سینے اسوسی ایشن کا بڑا قدم، بالی ووڈ میں پاکستانی فنکاروں پر لگی پابندی,entertainment
سلمان کی سابقہ بھابی کو ڈیٹ کر رہے ہیں ارجن کپور؟,entertainment
جب 'خبر' ملی کہ میں پوجا اور مہیش بھٹ کی بیٹی ہوں: عالیہ بھٹ,entertainment
انوشکا کے 'وراٹ' انگلینڈ میں 6 دنوں کے بعد دیں گے بڑی خوشخبری؟,cricket
میرا راجپوت نے رات دو بجے لکھی انسٹاگرام پرحمل کی کہانی، پوسٹ وائرل,entertainment
بالی ووڈ اداکارہ سونم کپوراوآنند اہوجا کا رومانٹک کس ویڈیو انٹرنیٹ پر وائرل,entertainment
"شعیب ملک نے توڑا برینڈن میک کولم کا ریکارڈ ، یہ "" کام "" کرنے والے بنے دنیا کے دوسرے بلے باز",cricket
فلم سلطان کی کامیابی سے خوش اداکارہ انوشکا نے سلمان کے بارے میں کہی یہ بات,entertainment
جلد ہی سلور اسکرین پر شہناز حسین کا کردار نبھائی نظر آئیں گی ایشوریہ,entertainment
آسٹریلیا میں ٹیم انڈیا کی تاریخی کامیابی پر پاکستانی وزیر اعظم عمران خان نے کہی یہ بات ، جیت لیا سب کا دل,cricket
سرفراز احمد کی جگہ پاکستانی ٹیم میں آیا یہ نیا وکٹ کیپر، چوکا لگا کر جتایا میچ,cricket
دلہن کے لباس میں سلمان خان کی والدہ کے ساتھ نظر آئیں کٹرینہ کیف، تصویر ہوئی وائرل,entertainment
‘انکشاف: 19 پہلے بدلا گیا تھا ’دھڑکن‘ کا کلائمیکس، نہیں تو انجلی کے ماں بنتے ہی مر جاتا ’دیو,entertainment
جموں وکشمیرکا یہ نوجوان کرکٹراب آئی پی ایل میں دکھائے گا اپنا جلوہ,cricket
