Cleaned_Tweet,Class
ﺍﮮ ﺁﺭ ﻭﺍﺋﯽ ﺩﯾﮑﮫ ﮐﺮ ﻣﯿﺮﮮ ﭘﺎﭘﺎ ﮐﻮ ﻣﺮﮔﯽ ﮐﮯﺩﻭﺭﮮ ﭘﮍﺗﮯ ﺗﮭﮯ ﻣﺒﺸﺮﻟﻘﻤﺎﻥ ﮐﻮ ﺩﯾﮑﮫ ﮐﺮ ﺣﻤﺰﮦﮐﻮ ﻟﻘﻮﮦ ﮨﻮ ﺟﺎﺗﺎ ﮨﮯ ﻣﺮﯾﻢﮔﻠﻮ ﺑﭩﻨﯽ,N
نہ ہی پوچھیں تو اچھا ہے,P
ملک میں بحث چل رہی ہے کہ نئے انتظامی یونٹس کا قیام ہو یا نہ ہو جو لوگ اس تقسیم کے خلاف ہیں ان کے پاس کوئی معقول جواز نہیں بس گاالیاں ہیں,N
لفافہ ھے بڑی چیز جہان تگ و دو میں پہناتا ھے بے شرم کو تاج سر دارااقبال سے معذرت کے ساتھ,N
میں نے ایٹم بم بنایا ھے او بھائی ایٹم بمب کوٹ لکھپت والی اتفاق فیکٹری میں نہیں بنتا ایٹم بم کہوٹہ کی ایٹمی,P
یہ لفظوں كى شرارت ھے سنبهل کر کچھ بهى ل كهنا تم محبت لفظ ھے ليكن یہ اكثر هو بهى جاتى ھے,P
ﭘﺎﮐﺴﺘﺎﻥ ﺁﺳﭩﺮﯾﻠﯿﺎ ﭨﯿﺴﭧ ﺳﯿﺮﯾﺰ ﺳﮯ ﻗﺒﻞ ﺑﯿﻦ ﺍﻻﻗﻮﺍﻣﯽ ﮐﺮﮐﭧ ﮐﻮﻧﺴﻞ ﻧﮯ ﭨﯿﺴﭧ ﺭﯾﻨﮑﻨﮓ ﺟﺎﺭﯼ ﮐﺮﺩﯼ ﮨﮯ,P
ان ہتھیاروں پر پابندی لگائی جائے دوستوں کے ساتھ ضرور شئیر کریں شکریہ,P
لاہور چھاپہ مار ٹیم نے موقع سے مردار گوشت ھی برآمد کرلیا عائشہ ممتاز,N
میری دعا ھے کہ نیا اسلامی سال ھمارے ملک کیلئے بہتری لے کر آئے مسلمانوں کو نئے اسلامی سال کی مبارک,P
پاکستان کی قومی کرکٹ ٹیم کے سابق کپتان شعیب ملک کا باوٴلنگ ایکشن بھی مشکوک قرار دے دیا گیا روزنامہ ا ردو پوائنٹ,N
زرداری نے زبان سے چندے کا لفظ منہ سے نکالا تو ٹوٹ پڑے اسکی اپیل پر لوگوں نے سمجھاشاید کہہ رہا ہے چ ندے یعنی دیوار میں چ ندے,N
ایم کیو ایم کو دھمکی آمیز خطوط بھیجے جا رہے ہیں رہ نما ایم کیوایم آصف حسنین,N
ﻻﮨﻮﺭ ﻣﺤﺮﻡ ﺍﻟﺤﺮﺍﻡ ﮐﮯ ﺍﺣﺘﺮﺍﻡ ﻣﯿﮟ ﺩﮬﺮﻧﺎ ﺧﺘﻢ ﮐﯿﺎ ﮔﯿﺎ ﺟﻠﺴﻮﮞ ﮐﺎ ﺳﻠﺴﻠﮧ ﺟﺎﺭﯼ ﮨﮯ ﭼﻮﺩﮬﺮﯼ ﭘﺮﻭﯾﺰ ﺍﻟﮩ ﯽ,P
محترم نواز شریف اور نون لیگ سے ایک سادہ سوال,P
صرف اسلام آباد میں بیٹھے رہنے سے عوام کا شعور بیدار کیا جا سکتا تو ڈاکٹر طاہر القادری,P
ﺑﻴﺸﮏ ﺍللہ ﻟﻮﮔﻮﮞ ﭘﺮ ﮐﭽﮫ ﻇﻠﻢ ﻧﮩﻴﮟ ﮐﺮﺗﺎ ﮨﺎﮞ ﻟﻮﮒ ہیﺍپنی ﺟﺎﻧﻮﮞ ﭘﺮ ﻇﻠﻢ ﮐﺮﺗﮯ ﮨﻴﮟ ﺳﻮﺭﮦ ﯾﻮﻧﺲ,P
استعفی دینے کے لئے باغی جتنی ہم ت چاہے,N
یزید کی وکا لت نہ کیا کر حسین نجات کا سفینہ ہے نظر آتاہے جس میں چہرہ کربلا تو بس اک آئینہ ہے,P
پنجاب میں ہونے والے ضمنی الیکشن میں حصہ لیں گے طاہر القادری سچ ٹی وی,P
ميری پرواز جاں ميں حائل ہے سانس ٹوٹے ہوئے پروں جيسی دل کي بستی ميں رونقيں ہيں مگر چند اجڑے ہوئے گھروں جيسی,P
مسجد میں ریپ کرنے والے امام کو سال قید صرف بیس مزید پڑھیں,N
حضرت مولانا محمود اشرف عثمانی صاحب مدظلہ حاجیوں کیلئے چند ھدایات,P
کراچی باپ بیٹے اورسابق ایف آئی اے ملازم سمیت افراد ہلاک,N
ہن تے سردیاں آ گیی ین نے لسی ویسے ہی مک جانی جے,P
امریکہ میں انگریز سنگر نے پاکستان کے حق اردو زبان میں گانا گا کر پاکستانیوں کے دل جیت لیے,P
سید تو خود مہاجر ہیں خورشید شاہ کیسا سید ہے جسے اپنے سید ہونے پر ندامت اور جاگیردار ہونے پر فخر ہے,N
مزیدار کھانا کھانے کے بعد اس نے بل منگوایا پیسے نکالنے کیلئے جیب میں ہاتھ ڈالا بٹوا نہ پا کر نادیدہ خوف سے اس,N
عوامی تحریک کے سربراہ ڈاکٹر طاہر القادری کا واپس کینیڈا جانے کا فیصلہ,P
کام بھی ایک جیسے ہوتے ہیں,N
لمحہ فکریہ,N
سیتا وای ٹ کا وقوعہ تو مملکت خداداد پاکستان کی حدود سے باہر کا ہے اس لیے اسلامی حد لاگو نہیں ہو سکتی,N
محسن طلوع ماہ محرم کے ساتھ ہیہر دل مثال شہر خموشاں اداس ہے,N
عمران خان صاحب کو اور اگست کی درمیانی شب یقینا یاد ہو گی جب انکے رفقا اور کارکنان جلسے کے بعد وہاں سے جا چکے,P
کچھ ایسی بات محرم کا چاند کہتا ہے کہ سال بھر م را د ل کربلا میں رہتا ہے,P
سعودی عرب القاعدہ کی حمایت پر خواتین کو سزائیں,N
هم اپنے حصے کا پاکستان ساتھ لائے پهلے پاکستان بنایا پهر یهاں آئے خواجه اظهار ایم کیو ایم,P
طاہر القادری صاحب ہاشمی کی طرح بے بنیاد انکشافات کب شروع کریں گے,N
حضرت اسما بنت یزید سے روایت ہے کہ رسول الله صلی اللہ علیہ وسلم نے ارشاد فرمایاکہ قیامت کے دن سب لوگ زندہ کیے جانے کے بعد ایک وسیع اور ہموار,P
کہیں پڑھا تھا جمیعت علما پاکستان بریلوی فقہ کے علما کی ہے لیکن یاد نہیں ٹھیک سے,N
پاکستان مسلم لیگ ن روشن پاکستان کا نشان,P
کراچی این ای ڈی یونیورسٹی میں ایڈمیشن کیلئے انٹری ٹیسٹ کا اعلان ہو گیا,P
مولانا ڈیزل سے ڈیزل خان تک کا شرمناک سفرڈیزل آ نہیں رہا ڈیزل آ گیا ہے,N
کرکٹ کی الف ب نہیں پتہ تو جنونی ہونے کا فائدہ کیا وہ سلیم یوسف ہے,N
ایرانی دہشتگرد امین شہیدی نے اگست کو اسلام آباد میں مولانا فضل الرحمن سے انتقام کا اعلان کیا تھاوہی ہوا بس الله نے مولانا کو بچا لیا,P
ﻻﮨﻮﺭ ﺷﮩﺮﻣﯿﮟ ﻣﺮﺩﮦ ﺟﺎﻧﻮﺭﻭﮞ ﮐﮯ ﮔﻮﺷﺖ ﮐﯽ ﻓﺮﻭﺧﺖ ﮐﺎ ﺍﻧﮑﺸﺎﻑ ﻓﺮﻭﺧﺖ ﮨﻮﻧﯿﻮﺍﻟﮯﮔﻮﺷﺖ ﻣﯿﮟ ﻣﺮﺩﮦ ﮔﮭﻮﮌﮮ ﺍﻭﺭﮔﺪﮬﮯ ﮐﺎ ﮔﻮﺷﺖ ﺑﮭﯽ ﺷﺎﻣﻞ,N
کچی شراب پی کر قائم علی شاہ شہید ھوگئے پٹواریوں کو اطلاع دی جاتی ہے کہ شاہ جی کی چیتا کو بعد از عصر جلایا جائے گا,N
اللہ جانے وے ماہی تیرا پیار کی اے دل دی اوداسی نی جاندی,P
نومنتخب ضلعی ذمہ داران جماعت اسلامی راولپنڈی جنرل سیکرٹری راجہ جواد احمد نائب امرا سجاد احمد عباسی ابو عمیر,P
اور اگر کہیں فٹ ہوتی تو وہاں کر بھی لیں,N
وزیر اعلی نے یقین دہانی کرائی کہ حکومت جرائم پر قابو پانے کیلئے تمام وسائل بروئے کار لائے گی,P
اگرچہ انسان کو مقدر سے زیادہ رزق نہیں ملتا لیکن رزق کی تلاش میں سستی نہیں کرنی چاہیے,P
قل ھواللہ احد اللہ الصمد لم یلد ولم یولد ولم یکن لہ کفوا احد,P
واہ جناب واہ اچھی رہی جناب خود کو فرشتہ سمجوں وہ انسان ہیں,P
اب سمجھ آرہی ہے انہی مولویوں کو نبی کریمﷺ کے وارث سمجھتے تھے آپ لوگ آی عقل ٹھکانے,N
دانشمندی نہیں ہے کہ آپ وزیر اعظم کا استعفے مانگتے مانگتے خود اپنے استعفی دیدیں تحریک انصاف اسمبلیوں میں بے شک نہ جائے لیکن استعفے نہ دے,N
بلوچستان میں جنگلی کتوں کو آزاد چھوڑنے کے بعد وزیر اعلی کہتے ہیں حالات کو خراب کرنے میں غیرملکی ہاتھ شامل ہے,N
یہ دقیق اور باریک گتھی اپ ہی سلجھائیں,P
تمام اہل اسلام کو نیا اسلامی سال مبارک ہو الله پاک یہ سال ہمارے لیئے رحمتوں اور برکتوں کا باعث بنائے ہمارے حال,P
اے اللہ اس ملک کے محسن عمران خان کو کامیابی عطا فرما اسے کبهی اپنے مخلوق کے سامنے نہ جهکاہمیں اسکا ساتھ دینے کی توفیق عطافرما,P
ﺁﺧﺮﯼ ﻓﺘﺢ ﺧﺎﻣﻮﺷﯽ ﮐﯽ ﮨﻮﺋﯽ ﺍﻭﺭ ﺁﻭﺍﺯ ﻓﻨﺎ ﮨﻮ ﮔﺌﯽ,P
نواز شریف کے استعفے کے بغیر کنٹینر سے نہیں نکلوں گا عمران خان جھوٹے ہر روز نکلتا ہے بنی گالا بھی جاتا ہے پ,N
زندگیقدم گھسیٹ گھسیٹ کے چل رہی تھی اور دن لمبے ہوتے جارہے تھے ایک دن ایک سال کے برابر ایک گھنٹا ایک دن جتنا,N
ہوشیار خبردار شھباز شریف کے چھوٹے بیٹے سلمان شھباز کا درد ناک و دلخراش سکینڈل منظر عام پہ آگیا ان واہیات ناسور,N
تحریک انصاف کا صدرہاشمی حساس وقت پر ساتھ چھوڑ جائے تو خان کوفرق نہیں پڑا قادری کے جانے سے کیوں پڑے گا جو تحریک انصاف کا ممبر بھی نہیں,N
عابدش رلی وہ شر لی ہے جو دھماکہ کم کرتی ہے بدب و زیادہ پھیلاتی ہے,N
ناچ گانے والا پاکستان نہیں چاہیے لیکن میری بیٹی اچها ناچتی ہے راناخطابت اور ٹهمکے ساتھ ساتھ شرمیلا,N
ھائے کیا چیز ھے محبت بھی,P
پھر نون لیگی کیسے جھیلتی ہیں وہ تو بہت عجیب ہیں ہر وقت ہی سڑے سڑے رہتے ہیں,N
ہم نے اپنے وجود کی چادر تنگ اپنے گمان پر کی ہے,N
لاہور ملاقات میں وفاقی اورصوبائی کابینہ میں ممکنہ ردوبدل پرتبادلہ خیال,P
ریاست خلافت اسلام کی محافظ اور مسلمانوں کے امور کی نگہبان ھوتی ھے اگر ان دونوں فرائض کی ادائیگی کو ترک کرتی ھے تو,P
نیوز چینلز کے پرائم ٹائم پر لایا گیا انقلاب اٹھ گیاخطرہ ہے انقلاب کے روح رواں قبض شکار نہ ہوں لہذا وقت پر اسبغول پی لیا کریں,N
نھی ان کو شرم نھی آتی کیونکه انھوں نے شرم بیچ کھائ ھے,N
بن بلائے آجاتا ہے کبھی سوال نہیں کرتایہ تیرا خیال آخر کیوں میرا خیال نہیں کرتا,N
دوستو تنقید کرنے سے پہلے یہ تو سوچیں کہ اگر دهرنہ ختم هو گیا هے تو پهر ان دهرنوں کا اعلان کیوں حقیقت میں دهرنہ,N
پہلے چاند تارے ہوا اور خوشبو اچھے لگتے تھے اب صرف تم,P
سنا ہے دھرنے میں سب کچھ مل رہا ہے کیا کوئ چرسی ھے,N
اگر دھرنے سے کچھ اچھا ہو تو کامیابی ہے ورنہ اس کا کیا کرنا,P
پاکستان تحریک انصاف کا اکتوبر کو استعفوں کے معاملے پر بات کرنے کیلئے اسپیکر قومی اسمبلی کے سامنے پیش ہونے کا فیصلہ,P
قومی اسمبلی دوہری شہریت والوں کو الیکشن لڑنے کی اجازت کا بل پیش جنوبی پنجاب کو الگ صوبہ بنانے کا مسترد,P
عوام کو مصروف رکھو بیوقوف بناتے رہو اور ملک لوٹتے رہوصوبے کا ڈرامہ رچا تے رہو کراچی کے عوام کو بیوقوف بنا تے,N
پیپلز پارٹی اپنے رویے کے باعث ایک صوبے کی جماعت بن گئی ہے فاروق ستار,N
جا چکے ھو مگر نہیں جاتے تم تو ہجرت کمال کرتے ھو,P
دوسرے اضلاع سے آنے والے ٹریفک وارڈنز اور افسران اپنے وائرلیس سیٹ اور گاڑیاں بھی ساتھ لائیں گے,P
یہ جو کچھ لوگ فرشتوں سے بنے پھرتے ہیں میرے ہتھ ے کبھی چڑھ جائیں تو ا نساں کر دوں,P
تھر میں بچے بھوک پیاس سے مر رہیں ہیں تم کہتے ہو سندھ نہ ڈیسوں,N
کہانی آپ ا لجھی ہے کہ ا لجھائی گئی ہے یہ عقدہ تب کھلے گاجب تماشا ختم ہو گا,N
شدید کھانسی ہے بھائی,N
لاہور جاں بحق ہونے والے رانا اشرف کے ورثا نے لاش سڑک پر رکھ کر احتجاج کرنا شروع کردیا,N
جو درد دل لوگ اور دھرنے میں شامل ھونے کی تمنا رکھنے والے دوست دھرنے ختم ھونے پر افسرد ہ ھیں اور اپنی بساط کے,N
کراچی لیاقت آباد ٹمبرمارکیٹ میں آتشزدگی کئی دکانیں جل گئیں,N
ہمارا یہ مطالبہ ائینی ہیں خالد مقبول صدیقی,P
مریم نواز کی یوتھ لون اسکیم کی چیرپرسن تعیناتی کے خلاف درخواست کی ہائیکورٹ میں سماعت,N
عوامی تحریک کے رہنما کی کارکنوں کو آبائی علاقوں میں جا کر بلدیاتی انتخابات کی تیاری کرنے کی ہدایت,P
بہت بہت شکریہ ہم نے تو مٹھائی کھانی ہے آپ سے,P
متوجہ ہونے کے لئے شکریہ یہ میرا ڈایلاگ ہے,P
پہلا ٹیسٹ آسٹریلیا کیخلاف پاکستان کی بیٹنگ جاری,P
عمران خان ان لوگوں کو سیاست میں لے آئے ہیں جن کیلئے سیاست ایک گالی تھی عمران خان کی پنجاب میں مقبولیت بہت بڑھی,P
پنجاب مزید افراد ڈینگی وائرس کا شکار,N
دہشتگردی میں جاں بحق گریڈ کیلیے لاکھ گریڈ کو لاکھ روپے امداد ملے گی وزیر اعظم میاں محمد نواز شریف,P
سیکیورٹی خدشہ عمران خان کے کنٹینر کے پیچھے کنٹینر رکھ دیئے,P
ایم کیو ایم کا سندھ حکومت اور آزاد کشمیر حکومت سے علیدگی کا علان فاروق ستار,N
ساتھ مل کے ہنسے گا مگر جب آپ رونا چاہو گے تو آپ کو دلاسہ دینے والے تو مل جائں گے مگر آپ کے ساتھ رونے والا کوئی,N
طاہر القادری محرم الحرام میں یورپ اور شمالی امریکا کا دورہ کریں گے ذرائع قادری پردیسی ہونے لگاہے,P
مولانافضل الرحمان نے جس طرح عورتوں سے متعلق بات کی ہے وہ انتہائی شرمناک ہے شیریں مزاری,N
مجھے ایسا لطف عطا کیا جو ہجر تھا نہ وصال تھامرے موسموں کے مزاج داں تجھے میرا کتنا خیال تھاکسی اور چہرے کو,P
علاقے کی ہر دل عزیز معروف شخصیت,P
ہاشم ویلفیئر سوسائٹی رجسٹرڈ پنڈی ہاشم کی ایدھی سنٹر کراچی میں ڈکیتی کی دلیرانہ,N
اللہ تعالی ہمیں باعلم اور باعمل بزرگان دین کی صحبت نصیب فرمائیں تاکہ ہماری اخلاقی تربیت ہوسکے اور گناہ کے ارادوں کا وہ علاج کرسکیں,P
لاہور انڈر ٹیم کا اعلان سعود سکیل کپتان برقرار,P
پتھرو تمہاری اوقات ھے کیا اس شخص کا دل اف توبہ,N
چل ٹھیک ہے,P
ابن ڈیزل ہوا کرے کوئی میرے درد کی دوا کرے کوئی,N
انقلاب میں پھٹے هوئے نوٹ بھی بطور چنده چل جائیں گے چندے سے انقلاب,P
جنگی ساز و سامان پر قبضے کی ویڈیو کی تحقیقات امریکہ کے محکمۂ دفاع نے کہا ہے کہ وہ دولت اسل,N
حلقہ بندیوں سے پہلے الیکشن کمیشن کے موجودہ ممبران مستعفی ہوجائیں اگر نہ ہوئے تو ان کا گھیراؤ بھی کیا جاسکتا ہے,N
بریکنگ سلیم کی گرفتاری کیلئے لیاری اورکورنگی میں چھاپے مارے گئے پولیس ذرائع,N
سردار بنے سے پہلے علم حاصل کرو کہیں ایسا نہ ہو کہ سرداری کا غرور تمہیں طلب علم سے روک دے اور تم جاہل بن کر زندگی گذارو سیدنا ع مر فاروق,P
بجلی کٹ گی لہذا چندہ براے ڈیزل ہے میرے چندہ,N
کھیل اور نماز الگ الگ ھیں اپ زرا پڑھا کریں مینڈک اچھے نھیں ھوتے,P
کابل مسجد میں ریپ کرنے والے امام کو سال قیدکی سزاسنادی گئی روزنامہ ا ردو پوائنٹ,N
چندے سے انقلاب لانے والی سوچ کو سات توپوں کی سلامی,P
حجر اسود وہ سیاہ پتھر جو بیت الله کے جنوب مشرق میں دروازے کی بائیں طرف والے کونے میں باہر کی طرف نصب ہے یہ پتھر جنت سے زمین پر آیا تھا,P
سہیل بخاری کا کہنا تھا کہ تعزیتی ریفرنس میں یاسین ملک کے قریبی دوستوں کی شرکت نہ کرنے پر انہیں بہت افسوس ہے,N
جو ھو سکے تو تنہائیوں میں پڑھ لینا تمہارے لئے دل کی کتاب لایا ھوں,P
جی دوستوآج کاسوال کیمرہ کس نے ایجاد کیا جواب دیں انعام جیتیں,P
کبھی کبھی یوز کرتا ھوں,P
مذہبی امور کے وزیر سردار محمد یوسف اور رکن قومی اسمبلی محمد صفدر نے اسلام آباد میں وزیر اعظم محمد نواز شریف سے ملاقات کی,P
کراچی عاشورہ محرم پر عزادارن کوہرممکن سہولیات فراہم کی جائیں رکن قومی اسمبلی محبوب عالم,P
شرمناک پراپگینڈامیرا بھائی جامع گجرات میں پڑھتا ہے اس نے تو ایسی کوئی رپورٹ نہیں دی اس نے,N
وزیر اعظم کے استعفی تک دھرنا ختم نہیں کروں گا عمران مزید پڑھیئے,P
حالات کے مطابق فیصلے لینا پڑتے ہیں عوامی تحریک سرمایا داروں کی جماعت نہیں کے صرف اپنی انا کی خاطر اتنے ریسورسز,N
بس پڑوس ملک سے بھی جاننے والے کافی ہیں,P
یکم محرم الحرام یوم فاروق اعظم رضی الله عنه ملک بھر میں مذهبی عقیدت و احترام سے منایا جاے گا سیدنا عمر فاروق,P
پهر بهائی مجهے میں بتا دیں میں جاننا چاہتا ہوں کون ہے وہ,P
بجلی کی قیمتوں میں اضافہ واپس,P
گناہ انسانی روح کے لئے زہر کا درجہ رکھتا ہے,N
پاکستان سکور ایک وکٹ کے نقصان پر پاکستان کو رنز کی مجموعی برتری احمد شہزاد اوریونس خان پر ناٹ آؤٹ,P
برازیل میں بصارت سے محروم خواتین کے لیے ڈانس اسکول کھول دیا گیا جن کی مہارت کو داد دیئے بغیر کو,N
ﺍﺳﺘﯿﻌﻔﯽ ﻣﺎﻧﮕﻨﮯ ﻭﺍﻟﮯ ﭼﻨﺪﮦ ﻣﺎﻧﮕﻨﮯ ﭘﺮ ﺁﮔﺌﮯ,N
آپکی ٹوئیٹس کے کیا کہنے ماشا اللہ اللہ پاک آپ کو ڈھیروں اجر عطا فرمائے آمین,P
ڈات کے کهڑا هے آب عمر انٹهیک کرے گا سب کپتان نیا بنے گا پاکستان نیا بنے گا پاکستان انشا آللہ,P
بادام بیش بہا فوائد کا حامل جسمانی اور دماغی قوت اور قوت حافظہ میں اضافہ کرتا ہے دماغ اور آنکھوں کے لئے بہترین,P
پشاور حزب اختلاف کی جانب سے محمد علی شاہ کا نام سامنے آیا,P
اور اضافی لوڈ شیڈنگ پر کس کو ذمہ دار ٹھیرایا جائے,N
ایڈا توں مڑیکا دا صدرمیں آپ مصروف ھو نہہ,P
مشیر کے عہدے کیلئے لطیف بٹ کی جگہ خالد محمود لیں گے,P
حضرت علی رضی اللہ عنہ کہتے ہیں رسول اللہ صلی اللہ علیہ وسلم نے فرمایا مہدی ہمارے اہل بیت میں سے ہو گا اور,P
حنیف محمد کے پوتے شہزر محمد نے پاکستان کرکٹ میں پی آئی اے کی طرف سے سنچری بنا کر ریکارڈ بک میں اپنا نام منفرد تعارف کے طو پر درج کرا دیا,P
پھلا ٹیسٹ پاکستان اسڑیلیا کے خلاف ٹاس جیت کربیٹنگ کافیصله خضربلوچ,P
ہر کچھ عرصے بعد انقلاب کے نام پر یہ ناٹک اس خوف کے پیش نظر رچایا جاتا ہے کہ عوام کہیں حقیقی انقلاب کے لئے ہی کھڑے نہ ہو جائیں,N
خورشید شاہ کے توہین رسالت و توہین صحابہ کا مرتکب ہونے پر تھانہ سکھیکی منڈی ضلع حافظ آبادمیں درخواست جمع,N
تحفظات دور کرنے کی بجائے معطل کر دیا گیا جاوید نسیم,N
شامی صاحب تو ایڈیٹر اور تجزیہ نگار ہیں میں رپورٹر ہوں جو اینٹ اٹھاتا ہوں بڑے بڑے کرپشن سکینڈل نکلتے تو میں جذباتی کیوں نہ ہوں رؤف کلاسرا,N
محکمہ موسمیات کیمطابق بحیرہ عرب میں ہوا کے کم دباؤ میں مزید شدت آرہی ہے امکان ہے آئندہ گھنٹوں میں یہ سمندری طوفان میں تبدیل ہوجائے گا,N
استعفی کی بعد تو ہم پارلیمنٹ سے ہی باہر ہو جائیں گے قادری کی طرح ہمیں شرپسند عناصر کہا جائے گا,N
حضرت عمر کی شان زاہدانہ,P
لاہوریوں نے اجتماع عام کے لیے دل کے دروزے کھول دیے ڈونرز کانفرنس میں ڈیڑھ کروڑ سے زائد رقم جمع کروا دی,P
سلسلہ وار پڑھنے کے لیے,P
گلی گلی میں شور ہے عمران خان ڈیزل چور ہے چندے سے انقلاب,N
کاش مفتی محمود اس رات صبر کر لیتے اور قوم اتنے بڑے حادثے سے بچ جاتیکاش ڈیزل پیدا نہ ہوتا,N
سانحہ ہزارہ کے ملزموں کو جلد از جلد گرفتار کیا جائے گا عبدالمالک بلوچ,N
حضرت عمر نے سعد بن وقاص کے نام فاروقی حکم نامے میں لکھا جومال تقسیم کے بعد بچ جائے اسے قرآن کی تعلیم حاصل کرنے والوں کو دے دینا مشاہیر الاسلام,P
جزاک اللہ میں اسی کے انتظار میں ابھی تک سویا نہیں,P
جی بلکل کرپش سے انقلاب آتے هین,P
قادری انکل نے جو کفن س لوایا تھا نواز حکومت کے لیے وہ کہاں گیا,N
لاہور وائرس کے مریضوں کے علاج کے لئے تربیت دی جارہی ہے ڈی جی ہیلتھ,P
بنگلہ دیش کی بڑی سیاسی پارٹی جماعت اسلامی کے سابق سربراہ غلام اعظم انتقال کر گئے ہیں,N
استعفی دوتحریک اب استعفی لواورچندہ دوتحریک میں بدل گئی مریم نواز کاٹویٹ,N
ﺍﻧﻘﻼﺏ ﮐﺎ ﺍﯾﺠﻨﮉﺍ ﻧﮧ ﺑﺪﻻ ﮨﮯ ﻧﮧ ﺑﺪﻟﮯ ﮔﺎ ﮐﯿﺌﺮﭨﯿﮑﺮ ﺣﮑﻮﻣﺖ ﺑﮭﯽ ﻗﻮﻣﯽ ﺣﮑﻮﻣﺖ ﺑﻦ ﺳﮑﺘﯽ ﮨﮯ ﻣﮕﺮ ﻣﮏ ﻣﮑﺎ ﻭﺍﻟﯽ ﺣﮑﻮﻣﺖ ﻧﮩﯿﮟ ﭼﺎھتے طاہر القادری,P
پاک چین سرحدوں کی نگرانی کیلئے بھارت کا ڈرون طیارے استعمال کرنے کا فیصلہ روزنامہ ا ردو پوائنٹ,P
جلسہ ضلع گجرات کی تاریخ کا ناقابل فراموش اور,N
جو بے حس حکومتیں ہوتی ہیں ان کی پشت پر باہر سے ہاتھ ہوتا ہے جیسے ہماری معیشت کو آئی ایم ایف نے سنبھال رکھا ہے جنرل حمید گل,N
قرب کے نہ وفا کے ہوتے ہیں سارے جھگڑے انا کے ہوتے ہیں بات ہوتی ہے صرف نیت کی وقت سارے د عا کے ہوتے ہیں بھول,P
سعودیہ عرب میں ٹریفک حادثہ پاکستانی جاں بحق ہوگئے,N
غازی تربیلہ گورنمنٹ پرائمری اسکول الدو میں دوران اسمبلی بجلی کی تارگرگئی طلبہ جھلس کرزخمی اسپتال منتقل پولیس,N
رسول اللہ نے فرمایا تم سے پہلی امتوں میں کچھ ایسے لوگ تھے جن سے فرشتے باتيں كرتے تهے اگر میری امت میں کوئی ہوتاتووہ عمرہوتے,P
ہم پیپلز پارٹی سے اپنے حکومتی تعلقات کو ختم کررہے ہیں فاروق ستار,N
جہلم تحریک إنصفاف سونامی کی لہریں سولہ نومبر کو جہلم سے ٹکرایں گی,N
آگیا ماہ محرم بچھ گیا فرش عزا عرش سے انسو بہانے آگئی ہے فاطمہ ع زیادہ سے زیادہ شیئر کریں اور کمینٹ کریں,P
ایک جماعت سندھیوں کے جذبات سے کھیل رہی ہے کہ مہاجر قابض ہو رہے ہیں جبکہ دوسری جماعت مہاجروں کے جذبات سے کہ سندھی قابض ہو رہے ہیں,N
ہاں اج کچھ پرابلم ہے ٹیوٹر میں ٹھیک سے اپڈیٹ نہیں ھورہا ٹیوٹر کچھ کرو,N
خوبصورت نظم تمہیں یاروں مبارک ہو عمرابن خطاب آیا خدا سے میں نے مانگا تھا دعاؤں کا جواب آیا سیدنا عمر فاروق رضی اللہ تعالی عنہ,P
دوبئی ٹیسٹ کے پہلے دن پاکستان کی آسٹریلیا کے خلاف بیٹنگ مشکلات کا شکار میچ پی ٹی وی سپورٹس پر براہ راست,N
آپ کہاں سے ہو بھیا کینیڈا سے یا شوکت خانم ہسپتال میں پیدا ہوئے تھے چندے سے انقلاب,N
راولپنڈی فتح جنگ میں وین اور ٹینکر کی ٹکر لوگ فوت زخمی جماعت اھلسنت کی طرف سے کراچی میں حضرت عمررضی کی شھادت کے موقعے پر ریلی نکالی گئی,N
مار دیا جائے ک چھوڑ دیا جائے بول تیرے ساتھ کیا سلوک کیا جائے,N
مولانا صاحب آپ کی عزت لوگ آپ کے والد صاحب کی وجہ سے کرتے ہیں کل آپ کے مدرسوں پر بھی کئی سوالات اٹھ سکتے ہیں,P
جب تک ذندہ ہوں یہیں بیٹھوں پاکستان خان وطن کی مٹی مجھے ایڑیاں رگڑنے دے مجھے یقین ہے کہ چشمہ یہیں سے نکلے گا,P
ایسے بنے گا نیا پاکستان اور ملک کے نام نہاد وارثوں خوش ہو,N
آفریدی کی زیر قیادت آئی ڈی پیز پاک فوج کے درمیان نمائشی میچ جاری ہے,P
سوشل میڈیا پہ تو ہر کوئی کچھ بھی کہہ لیتا ھے اگر آپ احمدیوں کے لئے پرنٹ یا الیکٹرونک میڈیا پہ آواز اٹھائو تو بات اے,P
اپنے آپ کو سزا ملے تب احساس ھوتا ھے اب بھی وقت ھے مبشر اپنے گناھوں کی قوم سے اور الله سے معافی مانگے,P
